run: 212 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 01:25:48 2021 | q: 0/31 | q_time: 0.054786s | E: 1 | q_time/E: 0.054786s | shuffle time: 0.000000s
Mon Jan 25 01:25:48 2021 | q: 1/31 | q_time: 0.051749s | E: 1 | q_time/E: 0.051749s | shuffle time: 0.000207s
Mon Jan 25 01:25:49 2021 | q: 2/31 | q_time: 0.113830s | E: 2 | q_time/E: 0.056915s | shuffle time: 0.000235s
Mon Jan 25 01:25:49 2021 | q: 3/31 | q_time: 0.177889s | E: 3 | q_time/E: 0.059296s | shuffle time: 0.000227s
Mon Jan 25 01:25:49 2021 | q: 4/31 | q_time: 0.306650s | E: 5 | q_time/E: 0.061330s | shuffle time: 0.000236s
Mon Jan 25 01:25:49 2021 | q: 5/31 | q_time: 0.377168s | E: 6 | q_time/E: 0.062861s | shuffle time: 0.000242s
Mon Jan 25 01:25:50 2021 | q: 6/31 | q_time: 0.517894s | E: 8 | q_time/E: 0.064737s | shuffle time: 0.000242s
Mon Jan 25 01:25:51 2021 | q: 7/31 | q_time: 0.659818s | E: 10 | q_time/E: 0.065982s | shuffle time: 0.000239s
Mon Jan 25 01:25:51 2021 | q: 8/31 | q_time: 0.794030s | E: 12 | q_time/E: 0.066169s | shuffle time: 0.000244s
Mon Jan 25 01:25:52 2021 | q: 9/31 | q_time: 0.944297s | E: 14 | q_time/E: 0.067450s | shuffle time: 0.000247s
Mon Jan 25 01:25:53 2021 | q: 10/31 | q_time: 1.079188s | E: 16 | q_time/E: 0.067449s | shuffle time: 0.000249s
Mon Jan 25 01:25:55 2021 | q: 11/31 | q_time: 1.219233s | E: 18 | q_time/E: 0.067735s | shuffle time: 0.000248s
Mon Jan 25 01:25:56 2021 | q: 12/31 | q_time: 1.388402s | E: 21 | q_time/E: 0.066114s | shuffle time: 0.000253s
Mon Jan 25 01:25:58 2021 | q: 13/31 | q_time: 1.527552s | E: 23 | q_time/E: 0.066415s | shuffle time: 0.000252s
Mon Jan 25 01:25:59 2021 | q: 14/31 | q_time: 1.766848s | E: 26 | q_time/E: 0.067956s | shuffle time: 0.000251s
Mon Jan 25 01:26:01 2021 | q: 15/31 | q_time: 1.868960s | E: 28 | q_time/E: 0.066749s | shuffle time: 0.000250s
Mon Jan 25 01:26:03 2021 | q: 16/31 | q_time: 2.068462s | E: 31 | q_time/E: 0.066725s | shuffle time: 0.000249s
Mon Jan 25 01:26:06 2021 | q: 17/31 | q_time: 2.318119s | E: 34 | q_time/E: 0.068180s | shuffle time: 0.000250s
Mon Jan 25 01:26:08 2021 | q: 18/31 | q_time: 2.577543s | E: 36 | q_time/E: 0.071598s | shuffle time: 0.000250s
Mon Jan 25 01:26:11 2021 | q: 19/31 | q_time: 2.606620s | E: 38 | q_time/E: 0.068595s | shuffle time: 0.000253s
Mon Jan 25 01:26:14 2021 | q: 20/31 | q_time: 2.809281s | E: 41 | q_time/E: 0.068519s | shuffle time: 0.000253s
Mon Jan 25 01:26:17 2021 | q: 21/31 | q_time: 2.949621s | E: 43 | q_time/E: 0.068596s | shuffle time: 0.000252s
Mon Jan 25 01:26:20 2021 | q: 22/31 | q_time: 3.223049s | E: 46 | q_time/E: 0.070066s | shuffle time: 0.000256s
Mon Jan 25 01:26:23 2021 | q: 23/31 | q_time: 3.266760s | E: 49 | q_time/E: 0.066669s | shuffle time: 0.000254s
Mon Jan 25 01:26:27 2021 | q: 24/31 | q_time: 3.534554s | E: 52 | q_time/E: 0.067972s | shuffle time: 0.000252s
Mon Jan 25 01:26:30 2021 | q: 25/31 | q_time: 3.806793s | E: 55 | q_time/E: 0.069214s | shuffle time: 0.000253s
Mon Jan 25 01:26:34 2021 | q: 26/31 | q_time: 4.044078s | E: 58 | q_time/E: 0.069725s | shuffle time: 0.000251s
Mon Jan 25 01:26:39 2021 | q: 27/31 | q_time: 4.184240s | E: 61 | q_time/E: 0.068594s | shuffle time: 0.000252s
Mon Jan 25 01:26:43 2021 | q: 28/31 | q_time: 4.647705s | E: 65 | q_time/E: 0.071503s | shuffle time: 0.000250s
Mon Jan 25 01:26:48 2021 | q: 29/31 | q_time: 4.667235s | E: 67 | q_time/E: 0.069660s | shuffle time: 0.000249s
Mon Jan 25 01:26:53 2021 | q: 30/31 | q_time: 4.647232s | E: 69 | q_time/E: 0.067351s | shuffle time: 0.000247s
Mon Jan 25 01:26:57 2021 | q: 31/31 | q_time: 4.732046s | E: 71 | q_time/E: 0.066649s | shuffle time: 0.000245s
