q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.054415 1 0.054415 639938 639937 0
1 31 0.052175 1 0.052175 639938 639937 0
2 31 0.114507 2 0.057253 1282563 934000 348562
3 31 0.178752 3 0.059584 1923720 1348390 575329
4 31 0.307248 5 0.061450 3206560 1951599 1254960
5 31 0.380147 6 0.063358 3850416 2503465 1346950
6 31 0.512127 8 0.064016 5136979 3115498 2021480
7 31 0.659779 10 0.065978 6536368 3830248 2706119
8 31 0.785845 12 0.065487 7712450 4396992 3315457
9 31 0.945577 14 0.067541 9136938 5158078 3978859
10 31 1.074303 16 0.067144 10288698 5716178 4572519
11 31 1.227768 18 0.068209 11694268 6471100 5223167
12 31 1.435605 21 0.068362 14193141 7524943 6668197
13 31 1.518985 23 0.066043 14941276 7893370 7047905
14 31 1.748287 26 0.067242 17236154 8882989 8353164
15 31 1.885006 28 0.067322 18533654 9554179 8979474
16 31 2.159713 31 0.069668 21384993 10742982 10642010
17 31 2.307629 34 0.067871 22591400 11085899 11505500
18 31 2.427408 36 0.067428 23484256 11572696 11911559
19 31 2.632296 38 0.069271 25352740 12476820 12875919
20 31 2.967544 41 0.072379 28825475 13892144 14933330
21 31 2.919122 43 0.067887 27876365 13374893 14501471
22 31 3.175084 46 0.069024 30416151 14303308 16112842
23 31 3.657688 49 0.074647 35579058 16415789 19163268
24 31 3.492856 52 0.067170 33989246 15335766 18653479
25 31 3.901805 55 0.070942 38349229 16967611 21381617
26 31 3.952368 58 0.068144 38869402 16720686 22148715
27 31 4.163557 61 0.068255 41301086 17324757 23976328
28 31 6.565366 65 0.101006 43470470 17613184 25857285
29 31 12.032192 67 0.179585 45234667 18040617 27194049
30 31 4.658141 69 0.067509 45698912 17827469 27871442
31 31 4.993556 71 0.070332 47218323 18153865 29064457
78.8871
