q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.055030 1 0.055030 639938 639937 0
1 31 0.053121 1 0.053121 639938 639937 0
2 31 0.116331 2 0.058165 1280146 928588 351557
3 31 0.181972 3 0.060657 1924977 1345925 579051
4 31 0.310491 5 0.062098 3203573 1955525 1248047
5 31 0.385644 6 0.064274 3852249 2499641 1352607
6 31 0.518209 8 0.064776 5133582 3116639 2016942
7 31 0.659763 10 0.065976 6437037 3763539 2673497
8 31 0.821656 12 0.068471 7948402 4543969 3404432
9 31 0.944387 14 0.067456 9029299 5088825 3940473
10 31 1.095714 16 0.068482 10378403 5776066 4602336
11 31 1.227112 18 0.068173 11549268 6368727 5180540
12 31 1.418109 21 0.067529 13776004 7278231 6497772
13 31 7.712760 23 0.335337 15029339 7942336 7087002
14 31 10.767825 26 0.414147 18470760 9484024 8986735
15 31 2.843141 28 0.101541 19959036 10279037 9679998
16 31 2.296704 31 0.074087 22651712 11426120 11225591
17 31 2.291763 34 0.067405 22240606 10932208 11308397
18 31 2.488457 36 0.069124 23990912 11829671 12161240
19 31 2.629513 38 0.069198 25122919 12373140 12749778
20 31 2.835265 41 0.069153 27120843 13067979 14052863
21 31 3.077934 43 0.071580 29416910 14200467 15216442
22 31 3.209693 46 0.069776 30674128 14481501 16192626
23 31 3.594985 49 0.073367 34627943 16010224 18617718
24 31 3.909301 52 0.075179 38072171 17146199 20925971
25 31 3.868783 55 0.070342 37563472 16530700 21032771
26 31 3.952066 58 0.068139 38409603 16621498 21788104
27 31 4.063333 61 0.066612 39728629 16672564 23056064
28 31 4.963706 65 0.076365 46868345 19061320 27807024
29 31 4.612769 67 0.068847 43943003 17619787 26323215
30 31 4.854980 69 0.070362 47049528 18560138 28489389
31 31 4.877864 71 0.068702 47680236 18283653 29396582
86.6387
