q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.053365 1 0.053365 639938 639937 0
1 31 0.052900 1 0.052900 639938 639937 0
2 31 0.113173 2 0.056586 1280872 928458 352413
3 31 0.177217 3 0.059072 1923656 1346781 576874
4 31 0.304245 5 0.060849 3212220 1968524 1243695
5 31 0.381793 6 0.063632 3917736 2559093 1358642
6 31 0.512022 8 0.064003 5197757 3162093 2035663
7 31 0.647716 10 0.064772 6446009 3780105 2665903
8 31 0.784702 12 0.065392 7724522 4415612 3308909
9 31 0.924786 14 0.066056 8992321 5068950 3923370
10 31 1.073389 16 0.067087 10333104 5742974 4590129
11 31 1.225393 18 0.068077 11743284 6498368 5244915
12 31 1.418865 21 0.067565 14121302 7468727 6652574
13 31 1.513962 23 0.065824 14887168 7866623 7020544
14 31 1.712623 26 0.065870 16964979 8675701 8289277
15 31 1.858545 28 0.066377 18318690 9417415 8901274
16 31 2.085012 31 0.067258 20692378 10368191 10324186
17 31 2.243547 34 0.065987 22051602 10829802 11221799
18 31 2.420775 36 0.067244 23654448 11657058 11997389
19 31 2.644243 38 0.069585 25725752 12709902 13015849
20 31 2.826220 41 0.068932 27460724 13224826 14235897
21 31 3.057900 43 0.071114 29685506 14371665 15313840
22 31 3.365147 46 0.073155 32748233 15504061 17244171
23 31 3.438995 49 0.070184 33505402 15443886 18061515
24 31 3.621732 52 0.069649 35662155 16144955 19517199
25 31 3.711794 55 0.067487 36720454 16232496 20487957
26 31 3.986377 58 0.068731 39739006 17177720 22561285
27 31 4.160305 61 0.068202 41808848 17583157 24225690
28 31 4.558512 65 0.070131 43639990 17603305 26036684
29 31 4.549460 67 0.067902 44478983 17762893 26716089
30 31 4.629574 69 0.067095 45967779 18079647 27888131
31 31 4.673475 71 0.065824 46652367 17929342 28723024
68.728
