q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.052578 1 0.052578 639938 639937 0
1 31 0.051677 1 0.051677 639938 639937 0
2 31 0.113747 2 0.056874 1280326 929480 350845
3 31 0.177624 3 0.059208 1920941 1346795 574145
4 31 0.306826 5 0.061365 3223113 1966265 1256847
5 31 0.378336 6 0.063056 3856475 2493828 1362646
6 31 0.511888 8 0.063986 5153683 3105116 2048566
7 31 0.654650 10 0.065465 6477882 3751575 2726306
8 31 0.791799 12 0.065983 7746661 4419952 3326708
9 31 0.963724 14 0.068837 9352480 5305981 4046498
10 31 1.079931 16 0.067496 10306779 5735430 4571348
11 31 1.247924 18 0.069329 11913158 6594634 5318523
12 31 1.371393 21 0.065304 13549322 7111277 6438044
13 31 1.507394 23 0.065539 14809780 7792384 7017395
14 31 1.808482 26 0.069557 17852736 9180508 8672227
15 31 1.901436 28 0.067908 18689899 9653525 9036373
16 31 2.126550 31 0.068598 20997641 10521822 10475818
17 31 2.231858 34 0.065643 21879998 10703778 11176219
18 31 2.438639 36 0.067740 23622100 11618438 12003661
19 31 2.607728 38 0.068624 25181959 12388064 12793894
20 31 2.952717 41 0.072017 28700065 13885903 14814161
21 31 2.918984 43 0.067883 27966463 13444905 14521557
22 31 3.147038 46 0.068414 30374193 14337372 16036820
23 31 3.548644 49 0.072421 34627973 15966875 18661097
24 31 3.602518 52 0.069279 35370352 15915403 19454948
25 31 3.659142 55 0.066530 35929258 15802958 20126299
26 31 4.145080 58 0.071467 41256785 17805957 23450827
27 31 12.672296 61 0.207743 41653219 17514156 24139062
28 31 5.140833 65 0.079090 48430922 19584220 28846701
29 31 4.688938 67 0.069984 45903236 18396977 27506258
30 31 4.550115 69 0.065944 44842351 17548509 27293841
31 31 5.304187 71 0.074707 48888691 18773317 30115373
78.6549
