run: 169 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 00:32:48 2021 | q: 0/31 | q_time: 0.053967s | E: 1 | q_time/E: 0.053967s | shuffle time: 0.000000s
Mon Jan 25 00:32:48 2021 | q: 1/31 | q_time: 0.051855s | E: 1 | q_time/E: 0.051855s | shuffle time: 0.000207s
Mon Jan 25 00:32:48 2021 | q: 2/31 | q_time: 0.113258s | E: 2 | q_time/E: 0.056629s | shuffle time: 0.000234s
Mon Jan 25 00:32:48 2021 | q: 3/31 | q_time: 0.176647s | E: 3 | q_time/E: 0.058882s | shuffle time: 0.000227s
Mon Jan 25 00:32:48 2021 | q: 4/31 | q_time: 0.304711s | E: 5 | q_time/E: 0.060942s | shuffle time: 0.000238s
Mon Jan 25 00:32:49 2021 | q: 5/31 | q_time: 0.376351s | E: 6 | q_time/E: 0.062725s | shuffle time: 0.000241s
Mon Jan 25 00:32:49 2021 | q: 6/31 | q_time: 0.507411s | E: 8 | q_time/E: 0.063426s | shuffle time: 0.000242s
Mon Jan 25 00:32:50 2021 | q: 7/31 | q_time: 0.651338s | E: 10 | q_time/E: 0.065134s | shuffle time: 0.000237s
Mon Jan 25 00:32:51 2021 | q: 8/31 | q_time: 0.788079s | E: 12 | q_time/E: 0.065673s | shuffle time: 0.000244s
Mon Jan 25 00:32:52 2021 | q: 9/31 | q_time: 0.935692s | E: 14 | q_time/E: 0.066835s | shuffle time: 0.000244s
Mon Jan 25 00:32:53 2021 | q: 10/31 | q_time: 1.069787s | E: 16 | q_time/E: 0.066862s | shuffle time: 0.000249s
Mon Jan 25 00:32:54 2021 | q: 11/31 | q_time: 1.217522s | E: 18 | q_time/E: 0.067640s | shuffle time: 0.000246s
Mon Jan 25 00:32:55 2021 | q: 12/31 | q_time: 1.368582s | E: 21 | q_time/E: 0.065171s | shuffle time: 0.000248s
Mon Jan 25 00:32:57 2021 | q: 13/31 | q_time: 1.549095s | E: 23 | q_time/E: 0.067352s | shuffle time: 0.000251s
Mon Jan 25 00:32:59 2021 | q: 14/31 | q_time: 1.763748s | E: 26 | q_time/E: 0.067836s | shuffle time: 0.000250s
Mon Jan 25 00:33:01 2021 | q: 15/31 | q_time: 1.888718s | E: 28 | q_time/E: 0.067454s | shuffle time: 0.000248s
Mon Jan 25 00:33:03 2021 | q: 16/31 | q_time: 2.143604s | E: 31 | q_time/E: 0.069149s | shuffle time: 0.000246s
Mon Jan 25 00:33:05 2021 | q: 17/31 | q_time: 2.309740s | E: 34 | q_time/E: 0.067934s | shuffle time: 0.000247s
Mon Jan 25 00:33:07 2021 | q: 18/31 | q_time: 2.426279s | E: 36 | q_time/E: 0.067397s | shuffle time: 0.000249s
Mon Jan 25 00:33:10 2021 | q: 19/31 | q_time: 2.519968s | E: 38 | q_time/E: 0.066315s | shuffle time: 0.000250s
Mon Jan 25 00:33:13 2021 | q: 20/31 | q_time: 2.737485s | E: 41 | q_time/E: 0.066768s | shuffle time: 0.000251s
Mon Jan 25 00:33:16 2021 | q: 21/31 | q_time: 2.908404s | E: 43 | q_time/E: 0.067637s | shuffle time: 0.000251s
Mon Jan 25 00:33:19 2021 | q: 22/31 | q_time: 3.256256s | E: 46 | q_time/E: 0.070788s | shuffle time: 0.000254s
Mon Jan 25 00:33:22 2021 | q: 23/31 | q_time: 3.306435s | E: 49 | q_time/E: 0.067478s | shuffle time: 0.000254s
Mon Jan 25 00:33:26 2021 | q: 24/31 | q_time: 3.455235s | E: 52 | q_time/E: 0.066447s | shuffle time: 0.000255s
Mon Jan 25 00:33:29 2021 | q: 25/31 | q_time: 3.885264s | E: 55 | q_time/E: 0.070641s | shuffle time: 0.000253s
Mon Jan 25 00:33:33 2021 | q: 26/31 | q_time: 3.862855s | E: 58 | q_time/E: 0.066601s | shuffle time: 0.000253s
Mon Jan 25 00:33:37 2021 | q: 27/31 | q_time: 4.033442s | E: 61 | q_time/E: 0.066122s | shuffle time: 0.000250s
Mon Jan 25 00:33:42 2021 | q: 28/31 | q_time: 4.518726s | E: 65 | q_time/E: 0.069519s | shuffle time: 0.000249s
Mon Jan 25 00:33:46 2021 | q: 29/31 | q_time: 4.514008s | E: 67 | q_time/E: 0.067373s | shuffle time: 0.000249s
Mon Jan 25 00:33:51 2021 | q: 30/31 | q_time: 4.672117s | E: 69 | q_time/E: 0.067712s | shuffle time: 0.000246s
Mon Jan 25 00:33:56 2021 | q: 31/31 | q_time: 4.692793s | E: 71 | q_time/E: 0.066096s | shuffle time: 0.000244s
