q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.054118 1 0.054118 639938 639937 0
1 31 0.052186 1 0.052186 639938 639937 0
2 31 0.113431 2 0.056715 1280921 930009 350911
3 31 0.176988 3 0.058996 1920730 1347836 572893
4 31 0.306222 5 0.061244 3209962 1957676 1252285
5 31 0.375672 6 0.062612 3842089 2496542 1345546
6 31 0.513110 8 0.064139 5171054 3131752 2039301
7 31 0.647746 10 0.064775 6419479 3748357 2671121
8 31 0.856172 12 0.071348 8510300 4897313 3612986
9 31 0.943421 14 0.067387 9181833 5198262 3983570
10 31 1.071613 16 0.066976 10294682 5732529 4562152
11 31 1.222570 18 0.067921 11708739 6469983 5238755
12 31 1.435160 21 0.068341 14222628 7546876 6675751
13 31 1.505780 23 0.065469 14820465 7831428 6989036
14 31 1.766303 26 0.067935 17440094 8972186 8467907
15 31 1.924700 28 0.068739 19026927 9802268 9224658
16 31 2.034540 31 0.065630 20076879 10047067 10029811
17 31 2.361168 34 0.069446 23322910 11492831 11830078
18 31 2.495133 36 0.069309 24400966 12049560 12351405
19 31 2.553569 38 0.067199 24724752 12113800 12610951
20 31 2.840448 41 0.069279 27633336 13326088 14307247
21 31 2.967147 43 0.069003 28549005 13758356 14790648
22 31 3.157053 46 0.068632 30519644 14347209 16172434
23 31 3.344078 49 0.068246 32475413 15012466 17462946
24 31 3.756062 52 0.072232 37126778 16713711 20413066
25 31 3.681492 55 0.066936 36255957 15929769 20326187
26 31 4.198360 58 0.072386 41978595 18133241 23845353
27 31 4.203730 61 0.068914 42054636 17710005 24344630
28 31 4.509671 65 0.069380 43264865 17508692 25756172
29 31 4.841902 67 0.072267 47410716 18976265 28434450
30 31 4.649787 69 0.067388 45885687 18028809 27856877
31 31 4.792508 71 0.067500 47927199 18361120 29566078
69.352
