q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.055837 1 0.055837 639938 639937 0
1 31 0.051619 1 0.051619 639938 639937 0
2 31 0.113349 2 0.056674 1281103 930226 350876
3 31 0.176652 3 0.058884 1921082 1344565 576516
4 31 0.306401 5 0.061280 3211627 1959495 1252131
5 31 0.376907 6 0.062818 3866496 2515903 1350592
6 31 0.505987 8 0.063248 5128414 3099177 2029236
7 31 0.655241 10 0.065524 6432517 3757008 2675508
8 31 0.792892 12 0.066074 7846314 4475490 3370823
9 31 0.923172 14 0.065941 9018840 5063817 3955022
10 31 1.086249 16 0.067891 10500991 5857739 4643251
11 31 1.206322 18 0.067018 11554966 6382062 5172903
12 31 1.459984 21 0.069523 14568206 7741780 6826425
13 31 1.546444 23 0.067237 15290890 8129686 7161203
14 31 1.761070 26 0.067733 17462438 8974038 8488399
15 31 1.867608 28 0.066700 18480302 9512763 8967538
16 31 2.296464 31 0.074079 23015460 11610088 11405371
17 31 2.299523 34 0.067633 22654270 11140359 11513910
18 31 2.419535 36 0.067209 23623875 11657500 11966374
19 31 2.629167 38 0.069189 25577574 12630242 12947331
20 31 2.791148 41 0.068077 27141583 13045948 14095634
21 31 3.007425 43 0.069940 28988693 13948589 15040103
22 31 3.436886 46 0.074715 31493061 14883476 16609584
23 31 11.029050 49 0.225083 33230397 15336204 17894192
24 31 3.870571 52 0.074434 34832389 15657741 19174647
25 31 3.740275 55 0.068005 37049772 16302429 20747342
26 31 3.933353 58 0.067816 39165662 16949362 22216299
27 31 3.995545 61 0.065501 39973903 16797079 23176823
28 31 4.831566 65 0.074332 46764245 18991097 27773147
29 31 4.528276 67 0.067586 44038945 17620930 26418014
30 31 4.508531 69 0.065341 44498942 17425953 27072988
31 31 4.900050 71 0.069015 48984260 18864860 30119399
77.1033
