run: 225 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 01:42:17 2021 | q: 0/31 | q_time: 0.047267s | E: 1 | q_time/E: 0.047267s | shuffle time: 0.000000s
Mon Jan 25 01:42:17 2021 | q: 1/31 | q_time: 0.051577s | E: 1 | q_time/E: 0.051577s | shuffle time: 0.000213s
Mon Jan 25 01:42:17 2021 | q: 2/31 | q_time: 0.113553s | E: 2 | q_time/E: 0.056777s | shuffle time: 0.000239s
Mon Jan 25 01:42:17 2021 | q: 3/31 | q_time: 0.177017s | E: 3 | q_time/E: 0.059006s | shuffle time: 0.000232s
Mon Jan 25 01:42:18 2021 | q: 4/31 | q_time: 0.303711s | E: 5 | q_time/E: 0.060742s | shuffle time: 0.000241s
Mon Jan 25 01:42:18 2021 | q: 5/31 | q_time: 0.377917s | E: 6 | q_time/E: 0.062986s | shuffle time: 0.000244s
Mon Jan 25 01:42:19 2021 | q: 6/31 | q_time: 0.510178s | E: 8 | q_time/E: 0.063772s | shuffle time: 0.000246s
Mon Jan 25 01:42:19 2021 | q: 7/31 | q_time: 0.650253s | E: 10 | q_time/E: 0.065025s | shuffle time: 0.000241s
Mon Jan 25 01:42:20 2021 | q: 8/31 | q_time: 0.786803s | E: 12 | q_time/E: 0.065567s | shuffle time: 0.000249s
Mon Jan 25 01:42:21 2021 | q: 9/31 | q_time: 0.929204s | E: 14 | q_time/E: 0.066372s | shuffle time: 0.000250s
Mon Jan 25 01:42:22 2021 | q: 10/31 | q_time: 1.074647s | E: 16 | q_time/E: 0.067165s | shuffle time: 0.000252s
Mon Jan 25 01:42:23 2021 | q: 11/31 | q_time: 1.218478s | E: 18 | q_time/E: 0.067693s | shuffle time: 0.000252s
Mon Jan 25 01:42:25 2021 | q: 12/31 | q_time: 1.536171s | E: 21 | q_time/E: 0.073151s | shuffle time: 0.000253s
Mon Jan 25 01:42:27 2021 | q: 13/31 | q_time: 2.458322s | E: 23 | q_time/E: 0.106884s | shuffle time: 0.000435s
Mon Jan 25 01:42:29 2021 | q: 14/31 | q_time: 2.056883s | E: 26 | q_time/E: 0.079111s | shuffle time: 0.000329s
Mon Jan 25 01:42:31 2021 | q: 15/31 | q_time: 1.912435s | E: 28 | q_time/E: 0.068301s | shuffle time: 0.000254s
Mon Jan 25 01:42:33 2021 | q: 16/31 | q_time: 2.193997s | E: 31 | q_time/E: 0.070774s | shuffle time: 0.000251s
Mon Jan 25 01:42:36 2021 | q: 17/31 | q_time: 2.384179s | E: 34 | q_time/E: 0.070123s | shuffle time: 0.000253s
Mon Jan 25 01:42:38 2021 | q: 18/31 | q_time: 2.593105s | E: 36 | q_time/E: 0.072031s | shuffle time: 0.000253s
Mon Jan 25 01:42:41 2021 | q: 19/31 | q_time: 2.558130s | E: 38 | q_time/E: 0.067319s | shuffle time: 0.000254s
Mon Jan 25 01:42:44 2021 | q: 20/31 | q_time: 3.198092s | E: 41 | q_time/E: 0.078002s | shuffle time: 0.000258s
Mon Jan 25 01:42:47 2021 | q: 21/31 | q_time: 3.132496s | E: 43 | q_time/E: 0.072849s | shuffle time: 0.000305s
Mon Jan 25 01:42:50 2021 | q: 22/31 | q_time: 3.119657s | E: 46 | q_time/E: 0.067819s | shuffle time: 0.000259s
Mon Jan 25 01:42:54 2021 | q: 23/31 | q_time: 3.300525s | E: 49 | q_time/E: 0.067358s | shuffle time: 0.000258s
Mon Jan 25 01:42:57 2021 | q: 24/31 | q_time: 3.533662s | E: 52 | q_time/E: 0.067955s | shuffle time: 0.000257s
Mon Jan 25 01:43:01 2021 | q: 25/31 | q_time: 3.730282s | E: 55 | q_time/E: 0.067823s | shuffle time: 0.000257s
Mon Jan 25 01:43:05 2021 | q: 26/31 | q_time: 3.982186s | E: 58 | q_time/E: 0.068658s | shuffle time: 0.000258s
Mon Jan 25 01:43:09 2021 | q: 27/31 | q_time: 4.324527s | E: 61 | q_time/E: 0.070894s | shuffle time: 0.000256s
Mon Jan 25 01:43:14 2021 | q: 28/31 | q_time: 4.610176s | E: 65 | q_time/E: 0.070926s | shuffle time: 0.000253s
Mon Jan 25 01:43:19 2021 | q: 29/31 | q_time: 4.701957s | E: 67 | q_time/E: 0.070178s | shuffle time: 0.000254s
Mon Jan 25 01:43:23 2021 | q: 30/31 | q_time: 4.680642s | E: 69 | q_time/E: 0.067835s | shuffle time: 0.000251s
Mon Jan 25 01:43:33 2021 | q: 31/31 | q_time: 9.713628s | E: 71 | q_time/E: 0.136812s | shuffle time: 0.000251s
