q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.049900 1 0.049900 639938 639937 0
1 31 0.051679 1 0.051679 639938 639937 0
2 31 0.113830 2 0.056915 1280351 926783 353567
3 31 0.178250 3 0.059417 1928570 1352361 576208
4 31 0.308276 5 0.061655 3240724 1983441 1257282
5 31 0.377129 6 0.062855 3846375 2501678 1344696
6 31 0.511087 8 0.063886 5154525 3122580 2031944
7 31 0.661581 10 0.066158 6511610 3802276 2709333
8 31 0.821147 12 0.068429 8083643 4662607 3421035
9 31 0.992303 14 0.070879 9675663 5493852 4181810
10 31 1.076566 16 0.067285 10328794 5727494 4601299
11 31 1.241303 18 0.068961 11842736 6579076 5263659
12 31 1.427326 21 0.067968 14114748 7468174 6646573
13 31 1.508459 23 0.065585 14783479 7805933 6977545
14 31 1.735782 26 0.066761 17096973 8765876 8331096
15 31 1.867175 28 0.066685 18328765 9438052 8890712
16 31 2.072081 31 0.066841 20478439 10262648 10215790
17 31 2.356816 34 0.069318 23149623 11407558 11742064
18 31 3.728391 36 0.103566 24963867 12355374 12608492
19 31 2.779506 38 0.073145 25410957 12520985 12889971
20 31 3.041349 41 0.074179 29706012 14376020 15329991
21 31 3.116262 43 0.072471 30072402 14482306 15590095
22 31 3.278268 46 0.071267 31638033 14925209 16712823
23 31 3.296120 49 0.067268 31783541 14590158 17193382
24 31 3.560678 52 0.068475 34271848 15445816 18826031
25 31 4.020808 55 0.073106 36279369 15970372 20308996
26 31 3.952804 58 0.068152 38804244 16722523 22081720
27 31 4.121009 61 0.067558 41026859 17317281 23709577
28 31 4.639593 65 0.071378 44413539 17969682 26443856
29 31 4.661217 67 0.069570 45368734 18136049 27232684
30 31 4.746765 69 0.068794 46944230 18501653 28442576
31 31 4.925921 71 0.069379 49114272 19004326 30109945
71.2196
