q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.054819 1 0.054819 639938 639937 0
1 31 0.052243 1 0.052243 639938 639937 0
2 31 0.113276 2 0.056638 1281313 930605 350707
3 31 0.176924 3 0.058975 1921533 1342629 578903
4 31 0.303807 5 0.060761 3207805 1954655 1253149
5 31 0.375018 6 0.062503 3842809 2493377 1349431
6 31 0.507459 8 0.063432 5138597 3116869 2021727
7 31 0.666180 10 0.066618 6646943 3891891 2755051
8 31 0.815874 12 0.067989 8064575 4604976 3459598
9 31 0.925786 14 0.066128 8996861 5062649 3934211
10 31 1.085274 16 0.067830 10468939 5839737 4629201
11 31 1.209248 18 0.067180 11577103 6366821 5210281
12 31 1.444636 21 0.068792 14402836 7633427 6769408
13 31 1.507388 23 0.065539 14879954 7832357 7047596
14 31 1.793700 26 0.068988 17817308 9191256 8626051
15 31 1.920312 28 0.068583 19064926 9798320 9266605
16 31 2.053828 31 0.066253 20357226 10143884 10213341
17 31 2.223892 34 0.065409 21922867 10740209 11182657
18 31 2.595634 36 0.072101 25508186 12614865 12893320
19 31 2.679959 38 0.070525 26108286 12886201 13222084
20 31 2.818121 41 0.068735 27435831 13207513 14228317
21 31 2.907947 43 0.067627 27952518 13429636 14522881
22 31 3.139402 46 0.068248 30355981 14262654 16093326
23 31 3.308163 49 0.067514 32129094 14732346 17396747
24 31 3.482432 52 0.066970 34190222 15390187 18800034
25 31 3.590621 55 0.065284 35332875 15522891 19809983
26 31 3.822878 58 0.065912 37857076 16309510 21547565
27 31 4.176442 61 0.068466 41707818 17602269 24105548
28 31 4.719271 65 0.072604 45431137 18417896 27013240
29 31 4.668315 67 0.069676 45594265 18317851 27276413
30 31 4.780255 69 0.069279 47510657 18658094 28852562
31 31 4.827084 71 0.067987 48200988 18465033 29735954
68.7465
