run: 391 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 05:06:55 2021 | q: 0/31 | q_time: 0.053315s | E: 1 | q_time/E: 0.053315s | shuffle time: 0.000000s
Mon Jan 25 05:06:55 2021 | q: 1/31 | q_time: 0.052246s | E: 1 | q_time/E: 0.052246s | shuffle time: 0.000206s
Mon Jan 25 05:06:55 2021 | q: 2/31 | q_time: 0.113413s | E: 2 | q_time/E: 0.056706s | shuffle time: 0.000233s
Mon Jan 25 05:06:55 2021 | q: 3/31 | q_time: 0.178732s | E: 3 | q_time/E: 0.059577s | shuffle time: 0.000227s
Mon Jan 25 05:06:55 2021 | q: 4/31 | q_time: 0.308330s | E: 5 | q_time/E: 0.061666s | shuffle time: 0.000234s
Mon Jan 25 05:06:56 2021 | q: 5/31 | q_time: 0.376975s | E: 6 | q_time/E: 0.062829s | shuffle time: 0.000239s
Mon Jan 25 05:06:56 2021 | q: 6/31 | q_time: 0.509971s | E: 8 | q_time/E: 0.063746s | shuffle time: 0.000240s
Mon Jan 25 05:06:57 2021 | q: 7/31 | q_time: 0.644916s | E: 10 | q_time/E: 0.064492s | shuffle time: 0.000238s
Mon Jan 25 05:06:58 2021 | q: 8/31 | q_time: 0.840373s | E: 12 | q_time/E: 0.070031s | shuffle time: 0.000243s
Mon Jan 25 05:06:59 2021 | q: 9/31 | q_time: 0.948677s | E: 14 | q_time/E: 0.067763s | shuffle time: 0.000244s
Mon Jan 25 05:07:00 2021 | q: 10/31 | q_time: 1.101775s | E: 16 | q_time/E: 0.068861s | shuffle time: 0.000246s
Mon Jan 25 05:07:01 2021 | q: 11/31 | q_time: 1.252020s | E: 18 | q_time/E: 0.069557s | shuffle time: 0.000247s
Mon Jan 25 05:07:02 2021 | q: 12/31 | q_time: 1.478532s | E: 21 | q_time/E: 0.070406s | shuffle time: 0.000248s
Mon Jan 25 05:07:04 2021 | q: 13/31 | q_time: 1.530093s | E: 23 | q_time/E: 0.066526s | shuffle time: 0.000248s
Mon Jan 25 05:07:06 2021 | q: 14/31 | q_time: 1.769341s | E: 26 | q_time/E: 0.068052s | shuffle time: 0.000249s
Mon Jan 25 05:07:08 2021 | q: 15/31 | q_time: 1.932711s | E: 28 | q_time/E: 0.069025s | shuffle time: 0.000248s
Mon Jan 25 05:07:10 2021 | q: 16/31 | q_time: 2.165123s | E: 31 | q_time/E: 0.069843s | shuffle time: 0.000246s
Mon Jan 25 05:07:12 2021 | q: 17/31 | q_time: 2.360124s | E: 34 | q_time/E: 0.069415s | shuffle time: 0.000247s
Mon Jan 25 05:07:15 2021 | q: 18/31 | q_time: 2.515975s | E: 36 | q_time/E: 0.069888s | shuffle time: 0.000249s
Mon Jan 25 05:07:17 2021 | q: 19/31 | q_time: 2.559921s | E: 38 | q_time/E: 0.067366s | shuffle time: 0.000250s
Mon Jan 25 05:07:20 2021 | q: 20/31 | q_time: 2.732402s | E: 41 | q_time/E: 0.066644s | shuffle time: 0.000251s
Mon Jan 25 05:07:23 2021 | q: 21/31 | q_time: 2.949419s | E: 43 | q_time/E: 0.068591s | shuffle time: 0.000250s
Mon Jan 25 05:07:26 2021 | q: 22/31 | q_time: 3.169713s | E: 46 | q_time/E: 0.068907s | shuffle time: 0.000253s
Mon Jan 25 05:07:29 2021 | q: 23/31 | q_time: 3.330291s | E: 49 | q_time/E: 0.067965s | shuffle time: 0.000252s
Mon Jan 25 05:07:33 2021 | q: 24/31 | q_time: 3.659689s | E: 52 | q_time/E: 0.070379s | shuffle time: 0.000252s
Mon Jan 25 05:07:37 2021 | q: 25/31 | q_time: 3.824596s | E: 55 | q_time/E: 0.069538s | shuffle time: 0.000250s
Mon Jan 25 05:07:41 2021 | q: 26/31 | q_time: 3.787285s | E: 58 | q_time/E: 0.065298s | shuffle time: 0.000251s
Mon Jan 25 05:07:45 2021 | q: 27/31 | q_time: 4.039775s | E: 61 | q_time/E: 0.066226s | shuffle time: 0.000250s
Mon Jan 25 05:07:49 2021 | q: 28/31 | q_time: 4.650009s | E: 65 | q_time/E: 0.071539s | shuffle time: 0.000246s
Mon Jan 25 05:07:54 2021 | q: 29/31 | q_time: 4.593204s | E: 67 | q_time/E: 0.068555s | shuffle time: 0.000245s
Mon Jan 25 05:07:59 2021 | q: 30/31 | q_time: 4.639440s | E: 69 | q_time/E: 0.067238s | shuffle time: 0.000245s
Mon Jan 25 05:08:04 2021 | q: 31/31 | q_time: 4.918757s | E: 71 | q_time/E: 0.069278s | shuffle time: 0.000244s
