run: 280 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 02:51:34 2021 | q: 0/31 | q_time: 0.053929s | E: 1 | q_time/E: 0.053929s | shuffle time: 0.000000s
Mon Jan 25 02:51:34 2021 | q: 1/31 | q_time: 0.051590s | E: 1 | q_time/E: 0.051590s | shuffle time: 0.000207s
Mon Jan 25 02:51:34 2021 | q: 2/31 | q_time: 0.113451s | E: 2 | q_time/E: 0.056725s | shuffle time: 0.000233s
Mon Jan 25 02:51:34 2021 | q: 3/31 | q_time: 0.177623s | E: 3 | q_time/E: 0.059208s | shuffle time: 0.000226s
Mon Jan 25 02:51:35 2021 | q: 4/31 | q_time: 0.308987s | E: 5 | q_time/E: 0.061797s | shuffle time: 0.000237s
Mon Jan 25 02:51:35 2021 | q: 5/31 | q_time: 0.379596s | E: 6 | q_time/E: 0.063266s | shuffle time: 0.000241s
Mon Jan 25 02:51:36 2021 | q: 6/31 | q_time: 0.515993s | E: 8 | q_time/E: 0.064499s | shuffle time: 0.000242s
Mon Jan 25 02:51:36 2021 | q: 7/31 | q_time: 0.645183s | E: 10 | q_time/E: 0.064518s | shuffle time: 0.000240s
Mon Jan 25 02:51:37 2021 | q: 8/31 | q_time: 0.850946s | E: 12 | q_time/E: 0.070912s | shuffle time: 0.000242s
Mon Jan 25 02:51:38 2021 | q: 9/31 | q_time: 0.925278s | E: 14 | q_time/E: 0.066091s | shuffle time: 0.000244s
Mon Jan 25 02:51:39 2021 | q: 10/31 | q_time: 1.177918s | E: 16 | q_time/E: 0.073620s | shuffle time: 0.000247s
Mon Jan 25 02:51:40 2021 | q: 11/31 | q_time: 1.234061s | E: 18 | q_time/E: 0.068559s | shuffle time: 0.000290s
Mon Jan 25 02:51:42 2021 | q: 12/31 | q_time: 1.443268s | E: 21 | q_time/E: 0.068727s | shuffle time: 0.000249s
Mon Jan 25 02:51:43 2021 | q: 13/31 | q_time: 1.523373s | E: 23 | q_time/E: 0.066234s | shuffle time: 0.000249s
Mon Jan 25 02:51:45 2021 | q: 14/31 | q_time: 1.705551s | E: 26 | q_time/E: 0.065598s | shuffle time: 0.000249s
Mon Jan 25 02:51:47 2021 | q: 15/31 | q_time: 1.854323s | E: 28 | q_time/E: 0.066226s | shuffle time: 0.000249s
Mon Jan 25 02:51:49 2021 | q: 16/31 | q_time: 2.028499s | E: 31 | q_time/E: 0.065435s | shuffle time: 0.000245s
Mon Jan 25 02:51:51 2021 | q: 17/31 | q_time: 2.318061s | E: 34 | q_time/E: 0.068178s | shuffle time: 0.000248s
Mon Jan 25 02:51:54 2021 | q: 18/31 | q_time: 2.381062s | E: 36 | q_time/E: 0.066141s | shuffle time: 0.000249s
Mon Jan 25 02:51:56 2021 | q: 19/31 | q_time: 2.553093s | E: 38 | q_time/E: 0.067187s | shuffle time: 0.000250s
Mon Jan 25 02:51:59 2021 | q: 20/31 | q_time: 2.846539s | E: 41 | q_time/E: 0.069428s | shuffle time: 0.000253s
Mon Jan 25 02:52:02 2021 | q: 21/31 | q_time: 2.919021s | E: 43 | q_time/E: 0.067884s | shuffle time: 0.000253s
Mon Jan 25 02:52:05 2021 | q: 22/31 | q_time: 3.222836s | E: 46 | q_time/E: 0.070062s | shuffle time: 0.000254s
Mon Jan 25 02:52:09 2021 | q: 23/31 | q_time: 3.359441s | E: 49 | q_time/E: 0.068560s | shuffle time: 0.000253s
Mon Jan 25 02:52:12 2021 | q: 24/31 | q_time: 3.843876s | E: 52 | q_time/E: 0.073921s | shuffle time: 0.000252s
Mon Jan 25 02:52:18 2021 | q: 25/31 | q_time: 5.330597s | E: 55 | q_time/E: 0.096920s | shuffle time: 0.000252s
Mon Jan 25 02:52:22 2021 | q: 26/31 | q_time: 4.130232s | E: 58 | q_time/E: 0.071211s | shuffle time: 0.000369s
Mon Jan 25 02:52:26 2021 | q: 27/31 | q_time: 4.122133s | E: 61 | q_time/E: 0.067576s | shuffle time: 0.000249s
Mon Jan 25 02:52:31 2021 | q: 28/31 | q_time: 4.700887s | E: 65 | q_time/E: 0.072321s | shuffle time: 0.000248s
Mon Jan 25 02:52:35 2021 | q: 29/31 | q_time: 4.565616s | E: 67 | q_time/E: 0.068144s | shuffle time: 0.000247s
Mon Jan 25 02:52:40 2021 | q: 30/31 | q_time: 4.710209s | E: 69 | q_time/E: 0.068264s | shuffle time: 0.000245s
Mon Jan 25 02:52:45 2021 | q: 31/31 | q_time: 4.722237s | E: 71 | q_time/E: 0.066510s | shuffle time: 0.000243s
