q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.053603 1 0.053603 639938 639937 0
1 31 0.051807 1 0.051807 639938 639937 0
2 31 0.113466 2 0.056733 1280325 929886 350438
3 31 0.177089 3 0.059030 1920436 1345011 575424
4 31 0.305849 5 0.061170 3227441 1972415 1255025
5 31 0.375456 6 0.062576 3845092 2494099 1350992
6 31 0.508805 8 0.063601 5135308 3100820 2034487
7 31 0.648377 10 0.064838 6426917 3744550 2682366
8 31 0.795479 12 0.066290 7824979 4465229 3359749
9 31 0.952754 14 0.068054 9276754 5240157 4036596
10 31 1.078799 16 0.067425 10349043 5759480 4589562
11 31 1.219997 18 0.067778 11640596 6421884 5218711
12 31 1.398733 21 0.066606 13895954 7378986 6516967
13 31 1.507182 23 0.065530 14844353 7832565 7011787
14 31 1.703966 26 0.065537 16793512 8569599 8223912
15 31 1.835921 28 0.065569 18095154 9298662 8796491
16 31 2.171405 31 0.070045 21621390 10922533 10698856
17 31 2.235994 34 0.065765 21986151 10723892 11262258
18 31 2.400576 36 0.066683 23408437 11531163 11877273
19 31 2.581135 38 0.067925 24965900 12258492 12707407
20 31 2.844228 41 0.069371 27664831 13340305 14324525
21 31 3.051378 43 0.070962 29537148 14220716 15316431
22 31 3.128070 46 0.068002 30057068 14158953 15898114
23 31 3.444530 49 0.070297 33517205 15414578 18102626
24 31 3.807383 52 0.073219 37745835 17025497 20720337
25 31 5.899430 55 0.107262 36307763 16065882 20241880
26 31 6.049673 58 0.104305 38918880 16817634 22101245
27 31 4.015843 61 0.065833 40145322 16831602 23313719
28 31 4.479919 65 0.068922 42917085 17415369 25501715
29 31 4.587436 67 0.068469 44787940 17924049 26863890
30 31 4.610450 69 0.066818 45524308 17859734 27664573
31 31 4.612760 71 0.064968 45834004 17485100 28348903
72.6477
