q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.055289 1 0.055289 639938 639937 0
1 31 0.052506 1 0.052506 639938 639937 0
2 31 0.113235 2 0.056617 1280832 928780 352051
3 31 0.176495 3 0.058832 1921521 1347705 573815
4 31 0.307428 5 0.061486 3229592 1980379 1249212
5 31 0.375403 6 0.062567 3847778 2494841 1352936
6 31 0.509397 8 0.063675 5172071 3139849 2032221
7 31 0.671840 10 0.067184 6730915 3958339 2772575
8 31 0.824766 12 0.068730 8193650 4712320 3481329
9 31 0.940193 14 0.067157 9193916 5193166 4000749
10 31 1.071997 16 0.067000 10343459 5727862 4615596
11 31 1.204511 18 0.066917 11575778 6382926 5192851
12 31 1.389541 21 0.066169 13828230 7300593 6527636
13 31 1.550373 23 0.067408 15374570 8134815 7239754
14 31 1.718204 26 0.066085 17034675 8743948 8290726
15 31 1.924726 28 0.068740 19097490 9842827 9254662
16 31 2.017121 31 0.065068 20077727 9996155 10081571
17 31 2.412466 34 0.070955 24072153 11904785 12167367
18 31 2.553063 36 0.070918 25129686 12423484 12706201
19 31 2.609568 38 0.068673 25430777 12534044 12896732
20 31 2.783216 41 0.067883 27049711 13031734 14017976
21 31 2.875233 43 0.066866 27762872 13276913 14485958
22 31 3.114554 46 0.067708 30184480 14185092 15999387
23 31 3.353054 49 0.068430 32823112 15147113 17675998
24 31 3.537913 52 0.068037 34950605 15798669 19151935
25 31 8.655636 55 0.157375 35689497 15718051 19971445
26 31 6.762120 58 0.116588 38137124 16433041 21704082
27 31 4.238824 61 0.069489 41773451 17670230 24103220
28 31 4.691422 65 0.072176 44686405 18156407 26529997
29 31 4.576769 67 0.068310 44357185 17804329 26552855
30 31 4.939425 69 0.071586 45277178 17735192 27541985
31 31 4.706368 71 0.066287 46967154 18028516 28938637
76.7129
