run: 465 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 06:37:50 2021 | q: 0/31 | q_time: 0.055858s | E: 1 | q_time/E: 0.055858s | shuffle time: 0.000000s
Mon Jan 25 06:37:50 2021 | q: 1/31 | q_time: 0.051483s | E: 1 | q_time/E: 0.051483s | shuffle time: 0.000211s
Mon Jan 25 06:37:50 2021 | q: 2/31 | q_time: 0.113433s | E: 2 | q_time/E: 0.056716s | shuffle time: 0.000237s
Mon Jan 25 06:37:50 2021 | q: 3/31 | q_time: 0.176804s | E: 3 | q_time/E: 0.058935s | shuffle time: 0.000230s
Mon Jan 25 06:37:51 2021 | q: 4/31 | q_time: 0.311886s | E: 5 | q_time/E: 0.062377s | shuffle time: 0.000239s
Mon Jan 25 06:37:51 2021 | q: 5/31 | q_time: 0.377230s | E: 6 | q_time/E: 0.062872s | shuffle time: 0.000242s
Mon Jan 25 06:37:52 2021 | q: 6/31 | q_time: 0.509321s | E: 8 | q_time/E: 0.063665s | shuffle time: 0.000241s
Mon Jan 25 06:37:52 2021 | q: 7/31 | q_time: 0.654799s | E: 10 | q_time/E: 0.065480s | shuffle time: 0.000238s
Mon Jan 25 06:37:53 2021 | q: 8/31 | q_time: 0.785780s | E: 12 | q_time/E: 0.065482s | shuffle time: 0.000246s
Mon Jan 25 06:37:54 2021 | q: 9/31 | q_time: 0.936289s | E: 14 | q_time/E: 0.066878s | shuffle time: 0.000247s
Mon Jan 25 06:37:55 2021 | q: 10/31 | q_time: 1.068484s | E: 16 | q_time/E: 0.066780s | shuffle time: 0.000248s
Mon Jan 25 06:37:56 2021 | q: 11/31 | q_time: 1.217860s | E: 18 | q_time/E: 0.067659s | shuffle time: 0.000249s
Mon Jan 25 06:37:58 2021 | q: 12/31 | q_time: 1.363619s | E: 21 | q_time/E: 0.064934s | shuffle time: 0.000252s
Mon Jan 25 06:37:59 2021 | q: 13/31 | q_time: 1.518428s | E: 23 | q_time/E: 0.066019s | shuffle time: 0.000252s
Mon Jan 25 06:38:01 2021 | q: 14/31 | q_time: 1.693394s | E: 26 | q_time/E: 0.065131s | shuffle time: 0.000250s
Mon Jan 25 06:38:03 2021 | q: 15/31 | q_time: 1.877876s | E: 28 | q_time/E: 0.067067s | shuffle time: 0.000248s
Mon Jan 25 06:38:05 2021 | q: 16/31 | q_time: 2.154641s | E: 31 | q_time/E: 0.069505s | shuffle time: 0.000246s
Mon Jan 25 06:38:07 2021 | q: 17/31 | q_time: 2.292247s | E: 34 | q_time/E: 0.067419s | shuffle time: 0.000249s
Mon Jan 25 06:38:10 2021 | q: 18/31 | q_time: 2.498821s | E: 36 | q_time/E: 0.069412s | shuffle time: 0.000250s
Mon Jan 25 06:38:12 2021 | q: 19/31 | q_time: 2.531859s | E: 38 | q_time/E: 0.066628s | shuffle time: 0.000253s
Mon Jan 25 06:38:15 2021 | q: 20/31 | q_time: 2.737384s | E: 41 | q_time/E: 0.066765s | shuffle time: 0.000250s
Mon Jan 25 06:38:18 2021 | q: 21/31 | q_time: 2.946169s | E: 43 | q_time/E: 0.068516s | shuffle time: 0.000253s
Mon Jan 25 06:38:21 2021 | q: 22/31 | q_time: 3.281459s | E: 46 | q_time/E: 0.071336s | shuffle time: 0.000254s
Mon Jan 25 06:38:25 2021 | q: 23/31 | q_time: 3.452585s | E: 49 | q_time/E: 0.070461s | shuffle time: 0.000254s
Mon Jan 25 06:38:28 2021 | q: 24/31 | q_time: 3.485580s | E: 52 | q_time/E: 0.067030s | shuffle time: 0.000252s
Mon Jan 25 06:38:32 2021 | q: 25/31 | q_time: 4.068984s | E: 55 | q_time/E: 0.073982s | shuffle time: 0.000251s
Mon Jan 25 06:38:36 2021 | q: 26/31 | q_time: 4.124280s | E: 58 | q_time/E: 0.071108s | shuffle time: 0.000253s
Mon Jan 25 06:38:40 2021 | q: 27/31 | q_time: 4.090941s | E: 61 | q_time/E: 0.067065s | shuffle time: 0.000250s
Mon Jan 25 06:38:45 2021 | q: 28/31 | q_time: 4.659255s | E: 65 | q_time/E: 0.071681s | shuffle time: 0.000248s
Mon Jan 25 06:38:50 2021 | q: 29/31 | q_time: 4.496079s | E: 67 | q_time/E: 0.067106s | shuffle time: 0.000247s
Mon Jan 25 06:38:54 2021 | q: 30/31 | q_time: 4.613923s | E: 69 | q_time/E: 0.066868s | shuffle time: 0.000246s
Mon Jan 25 06:38:59 2021 | q: 31/31 | q_time: 4.718374s | E: 71 | q_time/E: 0.066456s | shuffle time: 0.000243s
