q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.053804 1 0.053804 639938 639937 0
1 31 0.051677 1 0.051677 639938 639937 0
2 31 0.117842 2 0.058921 1280140 928236 351903
3 31 0.179137 3 0.059712 1921935 1344626 577308
4 31 0.303502 5 0.060700 3214112 1952759 1261352
5 31 0.375385 6 0.062564 3852157 2507875 1344281
6 31 0.508387 8 0.063548 5162434 3137577 2024856
7 31 0.657331 10 0.065733 6564986 3831138 2733847
8 31 0.845620 12 0.070468 8438952 4856226 3582725
9 31 0.925793 14 0.066128 9051883 5110347 3941535
10 31 1.066810 16 0.066676 10300206 5725205 4575000
11 31 1.204344 18 0.066908 11564806 6383371 5181434
12 31 1.368464 21 0.065165 13494914 7093064 6401849
13 31 1.511752 23 0.065728 14993150 7923222 7069927
14 31 1.776998 26 0.068346 17679807 9109677 8570129
15 31 1.871228 28 0.066830 18555644 9566269 8989374
16 31 2.256187 31 0.072780 22650956 11404447 11246508
17 31 2.355087 34 0.069267 23434376 11550187 11884188
18 31 2.414425 36 0.067067 23679598 11662198 12017399
19 31 2.650864 38 0.069760 25893460 12762146 13131313
20 31 3.148720 41 0.076798 28713831 13936864 14776966
21 31 3.012049 43 0.070048 28198692 13460567 14738124
22 31 3.187439 46 0.069292 31009728 14612820 16396907
23 31 3.514182 49 0.071718 34467140 15948162 18518977
24 31 3.954383 52 0.076046 39331105 17836564 21494540
25 31 3.704362 55 0.067352 36730088 16213196 20516891
26 31 3.959323 58 0.068264 39494007 16947668 22546338
27 31 4.069078 61 0.066706 40846256 17227260 23618995
28 31 4.576643 65 0.070410 44161994 17990347 26171646
29 31 4.508861 67 0.067296 44130172 17588075 26542096
30 31 4.591990 69 0.066551 45782996 18029263 27753732
31 31 6.109668 71 0.086052 47100775 18054154 29046620
70.8315
