run: 277 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 02:47:52 2021 | q: 0/31 | q_time: 0.053474s | E: 1 | q_time/E: 0.053474s | shuffle time: 0.000000s
Mon Jan 25 02:47:52 2021 | q: 1/31 | q_time: 0.051601s | E: 1 | q_time/E: 0.051601s | shuffle time: 0.000208s
Mon Jan 25 02:47:52 2021 | q: 2/31 | q_time: 0.113509s | E: 2 | q_time/E: 0.056754s | shuffle time: 0.000234s
Mon Jan 25 02:47:53 2021 | q: 3/31 | q_time: 0.177459s | E: 3 | q_time/E: 0.059153s | shuffle time: 0.000227s
Mon Jan 25 02:47:53 2021 | q: 4/31 | q_time: 0.306166s | E: 5 | q_time/E: 0.061233s | shuffle time: 0.000236s
Mon Jan 25 02:47:53 2021 | q: 5/31 | q_time: 0.377342s | E: 6 | q_time/E: 0.062890s | shuffle time: 0.000243s
Mon Jan 25 02:47:54 2021 | q: 6/31 | q_time: 0.508772s | E: 8 | q_time/E: 0.063597s | shuffle time: 0.000243s
Mon Jan 25 02:47:54 2021 | q: 7/31 | q_time: 0.647636s | E: 10 | q_time/E: 0.064764s | shuffle time: 0.000239s
Mon Jan 25 02:47:55 2021 | q: 8/31 | q_time: 0.786827s | E: 12 | q_time/E: 0.065569s | shuffle time: 0.000244s
Mon Jan 25 02:47:56 2021 | q: 9/31 | q_time: 0.926952s | E: 14 | q_time/E: 0.066211s | shuffle time: 0.000249s
Mon Jan 25 02:47:57 2021 | q: 10/31 | q_time: 1.105632s | E: 16 | q_time/E: 0.069102s | shuffle time: 0.000251s
Mon Jan 25 02:47:58 2021 | q: 11/31 | q_time: 1.228151s | E: 18 | q_time/E: 0.068231s | shuffle time: 0.000248s
Mon Jan 25 02:48:00 2021 | q: 12/31 | q_time: 1.426881s | E: 21 | q_time/E: 0.067947s | shuffle time: 0.000250s
Mon Jan 25 02:48:01 2021 | q: 13/31 | q_time: 1.629447s | E: 23 | q_time/E: 0.070846s | shuffle time: 0.000252s
Mon Jan 25 02:48:03 2021 | q: 14/31 | q_time: 1.844207s | E: 26 | q_time/E: 0.070931s | shuffle time: 0.000249s
Mon Jan 25 02:48:06 2021 | q: 15/31 | q_time: 3.098068s | E: 28 | q_time/E: 0.110645s | shuffle time: 0.000249s
Mon Jan 25 02:48:09 2021 | q: 16/31 | q_time: 2.587969s | E: 31 | q_time/E: 0.083483s | shuffle time: 0.000377s
Mon Jan 25 02:48:11 2021 | q: 17/31 | q_time: 2.284656s | E: 34 | q_time/E: 0.067196s | shuffle time: 0.000249s
Mon Jan 25 02:48:14 2021 | q: 18/31 | q_time: 2.480057s | E: 36 | q_time/E: 0.068890s | shuffle time: 0.000252s
Mon Jan 25 02:48:16 2021 | q: 19/31 | q_time: 2.568274s | E: 38 | q_time/E: 0.067586s | shuffle time: 0.000252s
Mon Jan 25 02:48:19 2021 | q: 20/31 | q_time: 2.795478s | E: 41 | q_time/E: 0.068182s | shuffle time: 0.000254s
Mon Jan 25 02:48:22 2021 | q: 21/31 | q_time: 2.981235s | E: 43 | q_time/E: 0.069331s | shuffle time: 0.000255s
Mon Jan 25 02:48:25 2021 | q: 22/31 | q_time: 3.181804s | E: 46 | q_time/E: 0.069170s | shuffle time: 0.000255s
Mon Jan 25 02:48:29 2021 | q: 23/31 | q_time: 3.508023s | E: 49 | q_time/E: 0.071592s | shuffle time: 0.000254s
Mon Jan 25 02:48:32 2021 | q: 24/31 | q_time: 3.510277s | E: 52 | q_time/E: 0.067505s | shuffle time: 0.000254s
Mon Jan 25 02:48:36 2021 | q: 25/31 | q_time: 3.685491s | E: 55 | q_time/E: 0.067009s | shuffle time: 0.000254s
Mon Jan 25 02:48:42 2021 | q: 26/31 | q_time: 6.245828s | E: 58 | q_time/E: 0.107687s | shuffle time: 0.000254s
Mon Jan 25 02:48:46 2021 | q: 27/31 | q_time: 4.047562s | E: 61 | q_time/E: 0.066353s | shuffle time: 0.000281s
Mon Jan 25 02:48:51 2021 | q: 28/31 | q_time: 4.660607s | E: 65 | q_time/E: 0.071702s | shuffle time: 0.000249s
Mon Jan 25 02:48:56 2021 | q: 29/31 | q_time: 4.593250s | E: 67 | q_time/E: 0.068556s | shuffle time: 0.000248s
Mon Jan 25 02:49:00 2021 | q: 30/31 | q_time: 4.584545s | E: 69 | q_time/E: 0.066443s | shuffle time: 0.000246s
Mon Jan 25 02:49:05 2021 | q: 31/31 | q_time: 5.334669s | E: 71 | q_time/E: 0.075136s | shuffle time: 0.000244s
