run: 672 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 10:50:04 2021 | q: 0/31 | q_time: 0.055679s | E: 1 | q_time/E: 0.055679s | shuffle time: 0.000000s
Mon Jan 25 10:50:04 2021 | q: 1/31 | q_time: 0.051808s | E: 1 | q_time/E: 0.051808s | shuffle time: 0.000207s
Mon Jan 25 10:50:04 2021 | q: 2/31 | q_time: 0.113424s | E: 2 | q_time/E: 0.056712s | shuffle time: 0.000234s
Mon Jan 25 10:50:05 2021 | q: 3/31 | q_time: 0.176860s | E: 3 | q_time/E: 0.058953s | shuffle time: 0.000228s
Mon Jan 25 10:50:05 2021 | q: 4/31 | q_time: 0.306290s | E: 5 | q_time/E: 0.061258s | shuffle time: 0.000236s
Mon Jan 25 10:50:05 2021 | q: 5/31 | q_time: 0.376260s | E: 6 | q_time/E: 0.062710s | shuffle time: 0.000239s
Mon Jan 25 10:50:06 2021 | q: 6/31 | q_time: 0.506830s | E: 8 | q_time/E: 0.063354s | shuffle time: 0.000243s
Mon Jan 25 10:50:06 2021 | q: 7/31 | q_time: 0.645873s | E: 10 | q_time/E: 0.064587s | shuffle time: 0.000239s
Mon Jan 25 10:50:07 2021 | q: 8/31 | q_time: 0.788396s | E: 12 | q_time/E: 0.065700s | shuffle time: 0.000245s
Mon Jan 25 10:50:08 2021 | q: 9/31 | q_time: 0.936788s | E: 14 | q_time/E: 0.066913s | shuffle time: 0.000245s
Mon Jan 25 10:50:10 2021 | q: 10/31 | q_time: 1.923237s | E: 16 | q_time/E: 0.120202s | shuffle time: 0.000248s
Mon Jan 25 10:50:15 2021 | q: 11/31 | q_time: 4.884460s | E: 18 | q_time/E: 0.271359s | shuffle time: 0.001678s
Mon Jan 25 10:50:17 2021 | q: 12/31 | q_time: 2.073302s | E: 21 | q_time/E: 0.098729s | shuffle time: 0.000593s
Mon Jan 25 10:50:19 2021 | q: 13/31 | q_time: 1.548582s | E: 23 | q_time/E: 0.067330s | shuffle time: 0.000288s
Mon Jan 25 10:50:20 2021 | q: 14/31 | q_time: 1.765414s | E: 26 | q_time/E: 0.067901s | shuffle time: 0.000248s
Mon Jan 25 10:50:22 2021 | q: 15/31 | q_time: 1.871805s | E: 28 | q_time/E: 0.066850s | shuffle time: 0.000249s
Mon Jan 25 10:50:25 2021 | q: 16/31 | q_time: 2.572941s | E: 31 | q_time/E: 0.082998s | shuffle time: 0.000245s
Mon Jan 25 10:50:27 2021 | q: 17/31 | q_time: 2.367701s | E: 34 | q_time/E: 0.069638s | shuffle time: 0.000293s
Mon Jan 25 10:50:30 2021 | q: 18/31 | q_time: 2.602589s | E: 36 | q_time/E: 0.072294s | shuffle time: 0.000249s
Mon Jan 25 10:50:32 2021 | q: 19/31 | q_time: 2.600353s | E: 38 | q_time/E: 0.068430s | shuffle time: 0.000250s
Mon Jan 25 10:50:35 2021 | q: 20/31 | q_time: 2.763942s | E: 41 | q_time/E: 0.067413s | shuffle time: 0.000249s
Mon Jan 25 10:50:38 2021 | q: 21/31 | q_time: 2.947959s | E: 43 | q_time/E: 0.068557s | shuffle time: 0.000252s
Mon Jan 25 10:50:41 2021 | q: 22/31 | q_time: 3.203473s | E: 46 | q_time/E: 0.069641s | shuffle time: 0.000252s
Mon Jan 25 10:50:45 2021 | q: 23/31 | q_time: 3.667984s | E: 49 | q_time/E: 0.074857s | shuffle time: 0.000253s
Mon Jan 25 10:50:49 2021 | q: 24/31 | q_time: 3.956868s | E: 52 | q_time/E: 0.076094s | shuffle time: 0.000355s
Mon Jan 25 10:50:52 2021 | q: 25/31 | q_time: 3.578554s | E: 55 | q_time/E: 0.065065s | shuffle time: 0.000251s
Mon Jan 25 10:50:56 2021 | q: 26/31 | q_time: 3.895687s | E: 58 | q_time/E: 0.067167s | shuffle time: 0.000251s
Mon Jan 25 10:51:00 2021 | q: 27/31 | q_time: 3.999894s | E: 61 | q_time/E: 0.065572s | shuffle time: 0.000248s
Mon Jan 25 10:51:05 2021 | q: 28/31 | q_time: 4.506292s | E: 65 | q_time/E: 0.069328s | shuffle time: 0.000247s
Mon Jan 25 10:51:10 2021 | q: 29/31 | q_time: 4.774361s | E: 67 | q_time/E: 0.071259s | shuffle time: 0.000247s
Mon Jan 25 10:51:14 2021 | q: 30/31 | q_time: 4.734229s | E: 69 | q_time/E: 0.068612s | shuffle time: 0.000245s
Mon Jan 25 10:51:19 2021 | q: 31/31 | q_time: 4.729462s | E: 71 | q_time/E: 0.066612s | shuffle time: 0.000243s
