run: 784 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 13:10:48 2021 | q: 0/31 | q_time: 0.055676s | E: 1 | q_time/E: 0.055676s | shuffle time: 0.000000s
Mon Jan 25 13:10:49 2021 | q: 1/31 | q_time: 0.051473s | E: 1 | q_time/E: 0.051473s | shuffle time: 0.000206s
Mon Jan 25 13:10:49 2021 | q: 2/31 | q_time: 0.113297s | E: 2 | q_time/E: 0.056648s | shuffle time: 0.000233s
Mon Jan 25 13:10:49 2021 | q: 3/31 | q_time: 0.176892s | E: 3 | q_time/E: 0.058964s | shuffle time: 0.000226s
Mon Jan 25 13:10:49 2021 | q: 4/31 | q_time: 0.306214s | E: 5 | q_time/E: 0.061243s | shuffle time: 0.000237s
Mon Jan 25 13:10:50 2021 | q: 5/31 | q_time: 0.375531s | E: 6 | q_time/E: 0.062589s | shuffle time: 0.000240s
Mon Jan 25 13:10:50 2021 | q: 6/31 | q_time: 0.508639s | E: 8 | q_time/E: 0.063580s | shuffle time: 0.000240s
Mon Jan 25 13:10:51 2021 | q: 7/31 | q_time: 0.656711s | E: 10 | q_time/E: 0.065671s | shuffle time: 0.000238s
Mon Jan 25 13:10:51 2021 | q: 8/31 | q_time: 0.809618s | E: 12 | q_time/E: 0.067468s | shuffle time: 0.000243s
Mon Jan 25 13:10:52 2021 | q: 9/31 | q_time: 0.939987s | E: 14 | q_time/E: 0.067142s | shuffle time: 0.000245s
Mon Jan 25 13:10:53 2021 | q: 10/31 | q_time: 1.075627s | E: 16 | q_time/E: 0.067227s | shuffle time: 0.000248s
Mon Jan 25 13:10:55 2021 | q: 11/31 | q_time: 1.212741s | E: 18 | q_time/E: 0.067374s | shuffle time: 0.000248s
Mon Jan 25 13:10:56 2021 | q: 12/31 | q_time: 1.410904s | E: 21 | q_time/E: 0.067186s | shuffle time: 0.000253s
Mon Jan 25 13:10:58 2021 | q: 13/31 | q_time: 1.613725s | E: 23 | q_time/E: 0.070162s | shuffle time: 0.000251s
Mon Jan 25 13:10:59 2021 | q: 14/31 | q_time: 1.754584s | E: 26 | q_time/E: 0.067484s | shuffle time: 0.000249s
Mon Jan 25 13:11:01 2021 | q: 15/31 | q_time: 1.948265s | E: 28 | q_time/E: 0.069581s | shuffle time: 0.000246s
Mon Jan 25 13:11:03 2021 | q: 16/31 | q_time: 2.047255s | E: 31 | q_time/E: 0.066040s | shuffle time: 0.000247s
Mon Jan 25 13:11:06 2021 | q: 17/31 | q_time: 2.514481s | E: 34 | q_time/E: 0.073955s | shuffle time: 0.000248s
Mon Jan 25 13:11:09 2021 | q: 18/31 | q_time: 2.516563s | E: 36 | q_time/E: 0.069905s | shuffle time: 0.000247s
Mon Jan 25 13:11:11 2021 | q: 19/31 | q_time: 2.622734s | E: 38 | q_time/E: 0.069019s | shuffle time: 0.000250s
Mon Jan 25 13:11:14 2021 | q: 20/31 | q_time: 2.724736s | E: 41 | q_time/E: 0.066457s | shuffle time: 0.000252s
Mon Jan 25 13:11:17 2021 | q: 21/31 | q_time: 3.047483s | E: 43 | q_time/E: 0.070872s | shuffle time: 0.000252s
Mon Jan 25 13:11:20 2021 | q: 22/31 | q_time: 3.151118s | E: 46 | q_time/E: 0.068503s | shuffle time: 0.000253s
Mon Jan 25 13:11:23 2021 | q: 23/31 | q_time: 3.301611s | E: 49 | q_time/E: 0.067380s | shuffle time: 0.000259s
Mon Jan 25 13:11:27 2021 | q: 24/31 | q_time: 3.583446s | E: 52 | q_time/E: 0.068912s | shuffle time: 0.000254s
Mon Jan 25 13:11:31 2021 | q: 25/31 | q_time: 3.796402s | E: 55 | q_time/E: 0.069025s | shuffle time: 0.000252s
Mon Jan 25 13:11:35 2021 | q: 26/31 | q_time: 4.006541s | E: 58 | q_time/E: 0.069078s | shuffle time: 0.000250s
Mon Jan 25 13:11:39 2021 | q: 27/31 | q_time: 4.108335s | E: 61 | q_time/E: 0.067350s | shuffle time: 0.000251s
Mon Jan 25 13:11:44 2021 | q: 28/31 | q_time: 4.753869s | E: 65 | q_time/E: 0.073136s | shuffle time: 0.000248s
Mon Jan 25 13:11:48 2021 | q: 29/31 | q_time: 4.542097s | E: 67 | q_time/E: 0.067792s | shuffle time: 0.000246s
Mon Jan 25 13:11:53 2021 | q: 30/31 | q_time: 4.784245s | E: 69 | q_time/E: 0.069337s | shuffle time: 0.000246s
Mon Jan 25 13:11:58 2021 | q: 31/31 | q_time: 4.733451s | E: 71 | q_time/E: 0.066668s | shuffle time: 0.000244s
