run: 389 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 05:04:34 2021 | q: 0/31 | q_time: 0.055642s | E: 1 | q_time/E: 0.055642s | shuffle time: 0.000000s
Mon Jan 25 05:04:34 2021 | q: 1/31 | q_time: 0.051391s | E: 1 | q_time/E: 0.051391s | shuffle time: 0.000208s
Mon Jan 25 05:04:34 2021 | q: 2/31 | q_time: 0.113154s | E: 2 | q_time/E: 0.056577s | shuffle time: 0.000233s
Mon Jan 25 05:04:34 2021 | q: 3/31 | q_time: 0.176833s | E: 3 | q_time/E: 0.058944s | shuffle time: 0.000224s
Mon Jan 25 05:04:35 2021 | q: 4/31 | q_time: 0.305313s | E: 5 | q_time/E: 0.061063s | shuffle time: 0.000237s
Mon Jan 25 05:04:35 2021 | q: 5/31 | q_time: 0.377903s | E: 6 | q_time/E: 0.062984s | shuffle time: 0.000242s
Mon Jan 25 05:04:36 2021 | q: 6/31 | q_time: 0.508425s | E: 8 | q_time/E: 0.063553s | shuffle time: 0.000239s
Mon Jan 25 05:04:36 2021 | q: 7/31 | q_time: 0.643510s | E: 10 | q_time/E: 0.064351s | shuffle time: 0.000237s
Mon Jan 25 05:04:37 2021 | q: 8/31 | q_time: 0.865299s | E: 12 | q_time/E: 0.072108s | shuffle time: 0.000241s
Mon Jan 25 05:04:38 2021 | q: 9/31 | q_time: 0.931879s | E: 14 | q_time/E: 0.066563s | shuffle time: 0.000245s
Mon Jan 25 05:04:39 2021 | q: 10/31 | q_time: 1.076138s | E: 16 | q_time/E: 0.067259s | shuffle time: 0.000245s
Mon Jan 25 05:04:40 2021 | q: 11/31 | q_time: 1.216487s | E: 18 | q_time/E: 0.067583s | shuffle time: 0.000246s
Mon Jan 25 05:04:42 2021 | q: 12/31 | q_time: 1.398556s | E: 21 | q_time/E: 0.066598s | shuffle time: 0.000249s
Mon Jan 25 05:04:43 2021 | q: 13/31 | q_time: 1.502641s | E: 23 | q_time/E: 0.065332s | shuffle time: 0.000248s
Mon Jan 25 05:04:45 2021 | q: 14/31 | q_time: 1.691242s | E: 26 | q_time/E: 0.065048s | shuffle time: 0.000248s
Mon Jan 25 05:04:47 2021 | q: 15/31 | q_time: 1.824274s | E: 28 | q_time/E: 0.065153s | shuffle time: 0.000246s
Mon Jan 25 05:04:49 2021 | q: 16/31 | q_time: 2.040669s | E: 31 | q_time/E: 0.065828s | shuffle time: 0.000244s
Mon Jan 25 05:04:51 2021 | q: 17/31 | q_time: 2.252945s | E: 34 | q_time/E: 0.066263s | shuffle time: 0.000246s
Mon Jan 25 05:04:53 2021 | q: 18/31 | q_time: 2.392110s | E: 36 | q_time/E: 0.066447s | shuffle time: 0.000250s
Mon Jan 25 05:04:56 2021 | q: 19/31 | q_time: 2.685711s | E: 38 | q_time/E: 0.070677s | shuffle time: 0.000249s
Mon Jan 25 05:04:59 2021 | q: 20/31 | q_time: 2.912865s | E: 41 | q_time/E: 0.071045s | shuffle time: 0.000251s
Mon Jan 25 05:05:02 2021 | q: 21/31 | q_time: 2.984592s | E: 43 | q_time/E: 0.069409s | shuffle time: 0.000250s
Mon Jan 25 05:05:05 2021 | q: 22/31 | q_time: 3.261221s | E: 46 | q_time/E: 0.070896s | shuffle time: 0.000254s
Mon Jan 25 05:05:09 2021 | q: 23/31 | q_time: 3.558854s | E: 49 | q_time/E: 0.072630s | shuffle time: 0.000252s
Mon Jan 25 05:05:12 2021 | q: 24/31 | q_time: 3.710184s | E: 52 | q_time/E: 0.071350s | shuffle time: 0.000251s
Mon Jan 25 05:05:16 2021 | q: 25/31 | q_time: 3.607508s | E: 55 | q_time/E: 0.065591s | shuffle time: 0.000252s
Mon Jan 25 05:05:20 2021 | q: 26/31 | q_time: 3.921647s | E: 58 | q_time/E: 0.067615s | shuffle time: 0.000250s
Mon Jan 25 05:05:24 2021 | q: 27/31 | q_time: 4.125109s | E: 61 | q_time/E: 0.067625s | shuffle time: 0.000249s
Mon Jan 25 05:05:29 2021 | q: 28/31 | q_time: 4.820507s | E: 65 | q_time/E: 0.074162s | shuffle time: 0.000247s
Mon Jan 25 05:05:33 2021 | q: 29/31 | q_time: 4.429975s | E: 67 | q_time/E: 0.066119s | shuffle time: 0.000249s
Mon Jan 25 05:05:38 2021 | q: 30/31 | q_time: 4.536386s | E: 69 | q_time/E: 0.065745s | shuffle time: 0.000245s
Mon Jan 25 05:05:43 2021 | q: 31/31 | q_time: 4.830125s | E: 71 | q_time/E: 0.068030s | shuffle time: 0.000244s
