q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.054217 1 0.054217 639938 639937 0
1 31 0.052031 1 0.052031 639938 639937 0
2 31 0.113021 2 0.056510 1280546 928102 352443
3 31 0.176365 3 0.058788 1920443 1345713 574729
4 31 0.304382 5 0.060876 3215502 1957395 1258106
5 31 0.375505 6 0.062584 3846495 2495701 1350793
6 31 0.519838 8 0.064980 5285139 3216954 2068184
7 31 0.658774 10 0.065877 6557475 3845282 2712192
8 31 0.861770 12 0.071814 8593397 4950378 3643018
9 31 0.962180 14 0.068727 9423650 5335732 4087917
10 31 1.063182 16 0.066449 10283964 5715349 4568614
11 31 1.215684 18 0.067538 11696697 6465358 5231338
12 31 1.386194 21 0.066009 13821874 7275173 6546700
13 31 1.517465 23 0.065977 15045578 7965205 7080372
14 31 1.726435 26 0.066401 17126245 8781267 8344977
15 31 2.929621 28 0.104629 18705996 9652340 9053655
16 31 13.478942 31 0.434805 19989042 9964544 10024497
17 31 4.609312 34 0.135568 23084315 11385872 11698442
18 31 2.583394 36 0.071761 23324070 11449699 11874370
19 31 2.752868 38 0.072444 27046370 13408980 13637389
20 31 2.870101 41 0.070002 28102800 13580480 14522319
21 31 2.962316 43 0.068891 28657871 13823814 14834056
22 31 3.212570 46 0.069838 31234966 14711712 16523253
23 31 3.509337 49 0.071619 34415850 15872786 18543063
24 31 3.435192 52 0.066061 33808017 15207548 18600468
25 31 3.723685 55 0.067703 36987812 16276830 20710981
26 31 3.933983 58 0.067827 39251109 16959490 22291618
27 31 4.139171 61 0.067855 41629866 17535672 24094193
28 31 8.410526 65 0.129393 43003898 17345107 25658790
29 31 4.501386 67 0.067185 44135928 17559635 26576292
30 31 4.660839 69 0.067548 46309022 18276833 28032188
31 31 4.755442 71 0.066978 47716974 18440277 29276696
87.456
