run: 808 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 13:40:24 2021 | q: 0/31 | q_time: 0.054184s | E: 1 | q_time/E: 0.054184s | shuffle time: 0.000000s
Mon Jan 25 13:40:24 2021 | q: 1/31 | q_time: 0.051412s | E: 1 | q_time/E: 0.051412s | shuffle time: 0.000206s
Mon Jan 25 13:40:24 2021 | q: 2/31 | q_time: 0.113197s | E: 2 | q_time/E: 0.056598s | shuffle time: 0.000233s
Mon Jan 25 13:40:25 2021 | q: 3/31 | q_time: 0.177176s | E: 3 | q_time/E: 0.059059s | shuffle time: 0.000227s
Mon Jan 25 13:40:25 2021 | q: 4/31 | q_time: 0.305654s | E: 5 | q_time/E: 0.061131s | shuffle time: 0.000236s
Mon Jan 25 13:40:25 2021 | q: 5/31 | q_time: 0.375525s | E: 6 | q_time/E: 0.062588s | shuffle time: 0.000242s
Mon Jan 25 13:40:26 2021 | q: 6/31 | q_time: 0.511625s | E: 8 | q_time/E: 0.063953s | shuffle time: 0.000242s
Mon Jan 25 13:40:26 2021 | q: 7/31 | q_time: 0.656033s | E: 10 | q_time/E: 0.065603s | shuffle time: 0.000239s
Mon Jan 25 13:40:27 2021 | q: 8/31 | q_time: 0.802238s | E: 12 | q_time/E: 0.066853s | shuffle time: 0.000243s
Mon Jan 25 13:40:28 2021 | q: 9/31 | q_time: 0.934279s | E: 14 | q_time/E: 0.066734s | shuffle time: 0.000244s
Mon Jan 25 13:40:29 2021 | q: 10/31 | q_time: 1.106443s | E: 16 | q_time/E: 0.069153s | shuffle time: 0.000247s
Mon Jan 25 13:40:30 2021 | q: 11/31 | q_time: 1.207700s | E: 18 | q_time/E: 0.067094s | shuffle time: 0.000247s
Mon Jan 25 13:40:32 2021 | q: 12/31 | q_time: 1.376991s | E: 21 | q_time/E: 0.065571s | shuffle time: 0.000248s
Mon Jan 25 13:40:33 2021 | q: 13/31 | q_time: 1.551262s | E: 23 | q_time/E: 0.067446s | shuffle time: 0.000250s
Mon Jan 25 13:40:35 2021 | q: 14/31 | q_time: 1.749941s | E: 26 | q_time/E: 0.067305s | shuffle time: 0.000247s
Mon Jan 25 13:40:37 2021 | q: 15/31 | q_time: 1.862155s | E: 28 | q_time/E: 0.066506s | shuffle time: 0.000245s
Mon Jan 25 13:40:39 2021 | q: 16/31 | q_time: 2.047394s | E: 31 | q_time/E: 0.066045s | shuffle time: 0.000247s
Mon Jan 25 13:40:41 2021 | q: 17/31 | q_time: 2.344855s | E: 34 | q_time/E: 0.068966s | shuffle time: 0.000246s
Mon Jan 25 13:40:44 2021 | q: 18/31 | q_time: 2.424978s | E: 36 | q_time/E: 0.067360s | shuffle time: 0.000249s
Mon Jan 25 13:40:46 2021 | q: 19/31 | q_time: 2.575081s | E: 38 | q_time/E: 0.067765s | shuffle time: 0.000250s
Mon Jan 25 13:40:49 2021 | q: 20/31 | q_time: 2.724683s | E: 41 | q_time/E: 0.066456s | shuffle time: 0.000256s
Mon Jan 25 13:40:52 2021 | q: 21/31 | q_time: 2.967245s | E: 43 | q_time/E: 0.069006s | shuffle time: 0.000254s
Mon Jan 25 13:40:55 2021 | q: 22/31 | q_time: 3.231671s | E: 46 | q_time/E: 0.070254s | shuffle time: 0.000256s
Mon Jan 25 13:40:59 2021 | q: 23/31 | q_time: 3.455213s | E: 49 | q_time/E: 0.070515s | shuffle time: 0.000253s
Mon Jan 25 13:41:02 2021 | q: 24/31 | q_time: 3.550273s | E: 52 | q_time/E: 0.068274s | shuffle time: 0.000253s
Mon Jan 25 13:41:06 2021 | q: 25/31 | q_time: 3.617046s | E: 55 | q_time/E: 0.065764s | shuffle time: 0.000252s
Mon Jan 25 13:41:10 2021 | q: 26/31 | q_time: 4.018963s | E: 58 | q_time/E: 0.069292s | shuffle time: 0.000252s
Mon Jan 25 13:41:14 2021 | q: 27/31 | q_time: 4.044972s | E: 61 | q_time/E: 0.066311s | shuffle time: 0.000250s
Mon Jan 25 13:41:19 2021 | q: 28/31 | q_time: 4.790694s | E: 65 | q_time/E: 0.073703s | shuffle time: 0.000250s
Mon Jan 25 13:41:24 2021 | q: 29/31 | q_time: 4.678541s | E: 67 | q_time/E: 0.069829s | shuffle time: 0.000247s
Mon Jan 25 13:41:28 2021 | q: 30/31 | q_time: 4.743515s | E: 69 | q_time/E: 0.068747s | shuffle time: 0.000247s
Mon Jan 25 13:41:33 2021 | q: 31/31 | q_time: 4.858501s | E: 71 | q_time/E: 0.068430s | shuffle time: 0.000245s
