q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.054041 1 0.054041 639938 639937 0
1 31 0.053790 1 0.053790 639938 639937 0
2 31 0.114039 2 0.057020 1280359 930353 350005
3 31 0.178328 3 0.059443 1921122 1344033 577088
4 31 0.307779 5 0.061556 3217334 1958046 1259287
5 31 0.381723 6 0.063620 3887229 2534724 1352504
6 31 0.515982 8 0.064498 5195379 3158284 2037094
7 31 0.649883 10 0.064988 6414322 3743282 2671039
8 31 0.876789 12 0.073066 8640392 4983952 3656439
9 31 0.957207 14 0.068372 9271795 5244586 4027208
10 31 1.089520 16 0.068095 10395730 5810092 4585637
11 31 1.221960 18 0.067887 11633090 6453357 5179732
12 31 1.421047 21 0.067669 13995351 7413589 6581761
13 31 1.536654 23 0.066811 15057035 7985801 7071233
14 31 1.730114 26 0.066543 16985790 8705591 8280198
15 31 1.952392 28 0.069728 19222251 9874078 9348172
16 31 2.176748 31 0.070218 21574518 10873997 10700520
17 31 2.310276 34 0.067949 22634365 11150336 11484028
18 31 2.512784 36 0.069800 24423625 12089813 12333811
19 31 2.609223 38 0.068664 25172503 12348484 12824018
20 31 2.784796 41 0.067922 26833169 12876963 13956205
21 31 2.899073 43 0.067420 27773217 13317204 14456012
22 31 3.172519 46 0.068968 30594711 14368078 16226632
23 31 3.344645 49 0.068258 32281777 14889196 17392580
24 31 5.825024 52 0.112020 34963504 15784838 19178665
25 31 3.938814 55 0.071615 38324038 16972563 21351474
26 31 3.895717 58 0.067168 38356928 16510573 21846354
27 31 4.097641 61 0.067174 40788030 17226434 23561595
28 31 4.770565 65 0.073393 45723681 18529352 27194328
29 31 4.637933 67 0.069223 44941852 17952355 26989496
30 31 4.656051 69 0.067479 45821018 17862155 27958862
31 31 4.804407 71 0.067668 47708673 18307633 29401039
71.4777
