q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.053753 1 0.053753 639938 639937 0
1 31 0.052574 1 0.052574 639938 639937 0
2 31 0.113945 2 0.056972 1280164 928248 351915
3 31 0.178072 3 0.059357 1920557 1345777 574779
4 31 0.312346 5 0.062469 3251293 1996377 1254915
5 31 0.380049 6 0.063341 3867997 2517589 1350407
6 31 0.511785 8 0.063973 5137840 3110237 2027602
7 31 0.663874 10 0.066387 6561579 3834592 2726986
8 31 0.790969 12 0.065914 7723396 4401531 3321864
9 31 0.947012 14 0.067644 9189069 5194164 3994904
10 31 1.079741 16 0.067484 10347617 5758758 4588858
11 31 1.226258 18 0.068125 11706578 6486278 5220299
12 31 1.372252 21 0.065345 13533775 7114348 6419426
13 31 1.528110 23 0.066440 14998937 7939838 7059098
14 31 1.740398 26 0.066938 17153832 8803815 8350016
15 31 1.859124 28 0.066397 18232574 9364969 8867604
16 31 2.105963 31 0.067934 20792654 10403210 10389443
17 31 2.418801 34 0.071141 23858241 11800469 12057771
18 31 2.431616 36 0.067545 23571894 11578623 11993270
19 31 2.621466 38 0.068986 25350743 12510561 12840181
20 31 2.760162 41 0.067321 26543338 12760573 13782764
21 31 2.956380 43 0.068753 28292379 13592976 14699402
22 31 3.132510 46 0.068098 30018618 14147803 15870814
23 31 3.417024 49 0.069735 33122797 15274883 17847913
24 31 4.057360 52 0.078026 40117855 18215291 21902563
25 31 3.798639 55 0.069066 37409250 16454211 20955038
26 31 3.858144 58 0.066520 38024763 16341555 21683207
27 31 4.128854 61 0.067686 41103255 17322071 23781183
28 31 4.747603 65 0.073040 45525442 18409234 27116207
29 31 4.570253 67 0.068213 44338112 17668882 26669229
30 31 4.531957 69 0.065681 44616120 17480188 27135931
31 31 4.785401 71 0.067400 47792065 18413182 29378882
69.1326
