q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.053667 1 0.053667 639938 639937 0
1 31 0.052045 1 0.052045 639938 639937 0
2 31 0.113979 2 0.056989 1281134 931884 349249
3 31 0.177316 3 0.059105 1923832 1350402 573429
4 31 0.311946 5 0.062389 3299137 2028652 1270484
5 31 0.377743 6 0.062957 3846793 2497128 1349664
6 31 0.512149 8 0.064019 5146756 3103688 2043067
7 31 0.666201 10 0.066620 6636657 3905054 2731602
8 31 0.867906 12 0.072326 8627996 4981830 3646165
9 31 0.940636 14 0.067188 9148015 5148651 3999363
10 31 1.096077 16 0.068505 10521203 5851682 4669520
11 31 1.225944 18 0.068108 11711491 6490840 5220650
12 31 1.399199 21 0.066629 13905259 7346535 6558723
13 31 1.556318 23 0.067666 15449726 8218358 7231367
14 31 1.716090 26 0.066003 16978620 8686077 8292542
15 31 1.852566 28 0.066163 18317852 9396186 8921665
16 31 2.130366 31 0.068721 21230011 10646099 10583911
17 31 2.264426 34 0.066601 22345763 10967914 11377848
18 31 2.495636 36 0.069323 24475033 12108199 12366833
19 31 2.697481 38 0.070986 26304877 12970583 13334293
20 31 2.775249 41 0.067689 27059523 13065940 13993582
21 31 3.049254 43 0.070913 29682231 14366516 15315714
22 31 3.175579 46 0.069034 30770283 14522173 16248109
23 31 3.372695 49 0.068831 33127002 15272155 17854846
24 31 3.522640 52 0.067743 34670675 15660673 19010001
25 31 3.663377 55 0.066607 36157871 15952616 20205254
26 31 3.831787 58 0.066065 38000936 16335939 21664996
27 31 4.037073 61 0.066182 40490932 17045407 23445524
28 31 4.687714 65 0.072119 45323228 18396139 26927088
29 31 4.634025 67 0.069165 45320835 18206547 27114287
30 31 4.634805 69 0.067171 45890371 18073199 27817171
31 31 4.639870 71 0.065350 46573908 17872294 28701613
68.532
