run: 604 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 09:27:44 2021 | q: 0/31 | q_time: 0.054118s | E: 1 | q_time/E: 0.054118s | shuffle time: 0.000000s
Mon Jan 25 09:27:44 2021 | q: 1/31 | q_time: 0.052186s | E: 1 | q_time/E: 0.052186s | shuffle time: 0.000207s
Mon Jan 25 09:27:45 2021 | q: 2/31 | q_time: 0.113431s | E: 2 | q_time/E: 0.056715s | shuffle time: 0.000234s
Mon Jan 25 09:27:45 2021 | q: 3/31 | q_time: 0.176988s | E: 3 | q_time/E: 0.058996s | shuffle time: 0.000227s
Mon Jan 25 09:27:45 2021 | q: 4/31 | q_time: 0.306222s | E: 5 | q_time/E: 0.061244s | shuffle time: 0.000236s
Mon Jan 25 09:27:45 2021 | q: 5/31 | q_time: 0.375672s | E: 6 | q_time/E: 0.062612s | shuffle time: 0.000241s
Mon Jan 25 09:27:46 2021 | q: 6/31 | q_time: 0.513110s | E: 8 | q_time/E: 0.064139s | shuffle time: 0.000243s
Mon Jan 25 09:27:47 2021 | q: 7/31 | q_time: 0.647746s | E: 10 | q_time/E: 0.064775s | shuffle time: 0.000238s
Mon Jan 25 09:27:47 2021 | q: 8/31 | q_time: 0.856172s | E: 12 | q_time/E: 0.071348s | shuffle time: 0.000244s
Mon Jan 25 09:27:48 2021 | q: 9/31 | q_time: 0.943421s | E: 14 | q_time/E: 0.067387s | shuffle time: 0.000247s
Mon Jan 25 09:27:49 2021 | q: 10/31 | q_time: 1.071613s | E: 16 | q_time/E: 0.066976s | shuffle time: 0.000248s
Mon Jan 25 09:27:51 2021 | q: 11/31 | q_time: 1.222570s | E: 18 | q_time/E: 0.067921s | shuffle time: 0.000247s
Mon Jan 25 09:27:52 2021 | q: 12/31 | q_time: 1.435160s | E: 21 | q_time/E: 0.068341s | shuffle time: 0.000250s
Mon Jan 25 09:27:54 2021 | q: 13/31 | q_time: 1.505780s | E: 23 | q_time/E: 0.065469s | shuffle time: 0.000252s
Mon Jan 25 09:27:55 2021 | q: 14/31 | q_time: 1.766303s | E: 26 | q_time/E: 0.067935s | shuffle time: 0.000250s
Mon Jan 25 09:27:57 2021 | q: 15/31 | q_time: 1.924700s | E: 28 | q_time/E: 0.068739s | shuffle time: 0.000248s
Mon Jan 25 09:27:59 2021 | q: 16/31 | q_time: 2.034540s | E: 31 | q_time/E: 0.065630s | shuffle time: 0.000247s
Mon Jan 25 09:28:02 2021 | q: 17/31 | q_time: 2.361168s | E: 34 | q_time/E: 0.069446s | shuffle time: 0.000248s
Mon Jan 25 09:28:04 2021 | q: 18/31 | q_time: 2.495133s | E: 36 | q_time/E: 0.069309s | shuffle time: 0.000250s
Mon Jan 25 09:28:07 2021 | q: 19/31 | q_time: 2.553569s | E: 38 | q_time/E: 0.067199s | shuffle time: 0.000250s
Mon Jan 25 09:28:10 2021 | q: 20/31 | q_time: 2.840448s | E: 41 | q_time/E: 0.069279s | shuffle time: 0.000251s
Mon Jan 25 09:28:12 2021 | q: 21/31 | q_time: 2.967147s | E: 43 | q_time/E: 0.069003s | shuffle time: 0.000252s
Mon Jan 25 09:28:16 2021 | q: 22/31 | q_time: 3.157053s | E: 46 | q_time/E: 0.068632s | shuffle time: 0.000254s
Mon Jan 25 09:28:19 2021 | q: 23/31 | q_time: 3.344078s | E: 49 | q_time/E: 0.068246s | shuffle time: 0.000253s
Mon Jan 25 09:28:23 2021 | q: 24/31 | q_time: 3.756062s | E: 52 | q_time/E: 0.072232s | shuffle time: 0.000253s
Mon Jan 25 09:28:26 2021 | q: 25/31 | q_time: 3.681492s | E: 55 | q_time/E: 0.066936s | shuffle time: 0.000252s
Mon Jan 25 09:28:31 2021 | q: 26/31 | q_time: 4.198360s | E: 58 | q_time/E: 0.072386s | shuffle time: 0.000251s
Mon Jan 25 09:28:35 2021 | q: 27/31 | q_time: 4.203730s | E: 61 | q_time/E: 0.068914s | shuffle time: 0.000249s
Mon Jan 25 09:28:39 2021 | q: 28/31 | q_time: 4.509671s | E: 65 | q_time/E: 0.069380s | shuffle time: 0.000248s
Mon Jan 25 09:28:44 2021 | q: 29/31 | q_time: 4.841902s | E: 67 | q_time/E: 0.072267s | shuffle time: 0.000247s
Mon Jan 25 09:28:49 2021 | q: 30/31 | q_time: 4.649787s | E: 69 | q_time/E: 0.067388s | shuffle time: 0.000246s
Mon Jan 25 09:28:54 2021 | q: 31/31 | q_time: 4.792508s | E: 71 | q_time/E: 0.067500s | shuffle time: 0.000246s
