run: 417 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 05:38:04 2021 | q: 0/31 | q_time: 0.322841s | E: 1 | q_time/E: 0.322841s | shuffle time: 0.000000s
Mon Jan 25 05:38:04 2021 | q: 1/31 | q_time: 0.326375s | E: 1 | q_time/E: 0.326375s | shuffle time: 0.001249s
Mon Jan 25 05:38:05 2021 | q: 2/31 | q_time: 0.645596s | E: 2 | q_time/E: 0.322798s | shuffle time: 0.001366s
Mon Jan 25 05:38:06 2021 | q: 3/31 | q_time: 0.912844s | E: 3 | q_time/E: 0.304281s | shuffle time: 0.001209s
Mon Jan 25 05:38:07 2021 | q: 4/31 | q_time: 1.269280s | E: 5 | q_time/E: 0.253856s | shuffle time: 0.001121s
Mon Jan 25 05:38:09 2021 | q: 5/31 | q_time: 1.276905s | E: 6 | q_time/E: 0.212817s | shuffle time: 0.000903s
Mon Jan 25 05:38:10 2021 | q: 6/31 | q_time: 1.265292s | E: 8 | q_time/E: 0.158161s | shuffle time: 0.000676s
Mon Jan 25 05:38:11 2021 | q: 7/31 | q_time: 1.312718s | E: 10 | q_time/E: 0.131272s | shuffle time: 0.000523s
Mon Jan 25 05:38:12 2021 | q: 8/31 | q_time: 1.340003s | E: 12 | q_time/E: 0.111667s | shuffle time: 0.000408s
Mon Jan 25 05:38:14 2021 | q: 9/31 | q_time: 1.146833s | E: 14 | q_time/E: 0.081917s | shuffle time: 0.000338s
Mon Jan 25 05:38:15 2021 | q: 10/31 | q_time: 1.146376s | E: 16 | q_time/E: 0.071648s | shuffle time: 0.000282s
Mon Jan 25 05:38:16 2021 | q: 11/31 | q_time: 1.210067s | E: 18 | q_time/E: 0.067226s | shuffle time: 0.000250s
Mon Jan 25 05:38:17 2021 | q: 12/31 | q_time: 1.432212s | E: 21 | q_time/E: 0.068201s | shuffle time: 0.000251s
Mon Jan 25 05:38:19 2021 | q: 13/31 | q_time: 1.514882s | E: 23 | q_time/E: 0.065864s | shuffle time: 0.000251s
Mon Jan 25 05:38:21 2021 | q: 14/31 | q_time: 1.774889s | E: 26 | q_time/E: 0.068265s | shuffle time: 0.000249s
Mon Jan 25 05:38:23 2021 | q: 15/31 | q_time: 1.883689s | E: 28 | q_time/E: 0.067275s | shuffle time: 0.000248s
Mon Jan 25 05:38:25 2021 | q: 16/31 | q_time: 2.163963s | E: 31 | q_time/E: 0.069805s | shuffle time: 0.000250s
Mon Jan 25 05:38:27 2021 | q: 17/31 | q_time: 2.485277s | E: 34 | q_time/E: 0.073096s | shuffle time: 0.000250s
Mon Jan 25 05:38:30 2021 | q: 18/31 | q_time: 2.382535s | E: 36 | q_time/E: 0.066182s | shuffle time: 0.000250s
Mon Jan 25 05:38:32 2021 | q: 19/31 | q_time: 2.576333s | E: 38 | q_time/E: 0.067798s | shuffle time: 0.000251s
Mon Jan 25 05:38:35 2021 | q: 20/31 | q_time: 2.739873s | E: 41 | q_time/E: 0.066826s | shuffle time: 0.000252s
Mon Jan 25 05:38:38 2021 | q: 21/31 | q_time: 2.869196s | E: 43 | q_time/E: 0.066725s | shuffle time: 0.000251s
Mon Jan 25 05:38:41 2021 | q: 22/31 | q_time: 3.085447s | E: 46 | q_time/E: 0.067075s | shuffle time: 0.000253s
Mon Jan 25 05:38:44 2021 | q: 23/31 | q_time: 3.317186s | E: 49 | q_time/E: 0.067698s | shuffle time: 0.000254s
Mon Jan 25 05:38:48 2021 | q: 24/31 | q_time: 3.607642s | E: 52 | q_time/E: 0.069378s | shuffle time: 0.000254s
Mon Jan 25 05:38:51 2021 | q: 25/31 | q_time: 3.655570s | E: 55 | q_time/E: 0.066465s | shuffle time: 0.000254s
Mon Jan 25 05:38:59 2021 | q: 26/31 | q_time: 7.423224s | E: 58 | q_time/E: 0.127987s | shuffle time: 0.000252s
Mon Jan 25 05:39:03 2021 | q: 27/31 | q_time: 4.182081s | E: 61 | q_time/E: 0.068559s | shuffle time: 0.000294s
Mon Jan 25 05:39:08 2021 | q: 28/31 | q_time: 4.753241s | E: 65 | q_time/E: 0.073127s | shuffle time: 0.000247s
Mon Jan 25 05:39:13 2021 | q: 29/31 | q_time: 4.722169s | E: 67 | q_time/E: 0.070480s | shuffle time: 0.000250s
Mon Jan 25 05:39:17 2021 | q: 30/31 | q_time: 4.793261s | E: 69 | q_time/E: 0.069468s | shuffle time: 0.000245s
Mon Jan 25 05:39:22 2021 | q: 31/31 | q_time: 4.923629s | E: 71 | q_time/E: 0.069347s | shuffle time: 0.000245s
