q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.079956 1 0.079956 639938 639937 0
1 31 0.063706 1 0.063706 639938 639937 0
2 31 0.128919 2 0.064460 1280115 928514 351600
3 31 0.187794 3 0.062598 1920934 1344593 576340
4 31 0.313412 5 0.062682 3223006 1967039 1255966
5 31 0.373990 6 0.062332 3845374 2495609 1349764
6 31 0.515886 8 0.064486 5253547 3199782 2053764
7 31 0.643635 10 0.064363 6416174 3741588 2674585
8 31 0.821168 12 0.068431 8161779 4681245 3480533
9 31 0.928797 14 0.066343 9087666 5124126 3963539
10 31 1.104069 16 0.069004 10700926 5980715 4720210
11 31 1.222720 18 0.067929 11765643 6517130 5248512
12 31 1.483293 21 0.070633 14861797 7923229 6938567
13 31 1.511119 23 0.065701 14952728 7901826 7050901
14 31 1.862974 26 0.071653 18233326 9378696 8854629
15 31 1.947902 28 0.069568 19337052 10010695 9326356
16 31 2.196003 31 0.070839 21995382 11099093 10896288
17 31 2.327331 34 0.068451 23063037 11385181 11677855
18 31 2.468410 36 0.068567 24205459 11937947 12267511
19 31 2.591029 38 0.068185 25204532 12375822 12828709
20 31 2.744027 41 0.066927 26717908 12853613 13864294
21 31 2.900674 43 0.067458 27982342 13440603 14541738
22 31 3.375034 46 0.073370 33002301 15596822 17405478
23 31 3.276881 49 0.066875 31848241 14609991 17238249
24 31 3.646094 52 0.070117 36199991 16341786 19858204
25 31 3.791108 55 0.068929 37764228 16701213 21063014
26 31 3.931498 58 0.067784 39206598 16955514 22251083
27 31 3.982148 61 0.065281 39924903 16795343 23129559
28 31 4.706608 65 0.072409 45363074 18412895 26950178
29 31 4.677637 67 0.069815 45779689 18367317 27412371
30 31 4.644059 69 0.067305 46142189 18120234 28021954
31 31 11.117138 71 0.156579 46567973 17788545 28779427
75.5652
