q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.054390 1 0.054390 639938 639937 0
1 31 0.052593 1 0.052593 639938 639937 0
2 31 0.113416 2 0.056708 1280695 929694 351000
3 31 0.176643 3 0.058881 1920552 1345775 574776
4 31 0.304835 5 0.060967 3210919 1952795 1258123
5 31 0.376898 6 0.062816 3858528 2506580 1351947
6 31 0.515489 8 0.064436 5223701 3173457 2050243
7 31 0.652540 10 0.065254 6465188 3781835 2683352
8 31 0.786737 12 0.065561 7776823 4429295 3347527
9 31 0.924928 14 0.066066 9038940 5092200 3946739
10 31 1.097333 16 0.068583 10614045 5911179 4702865
11 31 1.200650 18 0.066703 11542085 6374705 5167379
12 31 1.402539 21 0.066788 14001769 7393579 6608189
13 31 1.589318 23 0.069101 15797062 8391128 7405933
14 31 1.790447 26 0.068863 17865942 9153582 8712359
15 31 1.979935 28 0.070712 19757663 10185964 9571698
16 31 2.163119 31 0.069778 21631300 10881097 10750202
17 31 2.269254 34 0.066743 22444550 11029944 11414605
18 31 17.279933 36 0.479998 24896046 12302472 12593573
19 31 3.932837 38 0.103496 26275301 13002592 13272708
20 31 2.735851 41 0.066728 26697188 12848139 13849048
21 31 3.020587 43 0.070246 29279579 14121721 15157857
22 31 3.293895 46 0.071606 32123055 15176490 16946564
23 31 3.539212 49 0.072229 34721534 16020644 18700889
24 31 3.614844 52 0.069516 35681212 16054514 19626697
25 31 3.730289 55 0.067823 36936965 16361227 20575737
26 31 4.016667 58 0.069253 39921135 17286441 22634693
27 31 4.160576 61 0.068206 41663588 17549289 24114298
28 31 4.730676 65 0.072780 45581888 18592563 26989324
29 31 4.496363 67 0.067110 43817532 17467557 26349974
30 31 4.744934 69 0.068767 46797825 18506197 28291627
31 31 4.848545 71 0.068289 48397728 18681396 29716331
85.5966
