q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.054267 1 0.054267 639938 639937 0
1 31 0.052317 1 0.052317 639938 639937 0
2 31 0.113931 2 0.056965 1281645 930578 351066
3 31 0.177891 3 0.059297 1922944 1345691 577252
4 31 0.308439 5 0.061688 3203381 1950737 1252643
5 31 0.635383 6 0.105897 3853831 2495560 1358270
6 31 1.056331 8 0.132041 5132017 3105421 2026595
7 31 1.016940 10 0.101694 6595769 3862382 2733386
8 31 0.901496 12 0.075125 7738625 4392319 3346305
9 31 0.960023 14 0.068573 9247466 5214121 4033344
10 31 1.080716 16 0.067545 10358381 5765877 4592503
11 31 1.229214 18 0.068290 11736858 6488260 5248597
12 31 1.433012 21 0.068239 14175037 7516410 6658626
13 31 1.577505 23 0.068587 15576625 8288009 7288615
14 31 1.840878 26 0.070803 18272229 9441527 8830701
15 31 1.893293 28 0.067618 18660349 9619066 9041282
16 31 2.158587 31 0.069632 21422636 10772352 10650283
17 31 2.254431 34 0.066307 22085817 10824990 11260826
18 31 2.526039 36 0.070168 24672511 12178038 12494472
19 31 2.614111 38 0.068792 25317150 12470423 12846726
20 31 2.907772 41 0.070921 28233826 13613597 14620228
21 31 3.042707 43 0.070761 29280969 14177114 15103854
22 31 5.588933 46 0.121499 30342117 14267563 16074553
23 31 4.614551 49 0.094175 32414207 14879431 17534775
24 31 3.422464 52 0.065817 33564751 15060873 18503877
25 31 3.767409 55 0.068498 37090452 16351866 20738585
26 31 3.851134 58 0.066399 38005188 16300431 21704756
27 31 4.044309 61 0.066300 40261497 16953288 23308208
28 31 4.743088 65 0.072971 45389084 18439955 26949128
29 31 6.556053 67 0.097852 47169072 18849392 28319679
30 31 4.595052 69 0.066595 45380031 17764500 27615530
31 31 4.786587 71 0.067417 47715572 18296010 29419561
75.8051
