q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.316539 1 0.316539 639938 639937 0
1 31 0.301639 1 0.301639 639938 639937 0
2 31 0.637093 2 0.318547 1280839 929322 351516
3 31 0.854498 3 0.284833 1921598 1347649 573948
4 31 1.194473 5 0.238895 3208968 1952103 1256864
5 31 1.171570 6 0.195262 3853173 2507781 1345391
6 31 1.228482 8 0.153560 5297560 3226292 2071267
7 31 1.303408 10 0.130341 6796737 3997621 2799115
8 31 1.250285 12 0.104190 8445923 4862476 3583446
9 31 1.262369 14 0.090169 9312940 5278096 4034843
10 31 1.152469 16 0.072029 10895575 6110293 4785281
11 31 1.219765 18 0.067765 11717593 6488585 5229007
12 31 1.409537 21 0.067121 14045351 7432923 6612427
13 31 1.585172 23 0.068921 15765552 8380135 7385416
14 31 1.712664 26 0.065872 16996844 8650041 8346802
15 31 1.858491 28 0.066375 18361459 9410005 8951453
16 31 2.085087 31 0.067261 20787089 10438604 10348484
17 31 2.272087 34 0.066826 22450523 11037070 11413452
18 31 2.425730 36 0.067381 23691451 11660519 12030931
19 31 2.673144 38 0.070346 26137748 12956296 13181451
20 31 2.894964 41 0.070609 28303518 13690150 14613367
21 31 3.037787 43 0.070646 29350910 14156942 15193967
22 31 3.223389 46 0.070074 31252961 14730118 16522842
23 31 3.267304 49 0.066680 31716552 14575165 17141386
24 31 3.690863 52 0.070978 36515630 16541470 19974159
25 31 3.611995 55 0.065673 35663736 15691531 19972204
26 31 3.762125 58 0.064864 37387677 16059815 21327861
27 31 4.256111 61 0.069772 42874053 18071906 24802146
28 31 4.733621 65 0.072825 44985388 18282506 26702881
29 31 7.836539 67 0.116963 45202364 18143493 27058870
30 31 4.648615 69 0.067371 46277661 18192642 28085018
31 31 4.731931 71 0.066647 47390082 18155187 29234894
77.6101
