q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.106824 1 0.106824 639938 639937 0
1 31 0.097549 1 0.097549 639938 639937 0
2 31 0.201399 2 0.100699 1280310 929014 351295
3 31 0.294115 3 0.098038 1921183 1343644 577538
4 31 0.422710 5 0.084542 3231959 1978109 1253849
5 31 0.456357 6 0.076059 3854351 2503239 1351111
6 31 0.552660 8 0.069082 5200737 3167446 2033290
7 31 0.665254 10 0.066525 6572485 3854985 2717499
8 31 0.834987 12 0.069582 8144482 4689263 3455218
9 31 0.938622 14 0.067044 8987580 5050831 3936748
10 31 1.083243 16 0.067703 10269905 5704901 4565003
11 31 1.230081 18 0.068338 11609641 6413793 5195847
12 31 1.401233 21 0.066725 13609462 7167424 6442037
13 31 1.544879 23 0.067169 14851462 7846514 7004947
14 31 1.819710 26 0.069989 17585028 9067264 8517763
15 31 1.944080 28 0.069431 18716779 9648612 9068166
16 31 2.126357 31 0.068592 21177830 10645528 10532301
17 31 2.302378 34 0.067717 22725645 11193201 11532443
18 31 2.490900 36 0.069192 24397269 12024788 12372480
19 31 2.661764 38 0.070046 25898179 12754083 13144095
20 31 2.921073 41 0.071246 28506701 13746008 14760692
21 31 2.974925 43 0.069184 28688073 13820225 14867847
22 31 3.137330 46 0.068203 30268235 14274408 15993826
23 31 3.396727 49 0.069321 33043026 15250686 17792339
24 31 3.812403 52 0.073315 37631193 16975216 20655976
25 31 4.178210 55 0.075967 35918104 15844359 20073744
26 31 9.821804 58 0.169341 37888537 16342414 21546122
27 31 4.242522 61 0.069550 42408072 17930618 24477453
28 31 4.525525 65 0.069623 43225150 17558903 25666246
29 31 4.748536 67 0.070874 46215934 18532066 27683867
30 31 4.732891 69 0.068593 46768765 18452675 28316089
31 31 4.767372 71 0.067146 47488471 18285065 29203405
76.4347
