run: 127 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Sun Jan 24 23:43:24 2021 | q: 0/31 | q_time: 0.055489s | E: 1 | q_time/E: 0.055489s | shuffle time: 0.000000s
Sun Jan 24 23:43:24 2021 | q: 1/31 | q_time: 0.051608s | E: 1 | q_time/E: 0.051608s | shuffle time: 0.000208s
Sun Jan 24 23:43:24 2021 | q: 2/31 | q_time: 0.113706s | E: 2 | q_time/E: 0.056853s | shuffle time: 0.000236s
Sun Jan 24 23:43:24 2021 | q: 3/31 | q_time: 0.177293s | E: 3 | q_time/E: 0.059098s | shuffle time: 0.000227s
Sun Jan 24 23:43:24 2021 | q: 4/31 | q_time: 0.309313s | E: 5 | q_time/E: 0.061863s | shuffle time: 0.000237s
Sun Jan 24 23:43:25 2021 | q: 5/31 | q_time: 0.379181s | E: 6 | q_time/E: 0.063197s | shuffle time: 0.000241s
Sun Jan 24 23:43:25 2021 | q: 6/31 | q_time: 0.508474s | E: 8 | q_time/E: 0.063559s | shuffle time: 0.000243s
Sun Jan 24 23:43:26 2021 | q: 7/31 | q_time: 0.673095s | E: 10 | q_time/E: 0.067309s | shuffle time: 0.000239s
Sun Jan 24 23:43:27 2021 | q: 8/31 | q_time: 0.807788s | E: 12 | q_time/E: 0.067316s | shuffle time: 0.000243s
Sun Jan 24 23:43:28 2021 | q: 9/31 | q_time: 0.931757s | E: 14 | q_time/E: 0.066554s | shuffle time: 0.000248s
Sun Jan 24 23:43:29 2021 | q: 10/31 | q_time: 1.076057s | E: 16 | q_time/E: 0.067254s | shuffle time: 0.000250s
Sun Jan 24 23:43:30 2021 | q: 11/31 | q_time: 1.212463s | E: 18 | q_time/E: 0.067359s | shuffle time: 0.000248s
Sun Jan 24 23:43:31 2021 | q: 12/31 | q_time: 1.489568s | E: 21 | q_time/E: 0.070932s | shuffle time: 0.000248s
Sun Jan 24 23:43:33 2021 | q: 13/31 | q_time: 1.520389s | E: 23 | q_time/E: 0.066104s | shuffle time: 0.000253s
Sun Jan 24 23:43:35 2021 | q: 14/31 | q_time: 1.737134s | E: 26 | q_time/E: 0.066813s | shuffle time: 0.000252s
Sun Jan 24 23:43:37 2021 | q: 15/31 | q_time: 1.912942s | E: 28 | q_time/E: 0.068319s | shuffle time: 0.000248s
Sun Jan 24 23:43:39 2021 | q: 16/31 | q_time: 2.233883s | E: 31 | q_time/E: 0.072061s | shuffle time: 0.000247s
Sun Jan 24 23:43:41 2021 | q: 17/31 | q_time: 2.399033s | E: 34 | q_time/E: 0.070560s | shuffle time: 0.000248s
Sun Jan 24 23:43:44 2021 | q: 18/31 | q_time: 2.488830s | E: 36 | q_time/E: 0.069134s | shuffle time: 0.000250s
Sun Jan 24 23:43:46 2021 | q: 19/31 | q_time: 2.574181s | E: 38 | q_time/E: 0.067742s | shuffle time: 0.000251s
Sun Jan 24 23:43:49 2021 | q: 20/31 | q_time: 2.831443s | E: 41 | q_time/E: 0.069060s | shuffle time: 0.000252s
Sun Jan 24 23:43:52 2021 | q: 21/31 | q_time: 2.915878s | E: 43 | q_time/E: 0.067811s | shuffle time: 0.000253s
Sun Jan 24 23:43:55 2021 | q: 22/31 | q_time: 3.119730s | E: 46 | q_time/E: 0.067820s | shuffle time: 0.000255s
Sun Jan 24 23:43:59 2021 | q: 23/31 | q_time: 3.333659s | E: 49 | q_time/E: 0.068034s | shuffle time: 0.000255s
Sun Jan 24 23:44:02 2021 | q: 24/31 | q_time: 3.545996s | E: 52 | q_time/E: 0.068192s | shuffle time: 0.000253s
Sun Jan 24 23:44:06 2021 | q: 25/31 | q_time: 3.719019s | E: 55 | q_time/E: 0.067619s | shuffle time: 0.000253s
Sun Jan 24 23:44:10 2021 | q: 26/31 | q_time: 3.837111s | E: 58 | q_time/E: 0.066157s | shuffle time: 0.000251s
Sun Jan 24 23:44:20 2021 | q: 27/31 | q_time: 10.115499s | E: 61 | q_time/E: 0.165828s | shuffle time: 0.000250s
Sun Jan 24 23:44:25 2021 | q: 28/31 | q_time: 5.044934s | E: 65 | q_time/E: 0.077614s | shuffle time: 0.000493s
Sun Jan 24 23:44:29 2021 | q: 29/31 | q_time: 4.608605s | E: 67 | q_time/E: 0.068785s | shuffle time: 0.000248s
Sun Jan 24 23:44:34 2021 | q: 30/31 | q_time: 4.732317s | E: 69 | q_time/E: 0.068584s | shuffle time: 0.000246s
Sun Jan 24 23:44:39 2021 | q: 31/31 | q_time: 5.225907s | E: 71 | q_time/E: 0.073604s | shuffle time: 0.000244s
