q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.054458 1 0.054458 639938 639937 0
1 31 0.051520 1 0.051520 639938 639937 0
2 31 0.113507 2 0.056753 1281752 929893 351858
3 31 0.177008 3 0.059003 1922206 1347469 574736
4 31 0.304777 5 0.060955 3204617 1956933 1247683
5 31 0.378115 6 0.063019 3866479 2521858 1344620
6 31 0.508059 8 0.063507 5136103 3105483 2030619
7 31 0.648194 10 0.064819 6443481 3743806 2699674
8 31 0.840717 12 0.070060 8335231 4811670 3523560
9 31 0.942402 14 0.067314 9208919 5204037 4004881
10 31 1.072128 16 0.067008 10310595 5739317 4571277
11 31 1.212511 18 0.067362 11614924 6374629 5240294
12 31 1.386501 21 0.066024 13753579 7271204 6482374
13 31 1.518306 23 0.066013 14982441 7897594 7084846
14 31 1.830668 26 0.070410 18222716 9405365 8817350
15 31 1.926399 28 0.068800 19104039 9819246 9284792
16 31 2.098903 31 0.067707 20908151 10487983 10420167
17 31 2.469319 34 0.072627 24587745 12136346 12451398
18 31 2.516409 36 0.069900 24672435 12216687 12455747
19 31 2.629556 38 0.069199 25596315 12614418 12981896
20 31 2.845987 41 0.069414 27707411 13291843 14415567
21 31 3.746786 43 0.087135 27682730 13244649 14438080
22 31 3.208765 46 0.069756 30764683 14448027 16316655
23 31 3.297821 49 0.067302 32077230 14723816 17353413
24 31 3.445276 52 0.066255 33836394 15235556 18600837
25 31 3.693687 55 0.067158 36495776 16126144 20369631
26 31 3.867628 58 0.066683 38345613 16491639 21853973
27 31 4.197580 61 0.068813 41804503 17599771 24204731
28 31 4.839758 65 0.074458 45042239 18257375 26784863
29 31 4.491254 67 0.067034 43700880 17387350 26313529
30 31 4.678225 69 0.067800 46332046 18109502 28222543
31 31 4.830805 71 0.068040 48098000 18422515 29675484
69.8232
