run: 566 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 08:40:34 2021 | q: 0/31 | q_time: 0.054353s | E: 1 | q_time/E: 0.054353s | shuffle time: 0.000000s
Mon Jan 25 08:40:34 2021 | q: 1/31 | q_time: 0.052046s | E: 1 | q_time/E: 0.052046s | shuffle time: 0.000207s
Mon Jan 25 08:40:35 2021 | q: 2/31 | q_time: 0.113129s | E: 2 | q_time/E: 0.056564s | shuffle time: 0.000232s
Mon Jan 25 08:40:35 2021 | q: 3/31 | q_time: 0.177454s | E: 3 | q_time/E: 0.059151s | shuffle time: 0.000226s
Mon Jan 25 08:40:35 2021 | q: 4/31 | q_time: 0.304376s | E: 5 | q_time/E: 0.060875s | shuffle time: 0.000234s
Mon Jan 25 08:40:35 2021 | q: 5/31 | q_time: 0.377021s | E: 6 | q_time/E: 0.062837s | shuffle time: 0.000239s
Mon Jan 25 08:40:36 2021 | q: 6/31 | q_time: 0.511507s | E: 8 | q_time/E: 0.063938s | shuffle time: 0.000240s
Mon Jan 25 08:40:37 2021 | q: 7/31 | q_time: 0.647339s | E: 10 | q_time/E: 0.064734s | shuffle time: 0.000241s
Mon Jan 25 08:40:37 2021 | q: 8/31 | q_time: 0.853649s | E: 12 | q_time/E: 0.071137s | shuffle time: 0.000245s
Mon Jan 25 08:40:38 2021 | q: 9/31 | q_time: 0.961798s | E: 14 | q_time/E: 0.068700s | shuffle time: 0.000247s
Mon Jan 25 08:40:40 2021 | q: 10/31 | q_time: 1.095640s | E: 16 | q_time/E: 0.068477s | shuffle time: 0.000248s
Mon Jan 25 08:40:41 2021 | q: 11/31 | q_time: 1.225176s | E: 18 | q_time/E: 0.068065s | shuffle time: 0.000248s
Mon Jan 25 08:40:42 2021 | q: 12/31 | q_time: 1.412847s | E: 21 | q_time/E: 0.067278s | shuffle time: 0.000248s
Mon Jan 25 08:40:44 2021 | q: 13/31 | q_time: 1.505373s | E: 23 | q_time/E: 0.065451s | shuffle time: 0.000250s
Mon Jan 25 08:40:45 2021 | q: 14/31 | q_time: 1.698922s | E: 26 | q_time/E: 0.065343s | shuffle time: 0.000249s
Mon Jan 25 08:40:47 2021 | q: 15/31 | q_time: 1.846932s | E: 28 | q_time/E: 0.065962s | shuffle time: 0.000247s
Mon Jan 25 08:40:49 2021 | q: 16/31 | q_time: 2.022251s | E: 31 | q_time/E: 0.065234s | shuffle time: 0.000245s
Mon Jan 25 08:40:51 2021 | q: 17/31 | q_time: 2.267808s | E: 34 | q_time/E: 0.066700s | shuffle time: 0.000250s
Mon Jan 25 08:40:54 2021 | q: 18/31 | q_time: 2.486453s | E: 36 | q_time/E: 0.069068s | shuffle time: 0.000249s
Mon Jan 25 08:40:57 2021 | q: 19/31 | q_time: 2.591563s | E: 38 | q_time/E: 0.068199s | shuffle time: 0.000250s
Mon Jan 25 08:41:00 2021 | q: 20/31 | q_time: 3.011803s | E: 41 | q_time/E: 0.073459s | shuffle time: 0.000252s
Mon Jan 25 08:41:03 2021 | q: 21/31 | q_time: 2.952312s | E: 43 | q_time/E: 0.068658s | shuffle time: 0.000253s
Mon Jan 25 08:41:06 2021 | q: 22/31 | q_time: 3.305862s | E: 46 | q_time/E: 0.071867s | shuffle time: 0.000254s
Mon Jan 25 08:41:09 2021 | q: 23/31 | q_time: 3.424188s | E: 49 | q_time/E: 0.069881s | shuffle time: 0.000254s
Mon Jan 25 08:41:13 2021 | q: 24/31 | q_time: 3.543490s | E: 52 | q_time/E: 0.068144s | shuffle time: 0.000254s
Mon Jan 25 08:41:16 2021 | q: 25/31 | q_time: 3.670565s | E: 55 | q_time/E: 0.066738s | shuffle time: 0.000252s
Mon Jan 25 08:41:20 2021 | q: 26/31 | q_time: 3.808745s | E: 58 | q_time/E: 0.065668s | shuffle time: 0.000256s
Mon Jan 25 08:41:24 2021 | q: 27/31 | q_time: 4.061386s | E: 61 | q_time/E: 0.066580s | shuffle time: 0.000250s
Mon Jan 25 08:41:29 2021 | q: 28/31 | q_time: 5.071562s | E: 65 | q_time/E: 0.078024s | shuffle time: 0.000248s
Mon Jan 25 08:41:34 2021 | q: 29/31 | q_time: 4.733162s | E: 67 | q_time/E: 0.070644s | shuffle time: 0.000248s
Mon Jan 25 08:41:39 2021 | q: 30/31 | q_time: 4.580936s | E: 69 | q_time/E: 0.066390s | shuffle time: 0.000246s
Mon Jan 25 08:41:44 2021 | q: 31/31 | q_time: 4.870785s | E: 71 | q_time/E: 0.068603s | shuffle time: 0.000244s
