run: 397 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 05:13:52 2021 | q: 0/31 | q_time: 0.053719s | E: 1 | q_time/E: 0.053719s | shuffle time: 0.000000s
Mon Jan 25 05:13:52 2021 | q: 1/31 | q_time: 0.051464s | E: 1 | q_time/E: 0.051464s | shuffle time: 0.000207s
Mon Jan 25 05:13:52 2021 | q: 2/31 | q_time: 0.113078s | E: 2 | q_time/E: 0.056539s | shuffle time: 0.000234s
Mon Jan 25 05:13:52 2021 | q: 3/31 | q_time: 0.177005s | E: 3 | q_time/E: 0.059002s | shuffle time: 0.000228s
Mon Jan 25 05:13:52 2021 | q: 4/31 | q_time: 0.306696s | E: 5 | q_time/E: 0.061339s | shuffle time: 0.000236s
Mon Jan 25 05:13:53 2021 | q: 5/31 | q_time: 0.374900s | E: 6 | q_time/E: 0.062483s | shuffle time: 0.000243s
Mon Jan 25 05:13:53 2021 | q: 6/31 | q_time: 0.509853s | E: 8 | q_time/E: 0.063732s | shuffle time: 0.000242s
Mon Jan 25 05:13:54 2021 | q: 7/31 | q_time: 0.646890s | E: 10 | q_time/E: 0.064689s | shuffle time: 0.000241s
Mon Jan 25 05:13:55 2021 | q: 8/31 | q_time: 0.851780s | E: 12 | q_time/E: 0.070982s | shuffle time: 0.000243s
Mon Jan 25 05:13:56 2021 | q: 9/31 | q_time: 0.927644s | E: 14 | q_time/E: 0.066260s | shuffle time: 0.000246s
Mon Jan 25 05:13:57 2021 | q: 10/31 | q_time: 1.069095s | E: 16 | q_time/E: 0.066818s | shuffle time: 0.000246s
Mon Jan 25 05:13:58 2021 | q: 11/31 | q_time: 1.233513s | E: 18 | q_time/E: 0.068528s | shuffle time: 0.000248s
Mon Jan 25 05:13:59 2021 | q: 12/31 | q_time: 1.399824s | E: 21 | q_time/E: 0.066658s | shuffle time: 0.000249s
Mon Jan 25 05:14:01 2021 | q: 13/31 | q_time: 1.554947s | E: 23 | q_time/E: 0.067606s | shuffle time: 0.000249s
Mon Jan 25 05:14:03 2021 | q: 14/31 | q_time: 1.788112s | E: 26 | q_time/E: 0.068774s | shuffle time: 0.000249s
Mon Jan 25 05:14:04 2021 | q: 15/31 | q_time: 1.842380s | E: 28 | q_time/E: 0.065799s | shuffle time: 0.000248s
Mon Jan 25 05:14:06 2021 | q: 16/31 | q_time: 2.024137s | E: 31 | q_time/E: 0.065295s | shuffle time: 0.000248s
Mon Jan 25 05:14:09 2021 | q: 17/31 | q_time: 2.280620s | E: 34 | q_time/E: 0.067077s | shuffle time: 0.000246s
Mon Jan 25 05:14:11 2021 | q: 18/31 | q_time: 2.449617s | E: 36 | q_time/E: 0.068045s | shuffle time: 0.000249s
Mon Jan 25 05:14:14 2021 | q: 19/31 | q_time: 2.580348s | E: 38 | q_time/E: 0.067904s | shuffle time: 0.000250s
Mon Jan 25 05:14:17 2021 | q: 20/31 | q_time: 2.921297s | E: 41 | q_time/E: 0.071251s | shuffle time: 0.000250s
Mon Jan 25 05:14:20 2021 | q: 21/31 | q_time: 2.984514s | E: 43 | q_time/E: 0.069407s | shuffle time: 0.000251s
Mon Jan 25 05:14:23 2021 | q: 22/31 | q_time: 3.142049s | E: 46 | q_time/E: 0.068305s | shuffle time: 0.000254s
Mon Jan 25 05:14:26 2021 | q: 23/31 | q_time: 3.528507s | E: 49 | q_time/E: 0.072010s | shuffle time: 0.000252s
Mon Jan 25 05:14:30 2021 | q: 24/31 | q_time: 3.602717s | E: 52 | q_time/E: 0.069283s | shuffle time: 0.000254s
Mon Jan 25 05:14:34 2021 | q: 25/31 | q_time: 3.746229s | E: 55 | q_time/E: 0.068113s | shuffle time: 0.000253s
Mon Jan 25 05:14:37 2021 | q: 26/31 | q_time: 3.817834s | E: 58 | q_time/E: 0.065825s | shuffle time: 0.000250s
Mon Jan 25 05:14:42 2021 | q: 27/31 | q_time: 4.081865s | E: 61 | q_time/E: 0.066916s | shuffle time: 0.000251s
Mon Jan 25 05:14:46 2021 | q: 28/31 | q_time: 4.735190s | E: 65 | q_time/E: 0.072849s | shuffle time: 0.000248s
Mon Jan 25 05:14:51 2021 | q: 29/31 | q_time: 4.525451s | E: 67 | q_time/E: 0.067544s | shuffle time: 0.000249s
Mon Jan 25 05:14:55 2021 | q: 30/31 | q_time: 4.517547s | E: 69 | q_time/E: 0.065472s | shuffle time: 0.000245s
Mon Jan 25 05:15:00 2021 | q: 31/31 | q_time: 4.798342s | E: 71 | q_time/E: 0.067582s | shuffle time: 0.000244s
