run: 636 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 10:06:20 2021 | q: 0/31 | q_time: 0.119857s | E: 1 | q_time/E: 0.119857s | shuffle time: 0.000000s
Mon Jan 25 10:06:20 2021 | q: 1/31 | q_time: 0.108627s | E: 1 | q_time/E: 0.108627s | shuffle time: 0.000443s
Mon Jan 25 10:06:21 2021 | q: 2/31 | q_time: 0.246531s | E: 2 | q_time/E: 0.123266s | shuffle time: 0.000502s
Mon Jan 25 10:06:21 2021 | q: 3/31 | q_time: 0.408855s | E: 3 | q_time/E: 0.136285s | shuffle time: 0.000516s
Mon Jan 25 10:06:22 2021 | q: 4/31 | q_time: 0.711577s | E: 5 | q_time/E: 0.142315s | shuffle time: 0.000599s
Mon Jan 25 10:06:22 2021 | q: 5/31 | q_time: 0.735437s | E: 6 | q_time/E: 0.122573s | shuffle time: 0.000530s
Mon Jan 25 10:06:23 2021 | q: 6/31 | q_time: 0.756702s | E: 8 | q_time/E: 0.094588s | shuffle time: 0.000412s
Mon Jan 25 10:06:24 2021 | q: 7/31 | q_time: 0.775797s | E: 10 | q_time/E: 0.077580s | shuffle time: 0.000319s
Mon Jan 25 10:06:25 2021 | q: 8/31 | q_time: 0.801298s | E: 12 | q_time/E: 0.066775s | shuffle time: 0.000266s
Mon Jan 25 10:06:26 2021 | q: 9/31 | q_time: 0.953651s | E: 14 | q_time/E: 0.068118s | shuffle time: 0.000251s
Mon Jan 25 10:06:27 2021 | q: 10/31 | q_time: 1.103858s | E: 16 | q_time/E: 0.068991s | shuffle time: 0.000251s
Mon Jan 25 10:06:28 2021 | q: 11/31 | q_time: 1.233187s | E: 18 | q_time/E: 0.068510s | shuffle time: 0.000250s
Mon Jan 25 10:06:29 2021 | q: 12/31 | q_time: 1.366754s | E: 21 | q_time/E: 0.065084s | shuffle time: 0.000251s
Mon Jan 25 10:06:31 2021 | q: 13/31 | q_time: 1.509278s | E: 23 | q_time/E: 0.065621s | shuffle time: 0.000254s
Mon Jan 25 10:06:33 2021 | q: 14/31 | q_time: 1.803448s | E: 26 | q_time/E: 0.069363s | shuffle time: 0.000252s
Mon Jan 25 10:06:35 2021 | q: 15/31 | q_time: 1.965673s | E: 28 | q_time/E: 0.070203s | shuffle time: 0.000249s
Mon Jan 25 10:06:37 2021 | q: 16/31 | q_time: 2.249379s | E: 31 | q_time/E: 0.072561s | shuffle time: 0.000247s
Mon Jan 25 10:06:39 2021 | q: 17/31 | q_time: 2.413709s | E: 34 | q_time/E: 0.070991s | shuffle time: 0.000250s
Mon Jan 25 10:06:42 2021 | q: 18/31 | q_time: 2.450301s | E: 36 | q_time/E: 0.068064s | shuffle time: 0.000252s
Mon Jan 25 10:06:44 2021 | q: 19/31 | q_time: 2.578607s | E: 38 | q_time/E: 0.067858s | shuffle time: 0.000253s
Mon Jan 25 10:06:50 2021 | q: 20/31 | q_time: 5.315271s | E: 41 | q_time/E: 0.129641s | shuffle time: 0.000253s
Mon Jan 25 10:06:53 2021 | q: 21/31 | q_time: 3.017648s | E: 43 | q_time/E: 0.070178s | shuffle time: 0.000307s
Mon Jan 25 10:06:56 2021 | q: 22/31 | q_time: 3.262159s | E: 46 | q_time/E: 0.070917s | shuffle time: 0.000254s
Mon Jan 25 10:06:59 2021 | q: 23/31 | q_time: 3.377490s | E: 49 | q_time/E: 0.068928s | shuffle time: 0.000261s
Mon Jan 25 10:07:03 2021 | q: 24/31 | q_time: 3.777298s | E: 52 | q_time/E: 0.072640s | shuffle time: 0.000256s
Mon Jan 25 10:07:07 2021 | q: 25/31 | q_time: 3.712778s | E: 55 | q_time/E: 0.067505s | shuffle time: 0.000254s
Mon Jan 25 10:07:11 2021 | q: 26/31 | q_time: 3.842598s | E: 58 | q_time/E: 0.066252s | shuffle time: 0.000253s
Mon Jan 25 10:07:15 2021 | q: 27/31 | q_time: 4.005566s | E: 61 | q_time/E: 0.065665s | shuffle time: 0.000250s
Mon Jan 25 10:07:19 2021 | q: 28/31 | q_time: 4.391695s | E: 65 | q_time/E: 0.067565s | shuffle time: 0.000248s
Mon Jan 25 10:07:24 2021 | q: 29/31 | q_time: 4.709429s | E: 67 | q_time/E: 0.070290s | shuffle time: 0.000247s
Mon Jan 25 10:07:28 2021 | q: 30/31 | q_time: 4.598228s | E: 69 | q_time/E: 0.066641s | shuffle time: 0.000245s
Mon Jan 25 10:07:33 2021 | q: 31/31 | q_time: 4.764851s | E: 71 | q_time/E: 0.067111s | shuffle time: 0.000246s
