q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.079442 1 0.079442 639938 639937 0
1 31 0.067568 1 0.067568 639938 639937 0
2 31 0.140165 2 0.070082 1280822 927971 352850
3 31 0.211315 3 0.070438 1925835 1347670 578164
4 31 0.334592 5 0.066918 3208659 1951081 1257577
5 31 0.392876 6 0.065479 3841497 2496257 1345239
6 31 0.508071 8 0.063509 5137864 3113954 2023909
7 31 0.676881 10 0.067688 6762670 3983631 2779038
8 31 0.819936 12 0.068328 8117903 4670725 3447177
9 31 0.952843 14 0.068060 9302089 5267613 4034475
10 31 1.073759 16 0.067110 10349689 5756950 4592738
11 31 1.210581 18 0.067254 11616904 6421857 5195046
12 31 1.387093 21 0.066052 13770874 7265243 6505630
13 31 1.504284 23 0.065404 14852790 7810481 7042308
14 31 1.909288 26 0.073434 16850446 8606364 8244081
15 31 1.859513 28 0.066411 18296663 9350877 8945785
16 31 2.096331 31 0.067624 20841106 10413393 10427712
17 31 2.300153 34 0.067652 22658383 11128908 11529474
18 31 2.398991 36 0.066639 23389538 11483278 11906259
19 31 2.653845 38 0.069838 25796695 12746546 13050148
20 31 2.917900 41 0.071168 28500618 13760488 14740129
21 31 2.969102 43 0.069049 28628584 13835133 14793450
22 31 3.146201 46 0.068396 30472823 14324546 16148276
23 31 3.316199 49 0.067678 32216219 14825922 17390296
24 31 3.495196 52 0.067215 34237799 15425501 18812297
25 31 3.648094 55 0.066329 36034696 15919521 20115174
26 31 3.816465 58 0.065801 37783109 16291224 21491884
27 31 9.210479 61 0.150991 41344429 17411496 23932932
28 31 4.797597 65 0.073809 43766161 17636074 26130086
29 31 4.663701 67 0.069607 45706022 18369787 27336234
30 31 5.803891 69 0.084114 45269840 17755053 27514786
31 31 4.944678 71 0.069643 46754257 17922872 28831384
75.3073
