q q_max q_time hits q_time/hits k 
1 31 67.168854 1 67.168854 639999937
2 31 137.632395 2 68.816198 1280111169
3 31 213.037700 3 71.012567 1920776129
4 31 367.997411 5 73.599482 3202048961
5 31 458.420245 6 76.403374 3843768065
6 31 618.709107 8 77.338638 5123652225
7 31 705.022368 9 78.335819 5762991809
8 31 878.876592 11 79.897872 7047385409
9 31 1061.370366 13 81.643874 8327490433
10 31 1163.928997 14 83.137785 8966719617
11 31 1348.218583 16 84.263661 10247659329
12 31 1532.581712 18 85.143428 11526432513
13 31 1637.672840 19 86.193307 12172393473
14 31 1825.699777 21 86.938085 13454590081
15 31 2020.906497 23 87.865500 14729493185
16 31 2205.159522 25 88.206381 16031909697
17 31 2348.730145 26 90.335775 16672912833
18 31 2550.956629 28 91.105594 17950039873
19 31 2749.543003 30 91.651433 19227216129
20 31 2953.852625 32 92.307895 20507402113
21 31 3171.707548 34 93.285516 21870780417
22 31 3369.068532 36 93.585237 23098816001
23 31 3568.450361 38 93.906588 24355277569
24 31 3719.240882 40 92.981022 25684352129
25 31 4046.914737 42 96.355113 26953963905
26 31 4205.453081 44 95.578479 28186529857
27 31 4461.972243 46 96.999397 29479175297
28 31 4620.134987 48 96.252812 30745708033
29 31 4861.546464 50 97.230929 32050581889
30 31 5212.568070 52 100.241694 33385171841
31 31 5242.920640 53 98.923031 33959331137
73325.5
