q q_max q_time hits q_time/hits k 
1 31 63.609372 1 63.609372 639999937
2 31 134.080403 2 67.040201 1280337601
3 31 217.587112 3 72.529037 1920638401
4 31 375.011127 5 75.002225 3201727041
5 31 443.153915 6 73.858986 3843540545
6 31 608.825971 8 76.103246 5123091137
7 31 680.884786 9 75.653865 5763397633
8 31 835.891755 11 75.990160 7045253057
9 31 1020.641803 13 78.510908 8343989313
10 31 1117.357379 14 79.811241 8965974849
11 31 1317.759490 16 82.359968 10249681729
12 31 1482.011670 18 82.333982 11546780737
13 31 1592.484880 19 83.814994 12173436929
14 31 1770.768994 21 84.322333 13447148097
15 31 1930.558116 23 83.937309 14732332801
16 31 2123.547069 25 84.941883 16025288257
17 31 2392.891059 26 92.034272 16660609921
18 31 2518.664326 28 89.952297 17938510593
19 31 2643.889210 30 88.129640 19222544577
20 31 3012.504236 32 94.140757 20643260481
21 31 3251.605499 34 95.635456 21779263809
22 31 3246.296331 36 90.174898 23078945601
23 31 3418.786112 38 89.968056 24348315009
24 31 3629.349196 40 90.733730 25627368897
25 31 4015.901754 42 95.616708 26990339073
26 31 4145.956196 44 94.226277 28217298497
27 31 4237.177188 46 92.112548 29487172033
28 31 4525.048160 48 94.271837 30776168897
29 31 4659.703656 50 93.194073 32038597249
30 31 4960.953556 52 95.402953 33343814657
31 31 5069.576250 53 95.652382 33956203841
71442.5
