q q_max q_time hits q_time/hits k 
1 31 62.799461 1 62.799461 639999937
2 31 134.039548 2 67.019774 1280321601
3 31 201.611135 3 67.203712 1920218497
4 31 346.375348 5 69.275070 3201883457
5 31 429.562425 6 71.593737 3841134977
6 31 578.162868 8 72.270359 5123061185
7 31 662.568680 9 73.618742 5761588353
8 31 825.158502 11 75.014409 7046678977
9 31 998.064958 13 76.774228 8330400705
10 31 1131.241008 14 80.802929 8965823361
11 31 1292.971284 16 80.810705 10270927041
12 31 1492.773181 18 82.931843 11540585537
13 31 1562.063947 19 82.213892 12166998081
14 31 1749.856975 21 83.326523 13454559745
15 31 1906.594184 23 82.895399 14733494529
16 31 2093.669893 25 83.746796 16021499841
17 31 2217.214685 26 85.277488 16656499585
18 31 2430.343174 28 86.797971 17932621825
19 31 2630.581614 30 87.686054 19213605377
20 31 2826.546295 32 88.329572 20574712321
21 31 3040.733507 34 89.433338 21782537857
22 31 3250.020268 36 90.278341 23077775937
23 31 3458.322479 38 91.008486 24345167425
24 31 3688.256726 40 92.206418 25664769729
25 31 4035.854528 42 96.091774 26909345345
26 31 4374.119319 44 99.411803 28230314945
27 31 4558.854745 46 99.105538 29486188033
28 31 4669.814664 48 97.287805 30776498561
29 31 4991.226861 50 99.824537 32036397761
30 31 5173.271571 52 99.485992 33316788289
31 31 5191.834489 53 97.959141 33966454465
72004.5
