q q_max q_time hits q_time/hits k 
1 31 67.257163 1 67.257163 639999937
2 31 140.203922 2 70.101961 1280131393
3 31 213.924234 3 71.308078 1920567873
4 31 369.455927 5 73.891185 3202661057
5 31 454.943892 6 75.823982 3842195713
6 31 614.752218 8 76.844027 5121796609
7 31 710.106046 9 78.900672 5763552385
8 31 879.220565 11 79.929142 7046066177
9 31 1062.640904 13 81.741608 8349383553
10 31 1163.800484 14 83.128606 8970352897
11 31 1343.293318 16 83.955832 10252061697
12 31 1532.737259 18 85.152070 11530001089
13 31 1633.943124 19 85.997007 12173612545
14 31 1825.813135 21 86.943483 13460747009
15 31 2017.656644 23 87.724202 14743060289
16 31 2210.499267 25 88.419971 16075146369
17 31 2342.157488 26 90.082980 16659004737
18 31 2548.958631 28 91.034237 17938061313
19 31 2765.930002 30 92.197667 19317947521
20 31 2991.392984 32 93.481031 20507205057
21 31 3215.516843 34 94.574025 21781101121
22 31 3440.758709 36 95.576631 23060981569
23 31 3571.107012 38 93.976500 24349168321
24 31 3748.374575 40 93.709364 25645928641
25 31 4030.589577 42 95.966418 26954805825
26 31 4239.753034 44 96.358023 28182612737
27 31 4565.736075 46 99.255132 29609324929
28 31 4628.943472 48 96.436322 30751651521
29 31 4841.554802 50 96.831096 32032463937
30 31 5056.076405 52 97.232239 33328345985
31 31 5235.540549 53 98.783784 34031778881
73462.6
