q q_max q_time hits q_time/hits k 
1 31 67.498693 1 67.498693 639999937
2 31 143.067533 2 71.533766 1280538113
3 31 213.163887 3 71.054629 1920494337
4 31 367.810085 5 73.562017 3200883905
5 31 456.213698 6 76.035616 3841333185
6 31 617.416722 8 77.177090 5122341121
7 31 706.113761 9 78.457085 5762223169
8 31 881.666065 11 80.151460 7045930689
9 31 1061.318517 13 81.639886 8334763649
10 31 1161.994126 14 82.999580 8964691969
11 31 1348.171853 16 84.260741 10265794625
12 31 1531.891332 18 85.105074 11534591233
13 31 1637.733612 19 86.196506 12166386305
14 31 1824.822523 21 86.896311 13449389569
15 31 2021.831865 23 87.905733 14731357313
16 31 2210.806791 25 88.432272 16016670145
17 31 2338.027992 26 89.924154 16651831361
18 31 2550.724721 28 91.097311 17939791553
19 31 2755.758304 30 91.858610 19244903617
20 31 2965.833018 32 92.682282 20510597249
21 31 3169.536099 34 93.221650 21876040001
22 31 3378.005860 36 93.833496 23109621889
23 31 3584.712740 38 94.334546 24355783233
24 31 3745.394005 40 93.634850 25692810113
25 31 4123.334396 42 98.174628 27037606977
26 31 4363.290265 44 99.165688 28223915713
27 31 4512.903777 46 98.106604 29470475585
28 31 4641.472415 48 96.697342 30772763777
29 31 4969.514818 50 99.390296 32050240065
30 31 5122.817503 52 98.515721 33312111489
31 31 5167.537144 53 97.500701 33958390913
73640.4
