q q_max q_time hits q_time/hits k 
1 31 62.895033 1 62.895033 639999937
2 31 128.304478 2 64.152239 1280617601
3 31 200.791498 3 66.930499 1920721409
4 31 344.741030 5 68.948206 3202268481
5 31 426.191949 6 71.031991 3840713729
6 31 576.804750 8 72.100594 5122706113
7 31 659.607375 9 73.289708 5765385921
8 31 824.959071 11 74.996279 7043839297
9 31 994.744426 13 76.518802 8327893505
10 31 1096.908546 14 78.350610 8969054657
11 31 1261.841800 16 78.865112 10249771009
12 31 1439.895630 18 79.994202 11571327681
13 31 1533.366688 19 80.703510 12174075265
14 31 1712.897394 21 81.566543 13454292609
15 31 1890.978370 23 82.216451 14771505025
16 31 2074.695565 25 82.987823 16032336321
17 31 2193.747191 26 84.374892 16667192257
18 31 2402.803498 28 85.814411 17949703681
19 31 2593.282036 30 86.442735 19229242561
20 31 2776.088622 32 86.752769 20518882625
21 31 2980.631684 34 87.665638 21780841473
22 31 3241.257312 36 90.034925 23115236801
23 31 3436.592960 38 90.436657 24375138881
24 31 3537.204542 40 88.430114 25660708609
25 31 3865.835487 42 92.043702 26992568193
26 31 4125.882920 44 93.770066 28257196737
27 31 4185.918286 46 90.998224 29470792321
28 31 4355.514691 48 90.739889 30757367425
29 31 4640.673055 50 92.813461 32031739393
30 31 4865.361129 52 93.564637 33349877825
31 31 4995.607035 53 94.256737 33969003073
69426
