q q_max q_time hits q_time/hits k 
1 31 64.535358 1 64.535358 639999937
2 31 133.570306 2 66.785153 1280148865
3 31 205.024961 3 68.341654 1920344449
4 31 351.188541 5 70.237708 3204186753
5 31 433.146335 6 72.191056 3841205953
6 31 587.562331 8 73.445291 5123791553
7 31 673.444405 9 74.827156 5765772673
8 31 842.467193 11 76.587927 7046166337
9 31 1013.189616 13 77.937663 8363315073
10 31 1103.357569 14 78.811255 8970857217
11 31 1285.857742 16 80.366109 10252476545
12 31 1460.234339 18 81.124130 11557779905
13 31 1557.976742 19 81.998776 12178531585
14 31 1735.148800 21 82.626133 13450736769
15 31 1924.201955 23 83.660955 14733597441
16 31 2096.843233 25 83.873729 16016596161
17 31 2222.584957 26 85.484037 16652402433
18 31 2428.429338 28 86.729619 17943721025
19 31 2624.159256 30 87.471975 19209913665
20 31 2784.202044 32 87.006314 20595047681
21 31 2988.294730 34 87.891021 21777757761
22 31 3226.688132 36 89.630226 23105198337
23 31 3438.215663 38 90.479360 24352833345
24 31 3503.143394 40 87.578585 25712316801
25 31 3711.114441 42 88.359868 26922329665
26 31 4107.302764 44 93.347790 28191472001
27 31 4338.767122 46 94.321024 29562219137
28 31 4339.688425 48 90.410176 30755041345
29 31 4619.607250 50 92.392145 32047575297
30 31 4897.338147 52 94.179580 33316363841
31 31 4933.345817 53 93.081997 33948317761
69630.6
