q q_max q_time hits q_time/hits k 
1 31 68.177288 1 68.177288 639999937
2 31 136.661524 2 68.330762 1280190721
3 31 213.158125 3 71.052708 1920672449
4 31 367.553008 5 73.510602 3201446657
5 31 453.561759 6 75.593626 3841776449
6 31 613.966974 8 76.745872 5128076673
7 31 703.929204 9 78.214356 5765003393
8 31 877.197725 11 79.745248 7049034049
9 31 1057.860027 13 81.373848 8334917761
10 31 1153.866896 14 82.419064 8975716545
11 31 1340.464507 16 83.779032 10260954945
12 31 1530.819169 18 85.045509 11541299841
13 31 1630.648129 19 85.823586 12167088257
14 31 1821.497757 21 86.737988 13453885377
15 31 2012.849437 23 87.515193 14748413249
16 31 2202.753405 25 88.110136 16015877889
17 31 2342.993990 26 90.115153 16654328321
18 31 2548.429250 28 91.015330 17958390337
19 31 2740.352484 30 91.345083 19213160385
20 31 2952.412562 32 92.262893 20497002689
21 31 3149.149178 34 92.622035 21846178049
22 31 3347.647417 36 92.990206 23056763393
23 31 3549.836605 38 93.416753 24410449281
24 31 3736.616139 40 93.415403 25690014145
25 31 4048.652622 42 96.396491 26967909569
26 31 4220.529917 44 95.921134 28198700545
27 31 4442.934416 46 96.585531 29502006529
28 31 4734.213714 48 98.629452 30775946625
29 31 4937.570924 50 98.751418 32077417473
30 31 5057.545746 52 97.260495 33316172801
31 31 5263.449295 53 99.310364 33977480129
73257.3
