run: 84 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Wed Jan 27 23:21:47 2021 | q: 0/63 | q_time: 0.378892s | E: 1 | q_time/E: 0.378892s | shuffle time: 0.000000s
Wed Jan 27 23:21:48 2021 | q: 1/63 | q_time: 0.377714s | E: 1 | q_time/E: 0.377714s | shuffle time: 0.000254s
Wed Jan 27 23:21:48 2021 | q: 2/63 | q_time: 0.775898s | E: 2 | q_time/E: 0.387949s | shuffle time: 0.000273s
Wed Jan 27 23:21:50 2021 | q: 3/63 | q_time: 1.567910s | E: 4 | q_time/E: 0.391977s | shuffle time: 0.000267s
Wed Jan 27 23:21:53 2021 | q: 4/63 | q_time: 2.802929s | E: 7 | q_time/E: 0.400418s | shuffle time: 0.000274s
Wed Jan 27 23:21:57 2021 | q: 5/63 | q_time: 4.136937s | E: 10 | q_time/E: 0.413694s | shuffle time: 0.000276s
Wed Jan 27 23:22:03 2021 | q: 6/63 | q_time: 5.570883s | E: 13 | q_time/E: 0.428529s | shuffle time: 0.000279s
Wed Jan 27 23:22:09 2021 | q: 7/63 | q_time: 6.461603s | E: 16 | q_time/E: 0.403850s | shuffle time: 0.000274s
Wed Jan 27 23:22:17 2021 | q: 8/63 | q_time: 7.767981s | E: 19 | q_time/E: 0.408841s | shuffle time: 0.000275s
Wed Jan 27 23:22:26 2021 | q: 9/63 | q_time: 9.272678s | E: 22 | q_time/E: 0.421485s | shuffle time: 0.000278s
Wed Jan 27 23:22:37 2021 | q: 10/63 | q_time: 10.869385s | E: 26 | q_time/E: 0.418053s | shuffle time: 0.000281s
Wed Jan 27 23:22:51 2021 | q: 11/63 | q_time: 14.184458s | E: 30 | q_time/E: 0.472815s | shuffle time: 0.000278s
Wed Jan 27 23:23:07 2021 | q: 12/63 | q_time: 15.572574s | E: 34 | q_time/E: 0.458017s | shuffle time: 0.000280s
Wed Jan 27 23:23:24 2021 | q: 13/63 | q_time: 16.868510s | E: 37 | q_time/E: 0.455906s | shuffle time: 0.000282s
Wed Jan 27 23:23:43 2021 | q: 14/63 | q_time: 19.632185s | E: 42 | q_time/E: 0.467433s | shuffle time: 0.000280s
Wed Jan 27 23:24:06 2021 | q: 15/63 | q_time: 22.868471s | E: 47 | q_time/E: 0.486563s | shuffle time: 0.000282s
Wed Jan 27 23:24:28 2021 | q: 16/63 | q_time: 22.023298s | E: 51 | q_time/E: 0.431829s | shuffle time: 0.000275s
Wed Jan 27 23:24:54 2021 | q: 17/63 | q_time: 26.250854s | E: 56 | q_time/E: 0.468765s | shuffle time: 0.000277s
Wed Jan 27 23:25:20 2021 | q: 18/63 | q_time: 25.377403s | E: 60 | q_time/E: 0.422957s | shuffle time: 0.000282s
Wed Jan 27 23:25:48 2021 | q: 19/63 | q_time: 28.733292s | E: 64 | q_time/E: 0.448958s | shuffle time: 0.000280s
Wed Jan 27 23:26:19 2021 | q: 20/63 | q_time: 31.060799s | E: 69 | q_time/E: 0.450157s | shuffle time: 0.000279s
Wed Jan 27 23:26:50 2021 | q: 21/63 | q_time: 30.811203s | E: 74 | q_time/E: 0.416368s | shuffle time: 0.000278s
Wed Jan 27 23:27:31 2021 | q: 22/63 | q_time: 40.430119s | E: 80 | q_time/E: 0.505376s | shuffle time: 0.000279s
Wed Jan 27 23:28:06 2021 | q: 23/63 | q_time: 35.680215s | E: 85 | q_time/E: 0.419767s | shuffle time: 0.000278s
Wed Jan 27 23:28:45 2021 | q: 24/63 | q_time: 38.192323s | E: 91 | q_time/E: 0.419696s | shuffle time: 0.000277s
Wed Jan 27 23:29:25 2021 | q: 25/63 | q_time: 40.249071s | E: 97 | q_time/E: 0.414939s | shuffle time: 0.000277s
Wed Jan 27 23:30:17 2021 | q: 26/63 | q_time: 52.379676s | E: 103 | q_time/E: 0.508541s | shuffle time: 0.000275s
Wed Jan 27 23:31:03 2021 | q: 27/63 | q_time: 46.008980s | E: 108 | q_time/E: 0.426009s | shuffle time: 0.000274s
Wed Jan 27 23:31:54 2021 | q: 28/63 | q_time: 50.669471s | E: 115 | q_time/E: 0.440604s | shuffle time: 0.000271s
