q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.377212 1 0.377212 1279874 1279873 0
1 63 0.374200 1 0.374200 1279874 1279873 0
2 63 0.767833 2 0.383916 2561610 1864254 697355
3 63 1.551107 4 0.387777 5126188 3052378 2073809
4 63 2.745926 7 0.392275 8987416 4681913 4305502
5 63 4.076767 10 0.407677 13270898 6586577 6684320
6 63 5.571484 13 0.428576 18108146 8684074 9424071
7 63 6.476375 16 0.404773 20943060 9947962 10995097
8 63 7.635649 19 0.401876 24602273 11572109 13030163
9 63 9.099288 22 0.413604 29261090 13857052 15404037
10 63 10.699811 26 0.411531 34299199 15744785 18554413
11 63 15.056951 30 0.501898 48510916 21968002 26542913
12 63 15.671658 34 0.460931 50412574 22346043 28066530
13 63 18.007524 37 0.486690 58135364 26225382 31909981
14 63 18.406682 42 0.438254 59517547 26111167 33406379
15 63 22.600139 47 0.480854 73771750 31807728 41964021
16 63 23.285726 51 0.456583 76079990 32443091 43636898
17 63 26.628402 56 0.475507 87558409 36924645 50633763
18 63 28.543449 60 0.475724 93984341 39429713 54554627
19 63 28.575787 64 0.446497 92951095 38805454 54145640
20 63 33.469112 69 0.485060 109618481 45445666 64172814
21 63 34.496649 74 0.466171 113217752 46372509 66845242
22 63 35.268604 80 0.440858 116066814 46376697 69690116
23 63 36.993000 85 0.435212 122199208 48728515 73470692
24 63 39.091385 91 0.429576 129702538 50843954 78858583
25 63 42.151788 97 0.434555 140636372 54116637 86519734
26 63 52.469592 103 0.509414 177020765 67584706 109436058
27 63 45.056172 108 0.417187 151422586 57508824 93913761
28 63 49.920111 115 0.434088 169149667 62584393 106565273
29 63 52.582351 121 0.434565 179148081 65596848 113551232
30 63 51.062397 126 0.405257 174326652 63455263 110871388
31 63 54.536816 131 0.416312 186801422 67735039 119066382
32 63 63.888226 137 0.466337 220622441 79609383 141013057
33 63 61.056336 140 0.436117 210828706 76807750 134020955
34 63 61.957278 143 0.433268 214492322 78292221 136200100
35 63 59.575821 145 0.410868 206005966 76117865 129888100
36 63 57.704750 146 0.395238 199097975 74220992 124876982
37 63 63.152456 147 0.429609 218828374 83277654 135550719
38 63 62.297698 148 0.420930 215748022 82851708 132896313
39 63 66.839664 150 0.445598 232012801 89445072 142567728
40 63 66.259228 152 0.435916 230134838 88904924 141229913
41 63 66.717587 154 0.433231 232033365 90373187 141660177
42 63 68.621632 156 0.439882 239015016 93097779 145917236
43 63 66.365933 159 0.417396 231484422 89605587 141878834
44 63 73.042941 162 0.450882 256267386 98767767 157499618
45 63 66.618253 165 0.403747 233460153 90219052 143241100
46 63 73.489045 167 0.440054 258919333 99596503 159322829
47 63 83.023367 169 0.491263 293748058 113620360 180127697
48 63 74.438432 171 0.435312 262243118 101100001 161143116
49 63 90.327888 173 0.522127 321446590 124374091 197072498
50 63 79.374559 175 0.453569 282012635 109038544 172974090
51 63 78.846109 177 0.445458 280670730 108013669 172657060
52 63 72.080698 178 0.404948 256166210 98817146 157349063
53 63 74.855775 179 0.418189 266823639 102592015 164231623
54 63 79.373723 180 0.440965 283681200 109912286 173768913
55 63 95.909220 182 0.526974 345955012 133794412 212160599
56 63 82.907598 184 0.450585 298469117 114610989 183858127
57 63 90.923929 186 0.488838 328934584 125901509 203033074
58 63 82.863135 188 0.440761 299567932 113993891 185574040
59 63 86.745110 191 0.454163 315042794 118621953 196420840
60 63 82.782300 194 0.426713 300921749 112328544 188593204
61 63 84.935245 197 0.431143 310197530 115075688 195121841
62 63 85.350214 199 0.428896 312617101 114249761 198367339
63 63 94.956035 200 0.474780 349371037 128211121 221159915
3170.53
