q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.381232 1 0.381232 1279874 1279873 0
1 63 0.377830 1 0.377830 1279874 1279873 0
2 63 0.775649 2 0.387824 2560675 1860643 700031
3 63 1.566128 4 0.391532 5125764 3040182 2085581
4 63 2.781593 7 0.397370 9013733 4701771 4311961
5 63 4.034279 10 0.403428 12987413 6416964 6570448
6 63 5.361017 13 0.412386 17210319 8247759 8962559
7 63 6.464903 16 0.404056 20719295 9795920 10923374
8 63 7.736806 19 0.407200 24709055 11673519 13035535
9 63 9.012684 22 0.409667 28694922 13568609 15126312
10 63 11.474876 26 0.441341 36541469 16846043 19695425
11 63 14.414774 30 0.480492 45908685 20832902 25075782
12 63 16.593709 34 0.488050 51476785 22889864 28586920
13 63 15.512972 37 0.419270 49222810 22072280 27150529
14 63 17.403683 42 0.414373 55526878 24019313 31507564
15 63 20.936012 47 0.445447 67471131 28826330 38644800
16 63 22.069704 51 0.432739 71247713 30236842 41010870
17 63 24.547641 56 0.438351 78598881 33016164 45582716
18 63 26.161854 60 0.436031 84332786 35197245 49135540
19 63 26.564346 64 0.415068 85304654 35473389 49831264
20 63 32.058112 69 0.464610 102128643 42120891 60007751
21 63 32.709071 74 0.442014 105976067 43306877 62669189
22 63 41.322577 80 0.516532 135496942 54364624 81132317
23 63 37.223375 85 0.437922 121103751 48120756 72982994
24 63 39.965712 91 0.439184 131380651 51206105 80174545
25 63 43.807379 97 0.451622 144493179 55809086 88684092
26 63 48.097973 103 0.466971 160173748 60805515 99368232
27 63 45.463381 108 0.420957 151396605 57309593 94087011
28 63 52.378190 115 0.455463 176121041 65492843 110628197
29 63 55.596025 121 0.459471 188042395 68933322 119109072
30 63 53.044012 126 0.420984 179725485 65059382 114666102
31 63 58.668663 131 0.447852 199586265 72462404 127123860
32 63 65.460684 137 0.477815 224052752 80881662 143171089
33 63 57.678326 140 0.411988 196735247 71089183 125646063
34 63 70.627797 143 0.493901 243154493 89143105 154011387
35 63 61.586980 145 0.424738 211105799 77883158 133222640
36 63 63.986052 146 0.438261 219461306 81980530 137480775
37 63 61.963216 147 0.421518 212266105 80631696 131634408
38 63 67.085707 148 0.453282 230630553 88469387 142161165
39 63 68.131965 150 0.454213 234324856 90547550 143777305
40 63 70.734465 152 0.465358 243789647 94343031 149446615
41 63 66.803625 154 0.433790 230051887 89232803 140819083
42 63 66.135802 156 0.423947 227806434 88905492 138900941
43 63 76.343414 159 0.480147 265038574 102954327 162084246
44 63 73.127095 162 0.451402 254041678 98192876 155848801
45 63 67.788771 165 0.410841 235377119 90697185 144679933
46 63 74.026598 167 0.443273 258344227 99851831 158492395
47 63 73.268753 169 0.433543 255704486 98502058 157202427
48 63 78.983711 171 0.461893 276315630 105878546 170437083
49 63 75.534581 173 0.436616 264772381 101555507 163216873
50 63 75.452990 175 0.431160 265127535 102102157 163025377
51 63 78.603234 177 0.444086 277155515 106740700 170414814
52 63 77.413961 178 0.434910 273199882 106127735 167072146
53 63 82.911014 179 0.463190 293652701 113670943 179981757
54 63 76.309452 180 0.423941 269727624 104614205 165113418
55 63 77.664165 182 0.426726 275699939 106384047 169315891
56 63 90.330856 184 0.490929 322945380 123910953 199034426
57 63 80.359879 186 0.432042 287042383 109470208 177572174
58 63 83.081436 188 0.441923 297678240 113047408 184630831
59 63 81.138948 191 0.424811 291318515 110275103 181043411
60 63 80.139697 194 0.413091 288360396 107707389 180653006
61 63 81.703574 197 0.414739 295377158 108306376 187070781
62 63 94.222322 199 0.473479 342595263 126245001 216350261
63 63 88.500316 200 0.442502 319314084 116549790 202764293
3161.61
