run: 82 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Wed Jan 27 21:34:46 2021 | q: 0/63 | q_time: 0.375733s | E: 1 | q_time/E: 0.375733s | shuffle time: 0.000000s
Wed Jan 27 21:34:47 2021 | q: 1/63 | q_time: 0.374144s | E: 1 | q_time/E: 0.374144s | shuffle time: 0.000265s
Wed Jan 27 21:34:47 2021 | q: 2/63 | q_time: 0.768720s | E: 2 | q_time/E: 0.384360s | shuffle time: 0.000274s
Wed Jan 27 21:34:49 2021 | q: 3/63 | q_time: 1.558087s | E: 4 | q_time/E: 0.389522s | shuffle time: 0.000269s
Wed Jan 27 21:34:52 2021 | q: 4/63 | q_time: 2.768997s | E: 7 | q_time/E: 0.395571s | shuffle time: 0.000281s
Wed Jan 27 21:34:56 2021 | q: 5/63 | q_time: 4.119273s | E: 10 | q_time/E: 0.411927s | shuffle time: 0.000278s
Wed Jan 27 21:35:01 2021 | q: 6/63 | q_time: 5.472030s | E: 13 | q_time/E: 0.420925s | shuffle time: 0.000283s
Wed Jan 27 21:35:08 2021 | q: 7/63 | q_time: 6.669695s | E: 16 | q_time/E: 0.416856s | shuffle time: 0.000280s
Wed Jan 27 21:35:16 2021 | q: 8/63 | q_time: 7.681449s | E: 19 | q_time/E: 0.404287s | shuffle time: 0.000279s
Wed Jan 27 21:35:25 2021 | q: 9/63 | q_time: 9.114709s | E: 22 | q_time/E: 0.414305s | shuffle time: 0.000281s
Wed Jan 27 21:35:35 2021 | q: 10/63 | q_time: 10.573620s | E: 26 | q_time/E: 0.406678s | shuffle time: 0.000280s
Wed Jan 27 21:35:49 2021 | q: 11/63 | q_time: 13.502079s | E: 30 | q_time/E: 0.450069s | shuffle time: 0.000282s
Wed Jan 27 21:36:03 2021 | q: 12/63 | q_time: 14.031317s | E: 34 | q_time/E: 0.412686s | shuffle time: 0.000280s
Wed Jan 27 21:36:18 2021 | q: 13/63 | q_time: 15.490151s | E: 37 | q_time/E: 0.418653s | shuffle time: 0.000280s
