run: 19 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Mon Jan 25 12:42:57 2021 | q: 0/63 | q_time: 0.386083s | E: 1 | q_time/E: 0.386083s | shuffle time: 0.000000s
Mon Jan 25 12:42:57 2021 | q: 1/63 | q_time: 0.383254s | E: 1 | q_time/E: 0.383254s | shuffle time: 0.000259s
Mon Jan 25 12:42:58 2021 | q: 2/63 | q_time: 0.787122s | E: 2 | q_time/E: 0.393561s | shuffle time: 0.000272s
Mon Jan 25 12:42:59 2021 | q: 3/63 | q_time: 1.590610s | E: 4 | q_time/E: 0.397652s | shuffle time: 0.000270s
Mon Jan 25 12:43:02 2021 | q: 4/63 | q_time: 2.810685s | E: 7 | q_time/E: 0.401526s | shuffle time: 0.000277s
Mon Jan 25 12:43:07 2021 | q: 5/63 | q_time: 4.269713s | E: 10 | q_time/E: 0.426971s | shuffle time: 0.000279s
Mon Jan 25 12:43:12 2021 | q: 6/63 | q_time: 5.412150s | E: 13 | q_time/E: 0.416319s | shuffle time: 0.000279s
Mon Jan 25 12:43:19 2021 | q: 7/63 | q_time: 6.748751s | E: 16 | q_time/E: 0.421797s | shuffle time: 0.000274s
Mon Jan 25 12:43:27 2021 | q: 8/63 | q_time: 7.892662s | E: 19 | q_time/E: 0.415403s | shuffle time: 0.000278s
Mon Jan 25 12:43:36 2021 | q: 9/63 | q_time: 9.036150s | E: 22 | q_time/E: 0.410734s | shuffle time: 0.000278s
Mon Jan 25 12:43:47 2021 | q: 10/63 | q_time: 11.659966s | E: 26 | q_time/E: 0.448460s | shuffle time: 0.000278s
Mon Jan 25 12:44:02 2021 | q: 11/63 | q_time: 14.246746s | E: 30 | q_time/E: 0.474892s | shuffle time: 0.000280s
Mon Jan 25 12:44:18 2021 | q: 12/63 | q_time: 16.591781s | E: 34 | q_time/E: 0.487994s | shuffle time: 0.000278s
Mon Jan 25 12:44:34 2021 | q: 13/63 | q_time: 16.366506s | E: 37 | q_time/E: 0.442338s | shuffle time: 0.000280s
Mon Jan 25 12:45:05 2021 | q: 14/63 | q_time: 31.006720s | E: 42 | q_time/E: 0.738255s | shuffle time: 0.000279s
Mon Jan 25 12:45:28 2021 | q: 15/63 | q_time: 22.870226s | E: 47 | q_time/E: 0.486601s | shuffle time: 0.000280s
