run: 3 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Sun Jan 24 21:30:21 2021 | q: 0/63 | q_time: 0.382720s | E: 1 | q_time/E: 0.382720s | shuffle time: 0.000000s
Sun Jan 24 21:30:21 2021 | q: 1/63 | q_time: 0.381533s | E: 1 | q_time/E: 0.381533s | shuffle time: 0.000257s
Sun Jan 24 21:30:22 2021 | q: 2/63 | q_time: 0.783325s | E: 2 | q_time/E: 0.391662s | shuffle time: 0.000271s
Sun Jan 24 21:30:24 2021 | q: 3/63 | q_time: 1.584269s | E: 4 | q_time/E: 0.396067s | shuffle time: 0.000267s
Sun Jan 24 21:30:26 2021 | q: 4/63 | q_time: 2.804265s | E: 7 | q_time/E: 0.400609s | shuffle time: 0.000275s
Sun Jan 24 21:30:31 2021 | q: 5/63 | q_time: 4.183053s | E: 10 | q_time/E: 0.418305s | shuffle time: 0.000277s
Sun Jan 24 21:30:36 2021 | q: 6/63 | q_time: 5.558581s | E: 13 | q_time/E: 0.427583s | shuffle time: 0.000277s
Sun Jan 24 21:30:43 2021 | q: 7/63 | q_time: 6.619213s | E: 16 | q_time/E: 0.413701s | shuffle time: 0.000278s
Sun Jan 24 21:30:51 2021 | q: 8/63 | q_time: 7.846791s | E: 19 | q_time/E: 0.412989s | shuffle time: 0.000279s
Sun Jan 24 21:31:00 2021 | q: 9/63 | q_time: 9.063267s | E: 22 | q_time/E: 0.411967s | shuffle time: 0.000278s
Sun Jan 24 21:31:17 2021 | q: 10/63 | q_time: 16.918957s | E: 26 | q_time/E: 0.650729s | shuffle time: 0.000278s
Sun Jan 24 21:31:32 2021 | q: 11/63 | q_time: 15.520908s | E: 30 | q_time/E: 0.517364s | shuffle time: 0.000280s
Sun Jan 24 21:31:46 2021 | q: 12/63 | q_time: 14.237318s | E: 34 | q_time/E: 0.418745s | shuffle time: 0.000282s
Sun Jan 24 21:32:03 2021 | q: 13/63 | q_time: 16.777400s | E: 37 | q_time/E: 0.453443s | shuffle time: 0.000281s
Sun Jan 24 21:32:23 2021 | q: 14/63 | q_time: 19.816364s | E: 42 | q_time/E: 0.471818s | shuffle time: 0.000280s
Sun Jan 24 21:32:45 2021 | q: 15/63 | q_time: 22.137666s | E: 47 | q_time/E: 0.471014s | shuffle time: 0.000280s
Sun Jan 24 21:33:09 2021 | q: 16/63 | q_time: 23.497582s | E: 51 | q_time/E: 0.460737s | shuffle time: 0.000277s
Sun Jan 24 21:33:35 2021 | q: 17/63 | q_time: 25.980152s | E: 56 | q_time/E: 0.463931s | shuffle time: 0.000279s
Sun Jan 24 21:34:02 2021 | q: 18/63 | q_time: 27.209520s | E: 60 | q_time/E: 0.453492s | shuffle time: 0.000281s
Sun Jan 24 21:34:29 2021 | q: 19/63 | q_time: 27.712169s | E: 64 | q_time/E: 0.433003s | shuffle time: 0.000279s
Sun Jan 24 21:35:01 2021 | q: 20/63 | q_time: 31.587218s | E: 69 | q_time/E: 0.457786s | shuffle time: 0.000283s
Sun Jan 24 21:35:34 2021 | q: 21/63 | q_time: 33.055131s | E: 74 | q_time/E: 0.446691s | shuffle time: 0.000280s
Sun Jan 24 21:36:15 2021 | q: 22/63 | q_time: 41.034042s | E: 80 | q_time/E: 0.512926s | shuffle time: 0.000283s
Sun Jan 24 21:36:52 2021 | q: 23/63 | q_time: 37.367232s | E: 85 | q_time/E: 0.439614s | shuffle time: 0.000446s
Sun Jan 24 21:37:35 2021 | q: 24/63 | q_time: 42.530876s | E: 91 | q_time/E: 0.467372s | shuffle time: 0.000278s
Sun Jan 24 21:38:20 2021 | q: 25/63 | q_time: 44.798515s | E: 97 | q_time/E: 0.461840s | shuffle time: 0.000277s
Sun Jan 24 21:39:07 2021 | q: 26/63 | q_time: 47.486681s | E: 103 | q_time/E: 0.461036s | shuffle time: 0.000280s
Sun Jan 24 21:40:04 2021 | q: 27/63 | q_time: 56.554693s | E: 108 | q_time/E: 0.523655s | shuffle time: 0.000277s
Sun Jan 24 21:40:58 2021 | q: 28/63 | q_time: 53.996218s | E: 115 | q_time/E: 0.469532s | shuffle time: 0.000274s
Sun Jan 24 21:41:51 2021 | q: 29/63 | q_time: 52.694547s | E: 121 | q_time/E: 0.435492s | shuffle time: 0.000273s
Sun Jan 24 21:42:46 2021 | q: 30/63 | q_time: 55.187320s | E: 126 | q_time/E: 0.437995s | shuffle time: 0.000270s
Sun Jan 24 21:43:44 2021 | q: 31/63 | q_time: 58.301753s | E: 131 | q_time/E: 0.445052s | shuffle time: 0.000273s
Sun Jan 24 21:44:44 2021 | q: 32/63 | q_time: 59.604837s | E: 137 | q_time/E: 0.435072s | shuffle time: 0.000274s
Sun Jan 24 21:45:45 2021 | q: 33/63 | q_time: 61.801151s | E: 140 | q_time/E: 0.441437s | shuffle time: 0.000273s
Sun Jan 24 21:46:44 2021 | q: 34/63 | q_time: 58.695578s | E: 143 | q_time/E: 0.410459s | shuffle time: 0.000273s
Sun Jan 24 21:47:46 2021 | q: 35/63 | q_time: 61.733475s | E: 145 | q_time/E: 0.425748s | shuffle time: 0.000278s
Sun Jan 24 21:48:54 2021 | q: 36/63 | q_time: 68.321134s | E: 146 | q_time/E: 0.467953s | shuffle time: 0.000273s
Sun Jan 24 21:49:56 2021 | q: 37/63 | q_time: 61.717284s | E: 147 | q_time/E: 0.419845s | shuffle time: 0.000273s
Sun Jan 24 21:50:58 2021 | q: 38/63 | q_time: 62.256222s | E: 148 | q_time/E: 0.420650s | shuffle time: 0.000274s
Sun Jan 24 21:52:11 2021 | q: 39/63 | q_time: 72.873169s | E: 150 | q_time/E: 0.485821s | shuffle time: 0.000277s
Sun Jan 24 21:53:27 2021 | q: 40/63 | q_time: 75.655222s | E: 152 | q_time/E: 0.497732s | shuffle time: 0.000276s
Sun Jan 24 21:54:34 2021 | q: 41/63 | q_time: 67.179975s | E: 154 | q_time/E: 0.436234s | shuffle time: 0.000276s
Sun Jan 24 21:55:44 2021 | q: 42/63 | q_time: 69.969710s | E: 156 | q_time/E: 0.448524s | shuffle time: 0.000276s
Sun Jan 24 21:57:06 2021 | q: 43/63 | q_time: 82.404114s | E: 159 | q_time/E: 0.518265s | shuffle time: 0.000275s
Sun Jan 24 21:58:14 2021 | q: 44/63 | q_time: 67.809892s | E: 162 | q_time/E: 0.418580s | shuffle time: 0.000276s
Sun Jan 24 21:59:31 2021 | q: 45/63 | q_time: 77.157346s | E: 165 | q_time/E: 0.467620s | shuffle time: 0.000277s
Sun Jan 24 22:01:00 2021 | q: 46/63 | q_time: 88.696650s | E: 167 | q_time/E: 0.531118s | shuffle time: 0.000273s
Sun Jan 24 22:02:23 2021 | q: 47/63 | q_time: 82.686070s | E: 169 | q_time/E: 0.489267s | shuffle time: 0.000273s
Sun Jan 24 22:03:54 2021 | q: 48/63 | q_time: 91.165825s | E: 171 | q_time/E: 0.533133s | shuffle time: 0.000271s
Sun Jan 24 22:05:22 2021 | q: 49/63 | q_time: 88.038536s | E: 173 | q_time/E: 0.508893s | shuffle time: 0.000271s
Sun Jan 24 22:06:42 2021 | q: 50/63 | q_time: 79.952951s | E: 175 | q_time/E: 0.456874s | shuffle time: 0.000271s
Sun Jan 24 22:08:02 2021 | q: 51/63 | q_time: 80.316532s | E: 177 | q_time/E: 0.453766s | shuffle time: 0.000272s
Sun Jan 24 22:09:15 2021 | q: 52/63 | q_time: 73.370946s | E: 178 | q_time/E: 0.412196s | shuffle time: 0.000270s
Sun Jan 24 22:10:38 2021 | q: 53/63 | q_time: 82.956627s | E: 179 | q_time/E: 0.463445s | shuffle time: 0.000269s
Sun Jan 24 22:12:02 2021 | q: 54/63 | q_time: 83.395600s | E: 180 | q_time/E: 0.463309s | shuffle time: 0.000267s
Sun Jan 24 22:13:24 2021 | q: 55/63 | q_time: 82.568617s | E: 182 | q_time/E: 0.453674s | shuffle time: 0.000264s
Sun Jan 24 22:14:57 2021 | q: 56/63 | q_time: 92.649050s | E: 184 | q_time/E: 0.503527s | shuffle time: 0.000263s
Sun Jan 24 22:16:21 2021 | q: 57/63 | q_time: 83.533370s | E: 186 | q_time/E: 0.449104s | shuffle time: 0.000264s
Sun Jan 24 22:17:45 2021 | q: 58/63 | q_time: 84.637241s | E: 188 | q_time/E: 0.450198s | shuffle time: 0.000263s
Sun Jan 24 22:19:11 2021 | q: 59/63 | q_time: 86.192581s | E: 191 | q_time/E: 0.451270s | shuffle time: 0.000262s
Sun Jan 24 22:20:36 2021 | q: 60/63 | q_time: 85.063445s | E: 194 | q_time/E: 0.438471s | shuffle time: 0.000262s
Sun Jan 24 22:21:59 2021 | q: 61/63 | q_time: 82.940081s | E: 197 | q_time/E: 0.421016s | shuffle time: 0.000260s
Sun Jan 24 22:23:33 2021 | q: 62/63 | q_time: 93.586413s | E: 199 | q_time/E: 0.470283s | shuffle time: 0.000260s
Sun Jan 24 22:25:15 2021 | q: 63/63 | q_time: 101.969715s | E: 200 | q_time/E: 0.509849s | shuffle time: 0.000258s
