run: 37 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Tue Jan 26 05:34:35 2021 | q: 0/63 | q_time: 0.380134s | E: 1 | q_time/E: 0.380134s | shuffle time: 0.000000s
Tue Jan 26 05:34:36 2021 | q: 1/63 | q_time: 0.380374s | E: 1 | q_time/E: 0.380374s | shuffle time: 0.000258s
Tue Jan 26 05:34:37 2021 | q: 2/63 | q_time: 0.780994s | E: 2 | q_time/E: 0.390497s | shuffle time: 0.000273s
Tue Jan 26 05:34:38 2021 | q: 3/63 | q_time: 1.577639s | E: 4 | q_time/E: 0.394410s | shuffle time: 0.000268s
Tue Jan 26 05:34:41 2021 | q: 4/63 | q_time: 2.800240s | E: 7 | q_time/E: 0.400034s | shuffle time: 0.000276s
Tue Jan 26 05:34:45 2021 | q: 5/63 | q_time: 4.190470s | E: 10 | q_time/E: 0.419047s | shuffle time: 0.000276s
Tue Jan 26 05:34:50 2021 | q: 6/63 | q_time: 5.271427s | E: 13 | q_time/E: 0.405494s | shuffle time: 0.000280s
Tue Jan 26 05:34:57 2021 | q: 7/63 | q_time: 6.825583s | E: 16 | q_time/E: 0.426599s | shuffle time: 0.000275s
Tue Jan 26 05:35:05 2021 | q: 8/63 | q_time: 8.029825s | E: 19 | q_time/E: 0.422622s | shuffle time: 0.000278s
Tue Jan 26 05:35:14 2021 | q: 9/63 | q_time: 9.222477s | E: 22 | q_time/E: 0.419204s | shuffle time: 0.000279s
Tue Jan 26 05:35:27 2021 | q: 10/63 | q_time: 12.096447s | E: 26 | q_time/E: 0.465248s | shuffle time: 0.000281s
Tue Jan 26 05:35:41 2021 | q: 11/63 | q_time: 14.623579s | E: 30 | q_time/E: 0.487453s | shuffle time: 0.000280s
Tue Jan 26 05:35:57 2021 | q: 12/63 | q_time: 15.898555s | E: 34 | q_time/E: 0.467605s | shuffle time: 0.000279s
Tue Jan 26 05:36:14 2021 | q: 13/63 | q_time: 17.364668s | E: 37 | q_time/E: 0.469315s | shuffle time: 0.000280s
Tue Jan 26 05:36:32 2021 | q: 14/63 | q_time: 18.030635s | E: 42 | q_time/E: 0.429301s | shuffle time: 0.000279s
Tue Jan 26 05:36:52 2021 | q: 15/63 | q_time: 19.734392s | E: 47 | q_time/E: 0.419881s | shuffle time: 0.000280s
Tue Jan 26 05:37:15 2021 | q: 16/63 | q_time: 22.677489s | E: 51 | q_time/E: 0.444657s | shuffle time: 0.000275s
Tue Jan 26 05:37:41 2021 | q: 17/63 | q_time: 25.894444s | E: 56 | q_time/E: 0.462401s | shuffle time: 0.000277s
Tue Jan 26 05:38:10 2021 | q: 18/63 | q_time: 28.936657s | E: 60 | q_time/E: 0.482278s | shuffle time: 0.000282s
Tue Jan 26 05:38:39 2021 | q: 19/63 | q_time: 29.707905s | E: 64 | q_time/E: 0.464186s | shuffle time: 0.000279s
Tue Jan 26 05:39:12 2021 | q: 20/63 | q_time: 32.840545s | E: 69 | q_time/E: 0.475950s | shuffle time: 0.000280s
Tue Jan 26 05:39:46 2021 | q: 21/63 | q_time: 33.709264s | E: 74 | q_time/E: 0.455531s | shuffle time: 0.000281s
Tue Jan 26 05:40:26 2021 | q: 22/63 | q_time: 39.570821s | E: 80 | q_time/E: 0.494635s | shuffle time: 0.000329s
Tue Jan 26 05:41:08 2021 | q: 23/63 | q_time: 42.879476s | E: 85 | q_time/E: 0.504464s | shuffle time: 0.000280s
Tue Jan 26 05:41:52 2021 | q: 24/63 | q_time: 43.309177s | E: 91 | q_time/E: 0.475925s | shuffle time: 0.000279s
Tue Jan 26 05:42:36 2021 | q: 25/63 | q_time: 44.544297s | E: 97 | q_time/E: 0.459220s | shuffle time: 0.000279s
Tue Jan 26 05:43:32 2021 | q: 26/63 | q_time: 55.282689s | E: 103 | q_time/E: 0.536725s | shuffle time: 0.000276s
Tue Jan 26 05:44:18 2021 | q: 27/63 | q_time: 46.564154s | E: 108 | q_time/E: 0.431150s | shuffle time: 0.000275s
Tue Jan 26 05:45:09 2021 | q: 28/63 | q_time: 51.041370s | E: 115 | q_time/E: 0.443838s | shuffle time: 0.000272s
Tue Jan 26 05:46:01 2021 | q: 29/63 | q_time: 51.467605s | E: 121 | q_time/E: 0.425352s | shuffle time: 0.000274s
Tue Jan 26 05:47:02 2021 | q: 30/63 | q_time: 61.239551s | E: 126 | q_time/E: 0.486028s | shuffle time: 0.000271s
Tue Jan 26 05:48:06 2021 | q: 31/63 | q_time: 63.752843s | E: 131 | q_time/E: 0.486663s | shuffle time: 0.000272s
Tue Jan 26 05:49:17 2021 | q: 32/63 | q_time: 71.225843s | E: 137 | q_time/E: 0.519897s | shuffle time: 0.000273s
Tue Jan 26 05:50:31 2021 | q: 33/63 | q_time: 74.435548s | E: 140 | q_time/E: 0.531682s | shuffle time: 0.000274s
Tue Jan 26 05:51:34 2021 | q: 34/63 | q_time: 63.225436s | E: 143 | q_time/E: 0.442136s | shuffle time: 0.000272s
