run: 75 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Wed Jan 27 15:22:34 2021 | q: 0/63 | q_time: 0.379234s | E: 1 | q_time/E: 0.379234s | shuffle time: 0.000000s
Wed Jan 27 15:22:34 2021 | q: 1/63 | q_time: 0.376927s | E: 1 | q_time/E: 0.376927s | shuffle time: 0.000256s
Wed Jan 27 15:22:35 2021 | q: 2/63 | q_time: 0.773857s | E: 2 | q_time/E: 0.386929s | shuffle time: 0.000274s
Wed Jan 27 15:22:37 2021 | q: 3/63 | q_time: 1.564381s | E: 4 | q_time/E: 0.391095s | shuffle time: 0.000266s
Wed Jan 27 15:22:39 2021 | q: 4/63 | q_time: 2.793601s | E: 7 | q_time/E: 0.399086s | shuffle time: 0.000273s
Wed Jan 27 15:22:43 2021 | q: 5/63 | q_time: 4.099455s | E: 10 | q_time/E: 0.409945s | shuffle time: 0.000275s
Wed Jan 27 15:22:49 2021 | q: 6/63 | q_time: 5.580151s | E: 13 | q_time/E: 0.429242s | shuffle time: 0.000277s
Wed Jan 27 15:22:56 2021 | q: 7/63 | q_time: 6.533756s | E: 16 | q_time/E: 0.408360s | shuffle time: 0.000339s
Wed Jan 27 15:23:03 2021 | q: 8/63 | q_time: 7.673038s | E: 19 | q_time/E: 0.403844s | shuffle time: 0.000278s
Wed Jan 27 15:23:12 2021 | q: 9/63 | q_time: 8.966628s | E: 22 | q_time/E: 0.407574s | shuffle time: 0.000275s
Wed Jan 27 15:23:23 2021 | q: 10/63 | q_time: 11.330110s | E: 26 | q_time/E: 0.435773s | shuffle time: 0.000278s
Wed Jan 27 15:23:39 2021 | q: 11/63 | q_time: 15.308969s | E: 30 | q_time/E: 0.510299s | shuffle time: 0.000280s
Wed Jan 27 15:23:53 2021 | q: 12/63 | q_time: 14.696714s | E: 34 | q_time/E: 0.432256s | shuffle time: 0.000279s
Wed Jan 27 15:24:11 2021 | q: 13/63 | q_time: 17.367888s | E: 37 | q_time/E: 0.469402s | shuffle time: 0.000282s
Wed Jan 27 15:24:30 2021 | q: 14/63 | q_time: 18.807771s | E: 42 | q_time/E: 0.447804s | shuffle time: 0.000281s
Wed Jan 27 15:24:50 2021 | q: 15/63 | q_time: 20.644421s | E: 47 | q_time/E: 0.439243s | shuffle time: 0.000281s
Wed Jan 27 15:25:14 2021 | q: 16/63 | q_time: 23.362376s | E: 51 | q_time/E: 0.458086s | shuffle time: 0.000278s
Wed Jan 27 15:25:38 2021 | q: 17/63 | q_time: 24.284000s | E: 56 | q_time/E: 0.433643s | shuffle time: 0.000278s
Wed Jan 27 15:26:06 2021 | q: 18/63 | q_time: 27.731015s | E: 60 | q_time/E: 0.462184s | shuffle time: 0.000279s
Wed Jan 27 15:26:34 2021 | q: 19/63 | q_time: 27.850492s | E: 64 | q_time/E: 0.435164s | shuffle time: 0.000276s
Wed Jan 27 15:27:06 2021 | q: 20/63 | q_time: 32.566415s | E: 69 | q_time/E: 0.471977s | shuffle time: 0.000284s
Wed Jan 27 15:27:38 2021 | q: 21/63 | q_time: 32.104516s | E: 74 | q_time/E: 0.433845s | shuffle time: 0.000281s
Wed Jan 27 15:28:14 2021 | q: 22/63 | q_time: 35.898060s | E: 80 | q_time/E: 0.448726s | shuffle time: 0.000283s
Wed Jan 27 15:28:50 2021 | q: 23/63 | q_time: 35.963538s | E: 85 | q_time/E: 0.423100s | shuffle time: 0.000279s
