run: 52 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Tue Jan 26 18:55:16 2021 | q: 0/63 | q_time: 0.379218s | E: 1 | q_time/E: 0.379218s | shuffle time: 0.000000s
Tue Jan 26 18:55:16 2021 | q: 1/63 | q_time: 0.377297s | E: 1 | q_time/E: 0.377297s | shuffle time: 0.000261s
Tue Jan 26 18:55:17 2021 | q: 2/63 | q_time: 0.774968s | E: 2 | q_time/E: 0.387484s | shuffle time: 0.000273s
Tue Jan 26 18:55:19 2021 | q: 3/63 | q_time: 1.564543s | E: 4 | q_time/E: 0.391136s | shuffle time: 0.000268s
Tue Jan 26 18:55:21 2021 | q: 4/63 | q_time: 2.806108s | E: 7 | q_time/E: 0.400873s | shuffle time: 0.000275s
Tue Jan 26 18:55:26 2021 | q: 5/63 | q_time: 4.092330s | E: 10 | q_time/E: 0.409233s | shuffle time: 0.000276s
Tue Jan 26 18:55:31 2021 | q: 6/63 | q_time: 5.552015s | E: 13 | q_time/E: 0.427078s | shuffle time: 0.000281s
Tue Jan 26 18:55:38 2021 | q: 7/63 | q_time: 6.539274s | E: 16 | q_time/E: 0.408705s | shuffle time: 0.000277s
Tue Jan 26 18:55:45 2021 | q: 8/63 | q_time: 7.692295s | E: 19 | q_time/E: 0.404858s | shuffle time: 0.000276s
Tue Jan 26 18:55:54 2021 | q: 9/63 | q_time: 8.871887s | E: 22 | q_time/E: 0.403268s | shuffle time: 0.000275s
Tue Jan 26 18:56:06 2021 | q: 10/63 | q_time: 11.547460s | E: 26 | q_time/E: 0.444133s | shuffle time: 0.000278s
Tue Jan 26 18:56:18 2021 | q: 11/63 | q_time: 12.393734s | E: 30 | q_time/E: 0.413124s | shuffle time: 0.000277s
Tue Jan 26 18:56:36 2021 | q: 12/63 | q_time: 17.769294s | E: 34 | q_time/E: 0.522626s | shuffle time: 0.000281s
Tue Jan 26 18:56:52 2021 | q: 13/63 | q_time: 15.838610s | E: 37 | q_time/E: 0.428071s | shuffle time: 0.000279s
Tue Jan 26 18:57:12 2021 | q: 14/63 | q_time: 20.268247s | E: 42 | q_time/E: 0.482577s | shuffle time: 0.000281s
Tue Jan 26 18:57:34 2021 | q: 15/63 | q_time: 22.004531s | E: 47 | q_time/E: 0.468182s | shuffle time: 0.000278s
Tue Jan 26 18:57:58 2021 | q: 16/63 | q_time: 24.241027s | E: 51 | q_time/E: 0.475314s | shuffle time: 0.000275s
