q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.380575 1 0.380575 1279874 1279873 0
1 63 0.379788 1 0.379788 1279874 1279873 0
2 63 0.780427 2 0.390213 2561353 1864437 696915
3 63 1.576992 4 0.394248 5130616 3058520 2072095
4 63 2.795120 7 0.399303 9006312 4670296 4336015
5 63 4.090665 10 0.409066 13102985 6505879 6597105
6 63 5.728633 13 0.440664 18332505 8818034 9514470
7 63 6.747254 16 0.421703 21503473 10199392 11304080
8 63 7.842392 19 0.412757 24871649 11727325 13144323
9 63 9.109122 22 0.414051 28805088 13619575 15185512
10 63 10.611094 26 0.408119 33426557 15273861 18152695
11 63 13.003146 30 0.433438 40953976 18470806 22483169
12 63 15.272593 34 0.449194 48270911 21429365 26841545
13 63 17.677843 37 0.477780 56075678 25259093 30816584
14 63 20.617963 42 0.490904 65849164 28880907 36968256
15 63 20.189123 47 0.429556 64508585 27429014 37079570
16 63 21.928645 51 0.429973 70259986 29762491 40497494
17 63 26.320724 56 0.470013 85024941 35747657 49277283
18 63 26.857135 60 0.447619 86391999 36069140 50322858
19 63 27.544273 64 0.430379 87535923 36532506 51003416
20 63 31.392431 69 0.454963 100340556 41493287 58847268
21 63 34.305366 74 0.463586 110128250 45049915 65078334
22 63 40.984054 80 0.512301 132734968 53181279 79553688
23 63 36.247401 85 0.426440 117066640 46238208 70828431
24 63 39.556786 91 0.434690 128432793 50053715 78379077
25 63 42.427432 97 0.437396 138638031 53111246 85526784
26 63 46.068479 103 0.447267 151271071 57509995 93761075
27 63 47.260639 108 0.437599 155858306 58297804 97560501
28 63 56.143736 115 0.488206 168687162 62580447 106106714
29 63 58.868990 121 0.486521 170124446 62589640 107534805
30 63 56.004661 126 0.444481 183220755 67221203 115999551
31 63 57.095816 131 0.435846 191931750 69354952 122576797
32 63 63.936915 137 0.466693 214665673 77181822 137483850
33 63 67.170596 140 0.479790 225783077 81794056 143989020
34 63 68.249739 143 0.477271 232103424 84527489 147575934
35 63 63.512194 145 0.438015 215688680 79338686 136349993
36 63 61.936309 146 0.424221 207138602 77446718 129691883
37 63 75.519411 147 0.513737 225075614 85198229 139877384
38 63 61.345238 148 0.414495 208173069 79067716 129105352
39 63 75.519586 150 0.503464 220901390 84398957 136502432
40 63 81.336095 152 0.535106 277909097 107402942 170506154
41 63 67.261409 154 0.436762 228306745 88661360 139645384
42 63 75.020142 156 0.480898 256621503 99525489 157096013
43 63 68.051254 159 0.427995 231892340 89687939 142204400
44 63 81.123737 162 0.500764 266620260 103185067 163435192
45 63 84.634110 165 0.512934 238350319 91285291 147065027
46 63 91.652945 167 0.548820 317491547 122802728 194688818
47 63 72.145264 169 0.426895 248875390 96313231 152562158
48 63 76.150013 171 0.445322 263020272 101775012 161245259
49 63 80.897530 173 0.467616 280744721 109045462 171699258
50 63 81.485142 175 0.465629 283727635 109730914 173996720
51 63 74.814163 177 0.422679 261672795 100296884 161375910
52 63 77.447178 178 0.435097 271593466 104822522 166770943
53 63 79.204814 179 0.442485 278289050 107688250 170600799
54 63 81.358387 180 0.451991 280383368 108444536 171938831
55 63 86.181719 182 0.473526 305048859 117973931 187074927
56 63 89.795634 184 0.488020 319056105 122660322 196395782
57 63 79.409687 186 0.426934 280933136 107417509 173515626
58 63 85.000144 188 0.452128 299188975 114012168 185176806
59 63 83.480465 191 0.437070 282351742 105879675 176472066
60 63 83.080404 194 0.428250 295440941 109828298 185612642
61 63 84.513257 197 0.429001 302926258 112286085 190640172
62 63 83.163473 199 0.417907 299607705 109889192 189718512
63 63 84.484212 200 0.422421 304632485 111094990 193537494
3254.69
