q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.377557 1 0.377557 1279874 1279873 0
1 63 0.375159 1 0.375159 1279874 1279873 0
2 63 0.770034 2 0.385017 2561502 1865250 696251
3 63 1.555922 4 0.388981 5127499 3044266 2083232
4 63 2.789283 7 0.398469 9103714 4768926 4334787
5 63 4.053256 10 0.405326 13142754 6506326 6636427
6 63 5.271267 13 0.405482 17039668 8143571 8896096
7 63 6.575737 16 0.410984 21195433 10087354 11108078
8 63 7.909221 19 0.416275 25353998 11960471 13393526
9 63 8.888643 22 0.404029 28336083 13353133 14982949
10 63 11.622722 26 0.447028 37137396 17036577 20100818
11 63 13.695310 30 0.456510 43634284 19671261 23963022
12 63 17.998891 34 0.529379 57780861 25946676 31834184
13 63 16.251799 37 0.439238 51861443 23349256 28512186
14 63 20.325529 42 0.483941 65459025 28659217 36799807
15 63 42.524516 47 0.904777 140137192 60544670 79592521
16 63 24.964491 51 0.489500 81126514 34702293 46424220
17 63 26.662495 56 0.476116 87005011 36440495 50564515
18 63 27.321331 60 0.455356 89018829 37270798 51748030
19 63 27.028627 64 0.422322 86937068 36151952 50785115
20 63 30.644055 69 0.444117 99271527 40823691 58447835
21 63 32.148493 74 0.434439 104525409 42518874 62006534
22 63 38.673273 80 0.483416 126972092 50886493 76085598
23 63 36.714931 85 0.431940 120587884 47815874 72772009
24 63 39.174429 91 0.430488 129250346 50582994 78667351
25 63 45.813155 97 0.472301 152522605 58752564 93770040
26 63 47.461429 103 0.460791 158688867 60147587 98541279
27 63 44.681083 108 0.413714 149378976 56116940 93262035
28 63 49.382495 115 0.429413 166406820 61494954 104911865
29 63 49.476493 121 0.408897 167299547 61044336 106255210
30 63 53.906293 126 0.427828 183505614 66571989 116933624
31 63 54.819042 131 0.418466 186902120 67644625 119257494
32 63 60.538324 137 0.441886 207452141 74737145 132714995
33 63 57.147417 140 0.408196 195749321 70468047 125281273
34 63 59.611286 143 0.416862 204918005 74130865 130787139
35 63 59.332078 145 0.409187 203937272 74990288 128946983
36 63 62.050981 146 0.425007 213465102 79985513 133479588
37 63 63.112613 147 0.429338 217431679 81970145 135461533
38 63 61.836836 148 0.417816 212837648 81314108 131523539
39 63 64.340557 150 0.428937 221753360 85060118 136693241
40 63 74.581047 152 0.490665 258243705 99759513 158484191
41 63 68.496480 154 0.444782 236299880 91335813 144964066
42 63 71.748550 156 0.459927 248054089 96262901 151791187
43 63 67.967169 159 0.427466 235357608 91153065 144204542
44 63 76.926251 162 0.474853 268171037 104062640 164108396
45 63 71.337731 165 0.432350 248364746 95992283 152372462
46 63 67.747957 167 0.405676 235865582 90160877 145704704
47 63 82.053849 169 0.485526 287909081 110904541 177004539
48 63 87.625384 171 0.512429 307616131 118279616 189336514
49 63 70.942954 173 0.410075 248485604 95324156 153161447
50 63 79.901317 175 0.456579 281613440 108483429 173130010
51 63 74.685058 177 0.421949 263032564 100659400 162373163
52 63 78.618082 178 0.441675 277619766 107314595 170305170
53 63 91.934392 179 0.513600 326848850 126402422 200446427
54 63 83.970614 180 0.466503 298307503 115405793 182901709
55 63 81.984242 182 0.450463 291939845 113017299 178922545
56 63 89.247542 184 0.485041 319126593 123007016 196119576
57 63 81.962805 186 0.440660 293183582 112548391 180635190
58 63 79.306174 188 0.421841 284165218 108118138 176047079
59 63 84.963985 191 0.444838 306084047 115022341 191061705
60 63 87.590266 194 0.451496 316076070 117870911 198205158
61 63 87.793411 197 0.445652 318188492 117222794 200965697
62 63 93.778147 199 0.471247 341676068 125916580 215759487
63 63 83.454747 200 0.417274 303356430 110879679 192476750
3196.45
