run: 65 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Wed Jan 27 06:36:41 2021 | q: 0/63 | q_time: 0.379053s | E: 1 | q_time/E: 0.379053s | shuffle time: 0.000000s
Wed Jan 27 06:36:41 2021 | q: 1/63 | q_time: 0.376820s | E: 1 | q_time/E: 0.376820s | shuffle time: 0.000265s
Wed Jan 27 06:36:42 2021 | q: 2/63 | q_time: 0.776013s | E: 2 | q_time/E: 0.388006s | shuffle time: 0.000276s
Wed Jan 27 06:36:43 2021 | q: 3/63 | q_time: 1.566890s | E: 4 | q_time/E: 0.391722s | shuffle time: 0.000272s
Wed Jan 27 06:36:46 2021 | q: 4/63 | q_time: 2.788283s | E: 7 | q_time/E: 0.398326s | shuffle time: 0.000279s
Wed Jan 27 06:36:50 2021 | q: 5/63 | q_time: 4.176717s | E: 10 | q_time/E: 0.417672s | shuffle time: 0.000280s
Wed Jan 27 06:36:56 2021 | q: 6/63 | q_time: 5.571438s | E: 13 | q_time/E: 0.428572s | shuffle time: 0.000280s
Wed Jan 27 06:37:03 2021 | q: 7/63 | q_time: 6.481171s | E: 16 | q_time/E: 0.405073s | shuffle time: 0.000277s
Wed Jan 27 06:37:10 2021 | q: 8/63 | q_time: 7.659362s | E: 19 | q_time/E: 0.403124s | shuffle time: 0.000281s
Wed Jan 27 06:37:19 2021 | q: 9/63 | q_time: 8.964313s | E: 22 | q_time/E: 0.407469s | shuffle time: 0.000277s
Wed Jan 27 06:37:31 2021 | q: 10/63 | q_time: 11.451394s | E: 26 | q_time/E: 0.440438s | shuffle time: 0.000282s
Wed Jan 27 06:37:44 2021 | q: 11/63 | q_time: 13.725838s | E: 30 | q_time/E: 0.457528s | shuffle time: 0.000279s
Wed Jan 27 06:38:07 2021 | q: 12/63 | q_time: 22.434104s | E: 34 | q_time/E: 0.659827s | shuffle time: 0.000284s
Wed Jan 27 06:38:23 2021 | q: 13/63 | q_time: 16.151113s | E: 37 | q_time/E: 0.436517s | shuffle time: 0.000282s
Wed Jan 27 06:38:43 2021 | q: 14/63 | q_time: 20.322738s | E: 42 | q_time/E: 0.483875s | shuffle time: 0.000280s
Wed Jan 27 06:39:06 2021 | q: 15/63 | q_time: 23.221493s | E: 47 | q_time/E: 0.494074s | shuffle time: 0.000281s
Wed Jan 27 06:39:28 2021 | q: 16/63 | q_time: 21.721495s | E: 51 | q_time/E: 0.425912s | shuffle time: 0.000277s
Wed Jan 27 06:39:53 2021 | q: 17/63 | q_time: 24.463318s | E: 56 | q_time/E: 0.436845s | shuffle time: 0.000278s
