run: 28 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Mon Jan 25 21:11:01 2021 | q: 0/63 | q_time: 0.381158s | E: 1 | q_time/E: 0.381158s | shuffle time: 0.000000s
Mon Jan 25 21:11:02 2021 | q: 1/63 | q_time: 0.379741s | E: 1 | q_time/E: 0.379741s | shuffle time: 0.000262s
Mon Jan 25 21:11:02 2021 | q: 2/63 | q_time: 0.779647s | E: 2 | q_time/E: 0.389823s | shuffle time: 0.000276s
Mon Jan 25 21:11:04 2021 | q: 3/63 | q_time: 1.577486s | E: 4 | q_time/E: 0.394371s | shuffle time: 0.000274s
Mon Jan 25 21:11:07 2021 | q: 4/63 | q_time: 2.792086s | E: 7 | q_time/E: 0.398869s | shuffle time: 0.000283s
Mon Jan 25 21:11:11 2021 | q: 5/63 | q_time: 4.061696s | E: 10 | q_time/E: 0.406170s | shuffle time: 0.000282s
Mon Jan 25 21:11:17 2021 | q: 6/63 | q_time: 5.686961s | E: 13 | q_time/E: 0.437459s | shuffle time: 0.000281s
Mon Jan 25 21:11:23 2021 | q: 7/63 | q_time: 6.548257s | E: 16 | q_time/E: 0.409266s | shuffle time: 0.000284s
Mon Jan 25 21:11:31 2021 | q: 8/63 | q_time: 7.795608s | E: 19 | q_time/E: 0.410295s | shuffle time: 0.000280s
Mon Jan 25 21:11:40 2021 | q: 9/63 | q_time: 9.059986s | E: 22 | q_time/E: 0.411818s | shuffle time: 0.000280s
Mon Jan 25 21:11:51 2021 | q: 10/63 | q_time: 10.861562s | E: 26 | q_time/E: 0.417752s | shuffle time: 0.000281s
Mon Jan 25 21:12:19 2021 | q: 11/63 | q_time: 27.996520s | E: 30 | q_time/E: 0.933217s | shuffle time: 0.000284s
Mon Jan 25 21:12:36 2021 | q: 12/63 | q_time: 16.841719s | E: 34 | q_time/E: 0.495345s | shuffle time: 0.000284s
Mon Jan 25 21:12:53 2021 | q: 13/63 | q_time: 17.604416s | E: 37 | q_time/E: 0.475795s | shuffle time: 0.000284s
Mon Jan 25 21:13:13 2021 | q: 14/63 | q_time: 19.331216s | E: 42 | q_time/E: 0.460267s | shuffle time: 0.000287s
Mon Jan 25 21:13:34 2021 | q: 15/63 | q_time: 21.590197s | E: 47 | q_time/E: 0.459366s | shuffle time: 0.000281s
Mon Jan 25 21:13:57 2021 | q: 16/63 | q_time: 22.581089s | E: 51 | q_time/E: 0.442766s | shuffle time: 0.000281s
Mon Jan 25 21:14:23 2021 | q: 17/63 | q_time: 25.850189s | E: 56 | q_time/E: 0.461611s | shuffle time: 0.000281s
Mon Jan 25 21:14:57 2021 | q: 18/63 | q_time: 34.134083s | E: 60 | q_time/E: 0.568901s | shuffle time: 0.000281s
Mon Jan 25 21:15:24 2021 | q: 19/63 | q_time: 27.609457s | E: 64 | q_time/E: 0.431398s | shuffle time: 0.000283s
Mon Jan 25 21:15:57 2021 | q: 20/63 | q_time: 32.429731s | E: 69 | q_time/E: 0.469996s | shuffle time: 0.000284s
Mon Jan 25 21:16:30 2021 | q: 21/63 | q_time: 32.856630s | E: 74 | q_time/E: 0.444009s | shuffle time: 0.000283s
Mon Jan 25 21:17:19 2021 | q: 22/63 | q_time: 49.545936s | E: 80 | q_time/E: 0.619324s | shuffle time: 0.000284s
Mon Jan 25 21:17:58 2021 | q: 23/63 | q_time: 38.942791s | E: 85 | q_time/E: 0.458150s | shuffle time: 0.000281s
Mon Jan 25 21:18:38 2021 | q: 24/63 | q_time: 39.694047s | E: 91 | q_time/E: 0.436198s | shuffle time: 0.000298s
Mon Jan 25 21:19:23 2021 | q: 25/63 | q_time: 45.556108s | E: 97 | q_time/E: 0.469651s | shuffle time: 0.000279s
