run: 77 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Wed Jan 27 17:09:03 2021 | q: 0/63 | q_time: 0.375180s | E: 1 | q_time/E: 0.375180s | shuffle time: 0.000000s
Wed Jan 27 17:09:03 2021 | q: 1/63 | q_time: 0.373148s | E: 1 | q_time/E: 0.373148s | shuffle time: 0.000255s
Wed Jan 27 17:09:04 2021 | q: 2/63 | q_time: 0.766250s | E: 2 | q_time/E: 0.383125s | shuffle time: 0.000267s
Wed Jan 27 17:09:06 2021 | q: 3/63 | q_time: 1.555463s | E: 4 | q_time/E: 0.388866s | shuffle time: 0.000262s
Wed Jan 27 17:09:08 2021 | q: 4/63 | q_time: 2.781097s | E: 7 | q_time/E: 0.397300s | shuffle time: 0.000270s
Wed Jan 27 17:09:12 2021 | q: 5/63 | q_time: 3.943960s | E: 10 | q_time/E: 0.394396s | shuffle time: 0.000275s
Wed Jan 27 17:09:18 2021 | q: 6/63 | q_time: 5.698802s | E: 13 | q_time/E: 0.438369s | shuffle time: 0.000276s
Wed Jan 27 17:09:25 2021 | q: 7/63 | q_time: 6.611845s | E: 16 | q_time/E: 0.413240s | shuffle time: 0.000271s
Wed Jan 27 17:09:32 2021 | q: 8/63 | q_time: 7.590984s | E: 19 | q_time/E: 0.399525s | shuffle time: 0.000272s
Wed Jan 27 17:09:41 2021 | q: 9/63 | q_time: 8.815266s | E: 22 | q_time/E: 0.400694s | shuffle time: 0.000273s
Wed Jan 27 17:09:52 2021 | q: 10/63 | q_time: 10.436400s | E: 26 | q_time/E: 0.401400s | shuffle time: 0.000276s
Wed Jan 27 17:10:04 2021 | q: 11/63 | q_time: 12.534749s | E: 30 | q_time/E: 0.417825s | shuffle time: 0.000276s
Wed Jan 27 17:10:25 2021 | q: 12/63 | q_time: 20.582590s | E: 34 | q_time/E: 0.605370s | shuffle time: 0.000277s
Wed Jan 27 17:10:41 2021 | q: 13/63 | q_time: 15.958908s | E: 37 | q_time/E: 0.431322s | shuffle time: 0.000278s
Wed Jan 27 17:11:00 2021 | q: 14/63 | q_time: 19.742178s | E: 42 | q_time/E: 0.470052s | shuffle time: 0.000277s
Wed Jan 27 17:11:21 2021 | q: 15/63 | q_time: 20.206723s | E: 47 | q_time/E: 0.429930s | shuffle time: 0.000273s
Wed Jan 27 17:11:42 2021 | q: 16/63 | q_time: 21.250089s | E: 51 | q_time/E: 0.416668s | shuffle time: 0.000274s
Wed Jan 27 17:12:07 2021 | q: 17/63 | q_time: 24.780252s | E: 56 | q_time/E: 0.442504s | shuffle time: 0.000276s
Wed Jan 27 17:12:35 2021 | q: 18/63 | q_time: 28.234181s | E: 60 | q_time/E: 0.470570s | shuffle time: 0.000276s
Wed Jan 27 17:13:04 2021 | q: 19/63 | q_time: 29.142581s | E: 64 | q_time/E: 0.455353s | shuffle time: 0.000277s
Wed Jan 27 17:13:35 2021 | q: 20/63 | q_time: 31.259696s | E: 69 | q_time/E: 0.453039s | shuffle time: 0.000278s
Wed Jan 27 17:14:06 2021 | q: 21/63 | q_time: 30.374321s | E: 74 | q_time/E: 0.410464s | shuffle time: 0.000275s
Wed Jan 27 17:14:46 2021 | q: 22/63 | q_time: 39.861127s | E: 80 | q_time/E: 0.498264s | shuffle time: 0.000277s
Wed Jan 27 17:15:20 2021 | q: 23/63 | q_time: 34.693170s | E: 85 | q_time/E: 0.408155s | shuffle time: 0.000276s
Wed Jan 27 17:15:59 2021 | q: 24/63 | q_time: 38.968327s | E: 91 | q_time/E: 0.428223s | shuffle time: 0.000273s
Wed Jan 27 17:16:41 2021 | q: 25/63 | q_time: 41.929683s | E: 97 | q_time/E: 0.432265s | shuffle time: 0.000271s
Wed Jan 27 17:17:25 2021 | q: 26/63 | q_time: 44.214763s | E: 103 | q_time/E: 0.429270s | shuffle time: 0.000275s
Wed Jan 27 17:18:13 2021 | q: 27/63 | q_time: 47.237501s | E: 108 | q_time/E: 0.437384s | shuffle time: 0.000269s
Wed Jan 27 17:19:03 2021 | q: 28/63 | q_time: 50.349464s | E: 115 | q_time/E: 0.437821s | shuffle time: 0.000270s
Wed Jan 27 17:19:53 2021 | q: 29/63 | q_time: 50.205649s | E: 121 | q_time/E: 0.414923s | shuffle time: 0.000267s
Wed Jan 27 17:20:43 2021 | q: 30/63 | q_time: 50.282135s | E: 126 | q_time/E: 0.399065s | shuffle time: 0.000268s
Wed Jan 27 17:21:39 2021 | q: 31/63 | q_time: 55.196744s | E: 131 | q_time/E: 0.421349s | shuffle time: 0.000270s
Wed Jan 27 17:22:42 2021 | q: 32/63 | q_time: 63.328805s | E: 137 | q_time/E: 0.462254s | shuffle time: 0.000269s
Wed Jan 27 17:23:40 2021 | q: 33/63 | q_time: 58.212240s | E: 140 | q_time/E: 0.415802s | shuffle time: 0.000269s
Wed Jan 27 17:24:44 2021 | q: 34/63 | q_time: 63.843893s | E: 143 | q_time/E: 0.446461s | shuffle time: 0.000270s
Wed Jan 27 17:25:48 2021 | q: 35/63 | q_time: 63.570281s | E: 145 | q_time/E: 0.438416s | shuffle time: 0.000272s
Wed Jan 27 17:26:48 2021 | q: 36/63 | q_time: 60.890282s | E: 146 | q_time/E: 0.417057s | shuffle time: 0.000270s
Wed Jan 27 17:27:51 2021 | q: 37/63 | q_time: 62.440162s | E: 147 | q_time/E: 0.424763s | shuffle time: 0.000272s
Wed Jan 27 17:28:52 2021 | q: 38/63 | q_time: 61.246578s | E: 148 | q_time/E: 0.413828s | shuffle time: 0.000273s
Wed Jan 27 17:29:59 2021 | q: 39/63 | q_time: 67.287742s | E: 150 | q_time/E: 0.448585s | shuffle time: 0.000273s
Wed Jan 27 17:31:21 2021 | q: 40/63 | q_time: 81.601739s | E: 152 | q_time/E: 0.536854s | shuffle time: 0.000270s
Wed Jan 27 17:32:27 2021 | q: 41/63 | q_time: 66.250772s | E: 154 | q_time/E: 0.430200s | shuffle time: 0.000272s
Wed Jan 27 17:33:33 2021 | q: 42/63 | q_time: 65.715830s | E: 156 | q_time/E: 0.421255s | shuffle time: 0.000272s
Wed Jan 27 17:34:42 2021 | q: 43/63 | q_time: 68.548268s | E: 159 | q_time/E: 0.431121s | shuffle time: 0.000272s
Wed Jan 27 17:35:50 2021 | q: 44/63 | q_time: 68.483270s | E: 162 | q_time/E: 0.422736s | shuffle time: 0.000272s
Wed Jan 27 17:37:03 2021 | q: 45/63 | q_time: 72.493483s | E: 165 | q_time/E: 0.439354s | shuffle time: 0.000271s
Wed Jan 27 17:38:15 2021 | q: 46/63 | q_time: 72.265980s | E: 167 | q_time/E: 0.432730s | shuffle time: 0.000270s
Wed Jan 27 17:39:29 2021 | q: 47/63 | q_time: 74.307899s | E: 169 | q_time/E: 0.439692s | shuffle time: 0.000273s
Wed Jan 27 17:40:43 2021 | q: 48/63 | q_time: 73.513529s | E: 171 | q_time/E: 0.429904s | shuffle time: 0.000271s
Wed Jan 27 17:42:02 2021 | q: 49/63 | q_time: 78.962779s | E: 173 | q_time/E: 0.456432s | shuffle time: 0.000266s
Wed Jan 27 17:43:22 2021 | q: 50/63 | q_time: 80.610697s | E: 175 | q_time/E: 0.460633s | shuffle time: 0.000271s
Wed Jan 27 17:44:38 2021 | q: 51/63 | q_time: 76.102318s | E: 177 | q_time/E: 0.429957s | shuffle time: 0.000269s
Wed Jan 27 17:46:00 2021 | q: 52/63 | q_time: 81.439422s | E: 178 | q_time/E: 0.457525s | shuffle time: 0.000266s
Wed Jan 27 17:47:26 2021 | q: 53/63 | q_time: 86.093299s | E: 179 | q_time/E: 0.480968s | shuffle time: 0.000264s
Wed Jan 27 17:48:41 2021 | q: 54/63 | q_time: 74.997933s | E: 180 | q_time/E: 0.416655s | shuffle time: 0.000265s
Wed Jan 27 17:50:05 2021 | q: 55/63 | q_time: 84.318704s | E: 182 | q_time/E: 0.463290s | shuffle time: 0.000260s
Wed Jan 27 17:51:45 2021 | q: 56/63 | q_time: 99.949636s | E: 184 | q_time/E: 0.543205s | shuffle time: 0.000261s
Wed Jan 27 17:53:08 2021 | q: 57/63 | q_time: 83.318058s | E: 186 | q_time/E: 0.447947s | shuffle time: 0.000262s
