q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.376290 1 0.376290 1279874 1279873 0
1 63 0.374854 1 0.374854 1279874 1279873 0
2 63 0.769859 2 0.384929 2560647 1863085 697561
3 63 1.554572 4 0.388643 5126038 3030605 2095432
4 63 2.811270 7 0.401610 9185819 4816571 4369247
5 63 3.961731 10 0.396173 12857217 6337855 6519361
6 63 5.193948 13 0.399534 16798701 8018598 8780102
7 63 6.520807 16 0.407550 21060755 9973408 11087346
8 63 7.636320 19 0.401912 24549438 11577420 12972017
9 63 8.896883 22 0.404404 28511572 13458229 15053342
10 63 10.593041 26 0.407425 33862918 15530205 18332712
11 63 13.491602 30 0.449720 43165505 19512876 23652628
12 63 15.891008 34 0.467383 50533256 22460815 28072440
13 63 15.673434 37 0.423606 50081678 22360302 27721375
14 63 18.209165 42 0.433552 58635707 25432881 33202825
15 63 21.005107 47 0.446917 68141375 29111339 39030035
16 63 22.952262 51 0.450044 74639235 31583652 43055582
17 63 23.979096 56 0.428198 78195916 32586135 45609780
18 63 24.942021 60 0.415700 81405097 33817767 47587329
19 63 28.956212 64 0.452441 93982878 39297297 54685580
20 63 34.119186 69 0.494481 111374335 45936169 65438165
21 63 34.820547 74 0.470548 113853269 46552440 67300828
22 63 37.572508 80 0.469656 123624334 49459713 74164620
23 63 38.730270 85 0.455650 127253486 50597658 76655827
24 63 40.132237 91 0.441014 132960086 51761510 81198575
25 63 42.846140 97 0.441713 142444915 54756440 87688474
26 63 48.111489 103 0.467102 161392146 61440042 99952103
27 63 45.450326 108 0.420836 151953768 57381617 94572150
28 63 51.890540 115 0.451222 175610923 65384131 110226791
29 63 50.390251 121 0.416448 170742381 62489238 108253142
30 63 53.995575 126 0.428536 184138888 67312895 116825992
31 63 56.071257 131 0.428025 191674738 69776971 121897766
32 63 57.228174 137 0.417724 196195346 70411784 125783561
33 63 58.692069 140 0.419229 201569153 73119731 128449421
34 63 61.393628 143 0.429326 211293685 76707406 134586278
35 63 61.721570 145 0.425666 212929577 78501066 134428510
36 63 64.203605 146 0.439751 221025210 82833490 138191719
37 63 64.838705 147 0.441080 223674283 84824243 138850039
38 63 60.512509 148 0.408868 208495227 79580354 128914872
39 63 68.390684 150 0.455938 236364062 90829142 145534919
40 63 74.239972 152 0.488421 257526720 99145820 158380899
41 63 68.912278 154 0.447482 238955865 92663769 146292095
42 63 67.003189 156 0.429508 232182176 90551411 141630764
43 63 65.951927 159 0.414792 228728010 88050698 140677311
44 63 74.595944 162 0.460469 260454932 100881974 159572957
45 63 70.183824 165 0.425357 244871589 94188774 150682814
46 63 77.806055 167 0.465905 273412497 106355645 167056851
47 63 90.760272 169 0.537043 321072372 124452497 196619874
48 63 71.895447 171 0.420441 252739862 96963038 155776823
49 63 81.109378 173 0.468840 287291512 110851853 176439658
50 63 81.965440 175 0.468374 291148288 112596204 178552083
51 63 77.989906 177 0.440621 277126424 106200051 170926372
52 63 83.155463 178 0.467166 296515228 114939181 181576046
53 63 90.798400 179 0.507254 325117339 126189375 198927963
54 63 93.001565 180 0.516675 333524064 129141930 204382133
55 63 83.776061 182 0.460308 300649114 116353113 184296000
56 63 86.765253 184 0.471550 312427803 120134959 192292843
57 63 90.796725 186 0.488154 328112321 125431663 202680657
58 63 80.405790 188 0.427690 290161527 110487681 179673845
59 63 84.363449 191 0.441693 305846115 115255272 190590842
60 63 82.046973 194 0.422923 297515209 110547658 186967550
61 63 82.852848 197 0.420573 300609691 111059851 189549839
62 63 91.317534 199 0.458882 333299805 122516521 210783283
63 63 97.571011 200 0.487855 357122122 130813942 226308179
3214.17
