run: 64 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Wed Jan 27 05:41:47 2021 | q: 0/63 | q_time: 0.381870s | E: 1 | q_time/E: 0.381870s | shuffle time: 0.000000s
Wed Jan 27 05:41:47 2021 | q: 1/63 | q_time: 0.380765s | E: 1 | q_time/E: 0.380765s | shuffle time: 0.000257s
Wed Jan 27 05:41:48 2021 | q: 2/63 | q_time: 0.780237s | E: 2 | q_time/E: 0.390118s | shuffle time: 0.000278s
Wed Jan 27 05:41:50 2021 | q: 3/63 | q_time: 1.578175s | E: 4 | q_time/E: 0.394544s | shuffle time: 0.000270s
Wed Jan 27 05:41:53 2021 | q: 4/63 | q_time: 2.822569s | E: 7 | q_time/E: 0.403224s | shuffle time: 0.000281s
Wed Jan 27 05:41:57 2021 | q: 5/63 | q_time: 4.058868s | E: 10 | q_time/E: 0.405887s | shuffle time: 0.000284s
Wed Jan 27 05:42:02 2021 | q: 6/63 | q_time: 5.522130s | E: 13 | q_time/E: 0.424779s | shuffle time: 0.000285s
Wed Jan 27 05:42:09 2021 | q: 7/63 | q_time: 6.746102s | E: 16 | q_time/E: 0.421631s | shuffle time: 0.000277s
Wed Jan 27 05:42:17 2021 | q: 8/63 | q_time: 7.900451s | E: 19 | q_time/E: 0.415813s | shuffle time: 0.000279s
Wed Jan 27 05:42:26 2021 | q: 9/63 | q_time: 9.105488s | E: 22 | q_time/E: 0.413886s | shuffle time: 0.000279s
Wed Jan 27 05:42:37 2021 | q: 10/63 | q_time: 11.049844s | E: 26 | q_time/E: 0.424994s | shuffle time: 0.000278s
Wed Jan 27 05:42:50 2021 | q: 11/63 | q_time: 12.659857s | E: 30 | q_time/E: 0.421995s | shuffle time: 0.000282s
Wed Jan 27 05:43:09 2021 | q: 12/63 | q_time: 19.689121s | E: 34 | q_time/E: 0.579092s | shuffle time: 0.000281s
Wed Jan 27 05:43:28 2021 | q: 13/63 | q_time: 18.337546s | E: 37 | q_time/E: 0.495609s | shuffle time: 0.000281s
Wed Jan 27 05:43:46 2021 | q: 14/63 | q_time: 18.309177s | E: 42 | q_time/E: 0.435933s | shuffle time: 0.000278s
Wed Jan 27 05:44:07 2021 | q: 15/63 | q_time: 21.245522s | E: 47 | q_time/E: 0.452032s | shuffle time: 0.000277s
Wed Jan 27 05:44:30 2021 | q: 16/63 | q_time: 22.829564s | E: 51 | q_time/E: 0.447639s | shuffle time: 0.000278s
