run: 98 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Thu Jan 28 11:44:33 2021 | q: 0/63 | q_time: 0.377731s | E: 1 | q_time/E: 0.377731s | shuffle time: 0.000000s
Thu Jan 28 11:44:33 2021 | q: 1/63 | q_time: 0.376506s | E: 1 | q_time/E: 0.376506s | shuffle time: 0.000253s
Thu Jan 28 11:44:34 2021 | q: 2/63 | q_time: 0.773286s | E: 2 | q_time/E: 0.386643s | shuffle time: 0.000271s
Thu Jan 28 11:44:36 2021 | q: 3/63 | q_time: 1.561216s | E: 4 | q_time/E: 0.390304s | shuffle time: 0.000267s
Thu Jan 28 11:44:39 2021 | q: 4/63 | q_time: 2.764590s | E: 7 | q_time/E: 0.394941s | shuffle time: 0.000269s
Thu Jan 28 11:44:43 2021 | q: 5/63 | q_time: 4.129477s | E: 10 | q_time/E: 0.412948s | shuffle time: 0.000274s
Thu Jan 28 11:44:48 2021 | q: 6/63 | q_time: 5.589894s | E: 13 | q_time/E: 0.429992s | shuffle time: 0.000277s
Thu Jan 28 11:44:55 2021 | q: 7/63 | q_time: 6.566328s | E: 16 | q_time/E: 0.410395s | shuffle time: 0.000274s
Thu Jan 28 11:45:03 2021 | q: 8/63 | q_time: 7.828179s | E: 19 | q_time/E: 0.412009s | shuffle time: 0.000274s
Thu Jan 28 11:45:12 2021 | q: 9/63 | q_time: 8.891787s | E: 22 | q_time/E: 0.404172s | shuffle time: 0.000277s
Thu Jan 28 11:45:22 2021 | q: 10/63 | q_time: 10.764611s | E: 26 | q_time/E: 0.414023s | shuffle time: 0.000279s
Thu Jan 28 11:45:35 2021 | q: 11/63 | q_time: 13.001740s | E: 30 | q_time/E: 0.433391s | shuffle time: 0.000278s
Thu Jan 28 11:45:50 2021 | q: 12/63 | q_time: 14.749941s | E: 34 | q_time/E: 0.433822s | shuffle time: 0.000280s
Thu Jan 28 11:46:06 2021 | q: 13/63 | q_time: 16.108246s | E: 37 | q_time/E: 0.435358s | shuffle time: 0.000277s
Thu Jan 28 11:46:28 2021 | q: 14/63 | q_time: 21.564593s | E: 42 | q_time/E: 0.513443s | shuffle time: 0.000276s
Thu Jan 28 11:46:52 2021 | q: 15/63 | q_time: 24.127921s | E: 47 | q_time/E: 0.513360s | shuffle time: 0.000274s
Thu Jan 28 11:47:19 2021 | q: 16/63 | q_time: 27.003382s | E: 51 | q_time/E: 0.529478s | shuffle time: 0.000274s
Thu Jan 28 11:47:45 2021 | q: 17/63 | q_time: 25.985150s | E: 56 | q_time/E: 0.464021s | shuffle time: 0.000275s
Thu Jan 28 11:48:10 2021 | q: 18/63 | q_time: 24.920420s | E: 60 | q_time/E: 0.415340s | shuffle time: 0.000275s
Thu Jan 28 11:48:39 2021 | q: 19/63 | q_time: 29.543208s | E: 64 | q_time/E: 0.461613s | shuffle time: 0.000276s
Thu Jan 28 11:49:10 2021 | q: 20/63 | q_time: 31.083693s | E: 69 | q_time/E: 0.450488s | shuffle time: 0.000276s
Thu Jan 28 11:49:42 2021 | q: 21/63 | q_time: 31.502462s | E: 74 | q_time/E: 0.425709s | shuffle time: 0.000280s
Thu Jan 28 11:50:18 2021 | q: 22/63 | q_time: 35.835413s | E: 80 | q_time/E: 0.447943s | shuffle time: 0.000279s
Thu Jan 28 11:50:55 2021 | q: 23/63 | q_time: 36.822937s | E: 85 | q_time/E: 0.433211s | shuffle time: 0.000277s
